id_prestamo,edad,ingresos_mensuales_eur,ingresos_conyuge_eur,importe_prestamo_eur,plazo_meses,cuota_mensual_eur,ratio_endeudamiento,ratio_cuota_ingreso,antiguedad_empleo_anos,antiguedad_cliente_anos,num_prestamos_previos,num_prestamos_activos,num_impagos_previos,dias_mora_max_historico,score_credito,score_externo,saldo_medio_cuenta_eur,num_productos_contratados,patrimonio_declarado_eur,num_consultas_buro_6m,tasa_interes_pct,gastos_fijos_mensuales_eur,finalidad,tipo_empleo,regimen_vivienda,nivel_estudios,sector_actividad,tiene_avalista,impago
PRE000134,38,1445.0,660.0,6681,72,100.0,6.9,4.8,0.9,13.0,2.0,0,1,49,516,468,-2000.0,,28671,2,11.0,554.0,vivienda,fijo,propiedad,basico,industria,si,0
PRE000135,32,2060.0,722.0,9342,60,168.0,8.2,6.0,10.0,6.1,1.0,1,0,2,656,723,5530.0,6.0,101548,1,7.8,836.0,consumo,funcionario,propiedad,medio,publico,si,0
PRE000136,31,1201.0,1193.0,29784,84,383.0,31.9,16.0,6.0,3.7,3.0,0,2,22,533,372,3558.0,5.0,0,5,11.9,699.0,estudios,temporal,alquiler,medio,agrario,no,0
PRE000137,47,3235.0,,9118,36,274.0,8.5,8.5,2.2,3.3,0.0,0,0,21,718,698,5820.0,4.0,155522,2,7.5,,consumo,fijo,alquiler,superior,publico,no,0
PRE000138,41,4412.0,1514.0,5677,36,170.0,3.9,2.9,12.9,5.5,1.0,0,1,4,714,697,8565.0,1.0,106320,2,5.2,1460.0,negocio,funcionario,propiedad,medio,publico,no,0
PRE000139,46,4569.0,768.0,13840,36,415.0,9.1,7.8,,16.9,2.0,0,1,32,524,545,-349.0,4.0,0,1,11.7,1353.0,estudios,fijo,propiedad,basico,agrario,no,0
PRE000140,40,3105.0,2572.0,3887,48,87.0,2.8,1.5,34.8,4.2,0.0,3,0,23,644,563,-302.0,5.0,43839,0,9.3,1534.0,consumo,fijo,hipoteca,medio,servicios,no,1
PRE000141,50,2915.0,1115.0,5429,36,163.0,5.6,4.0,,2.3,0.0,0,0,0,764,831,,5.0,222303,0,6.9,578.0,vivienda,fijo,alquiler,medio,servicios,no,0
PRE000142,37,1578.0,293.0,10071,84,129.0,8.2,6.9,3.7,27.4,,2,0,14,677,703,,7.0,46958,1,7.2,691.0,vivienda,fijo,alquiler,basico,agrario,si,0
PRE000143,37,2306.0,738.0,16738,12,1506.0,65.3,49.5,1.1,4.8,1.0,0,0,3,730,714,7778.0,7.0,217209,0,4.5,1292.0,coche,temporal,alquiler,superior,industria,no,0
PRE000144,26,2996.0,1749.0,14161,48,319.0,10.6,6.7,2.6,18.5,2.0,1,4,45,569,554,-1253.0,2.0,0,1,14.2,978.0,estudios,autonomo,propiedad,basico,servicios,no,1
PRE000145,80,1619.0,455.0,25185,12,2267.0,139.9,109.2,7.1,2.1,,3,0,40,603,541,3506.0,4.0,0,4,9.9,438.0,coche,autonomo,hipoteca,medio,servicios,no,1
PRE000146,48,3402.0,1659.0,3924,60,71.0,2.1,1.4,0.1,5.2,0.0,2,2,25,672,686,2490.0,6.0,68049,2,9.4,1280.0,consumo,fijo,propiedad,basico,agrario,si,0
PRE000147,23,1527.0,805.0,8904,72,134.0,8.7,5.7,0.0,0.5,,0,0,61,477,340,-2000.0,1.0,0,4,15.7,863.0,estudios,fijo,alquiler,superior,publico,no,1
PRE000148,35,4703.0,0.0,5756,36,173.0,3.7,3.7,,0.3,1.0,2,0,10,740,732,3355.0,6.0,105713,2,8.6,,coche,autonomo,hipoteca,medio,publico,no,0
PRE000149,52,2804.0,1959.0,10891,12,980.0,34.9,,6.0,9.1,,1,0,14,743,724,4661.0,5.0,187163,3,5.3,1665.0,negocio,autonomo,hipoteca,medio,agrario,no,0
PRE000150,27,2026.0,550.0,16268,84,209.0,10.3,8.1,22.2,9.2,2.0,1,0,27,525,462,-1781.0,6.0,0,4,11.9,,consumo,autonomo,propiedad,medio,industria,no,1
PRE000151,48,4199.0,1671.0,11140,12,1003.0,23.9,17.1,,11.5,3.0,0,0,9,764,740,6004.0,5.0,157995,1,7.1,,coche,autonomo,propiedad,medio,construccion,si,0
PRE000152,43,928.0,722.0,9891,120,89.0,9.6,5.4,18.0,1.3,3.0,1,2,28,489,441,-1452.0,0.0,0,4,13.1,327.0,estudios,temporal,propiedad,medio,servicios,si,0
PRE000153,58,2351.0,729.0,16503,12,1485.0,63.1,,7.5,2.3,3.0,3,0,22,610,615,445.0,4.0,0,2,8.4,1227.0,coche,fijo,alquiler,basico,construccion,no,0
PRE000154,63,3175.0,2425.0,26617,84,342.0,10.8,6.1,11.2,0.2,0.0,1,1,10,687,723,5244.0,5.0,81132,1,4.8,1366.0,negocio,temporal,propiedad,medio,servicios,no,0
PRE000155,61,882.0,247.0,8953,84,115.0,13.0,10.2,8.1,0.0,3.0,2,1,44,500,429,457.0,3.0,0,6,14.3,410.0,estudios,fijo,propiedad,basico,construccion,no,1
PRE000156,34,2194.0,907.0,18763,60,338.0,15.4,10.9,4.2,1.5,1.0,0,0,32,561,557,-517.0,4.0,58500,6,8.8,1030.0,estudios,fijo,propiedad,superior,agrario,no,0
PRE000157,18,2516.0,1235.0,18455,36,554.0,22.0,14.8,5.1,2.8,2.0,3,0,5,664,723,3401.0,4.0,97266,0,4.0,628.0,coche,fijo,propiedad,medio,servicios,si,0
PRE000158,57,3076.0,109.0,7919,84,102.0,3.3,3.2,10.3,9.0,,1,0,19,722,719,5222.0,2.0,81740,0,8.2,1598.0,consumo,fijo,hipoteca,medio,servicios,no,0
PRE000159,52,3854.0,62.0,7221,12,650.0,16.9,16.6,11.1,2.5,1.0,0,0,11,661,671,4265.0,2.0,62148,1,3.0,1470.0,vivienda,autonomo,propiedad,medio,servicios,no,0
PRE000160,52,2329.0,842.0,12740,24,573.0,24.6,18.1,2.5,2.5,2.0,3,0,17,560,599,1437.0,1.0,59870,2,11.7,717.0,consumo,autonomo,alquiler,basico,industria,no,0
PRE000161,27,2806.0,346.0,31950,84,,14.6,,0.1,5.9,1.0,1,1,11,647,709,4418.0,2.0,68615,1,6.8,811.0,consumo,fijo,alquiler,medio,agrario,si,0
PRE000162,49,3124.0,72.0,4864,36,146.0,4.7,,2.7,5.1,1.0,0,2,22,601,531,,1.0,38381,5,,807.0,consumo,fijo,alquiler,basico,construccion,no,0
PRE000163,29,4234.0,2229.0,3628,120,33.0,0.8,0.5,5.8,4.8,1.0,1,0,18,749,742,4378.0,4.0,127858,0,7.8,2308.0,negocio,temporal,alquiler,medio,servicios,si,1
PRE000164,56,,1436.0,14761,96,166.0,9.1,5.1,,2.6,,1,1,18,659,698,6103.0,4.0,85709,1,6.2,630.0,consumo,temporal,propiedad,superior,construccion,no,0
PRE000165,38,2512.0,2149.0,38009,84,489.0,19.4,10.5,1.4,23.9,0.0,1,0,3,712,832,,6.0,167742,0,6.4,1432.0,consumo,fijo,propiedad,medio,publico,no,0
PRE000166,32,2531.0,709.0,23005,12,2070.0,81.8,63.9,8.7,6.8,1.0,0,0,57,640,559,2194.0,2.0,29799,2,10.3,1317.0,vivienda,fijo,alquiler,superior,servicios,no,1
PRE000167,35,2917.0,2114.0,8089,24,364.0,12.5,7.2,0.6,0.1,0.0,1,0,10,655,613,,2.0,67270,1,,1103.0,negocio,fijo,alquiler,basico,construccion,si,0
PRE000168,44,3761.0,1279.0,24639,24,,29.5,22.0,2.1,1.8,0.0,1,0,24,747,693,6375.0,4.0,92445,2,7.3,1141.0,negocio,fijo,propiedad,medio,industria,no,0
PRE000169,55,2218.0,1397.0,9358,36,281.0,12.7,7.8,11.9,4.7,0.0,0,1,22,550,602,2873.0,5.0,106450,1,7.3,938.0,negocio,autonomo,propiedad,superior,agrario,no,0
PRE000170,37,,1410.0,11658,84,150.0,4.7,3.3,12.7,0.9,3.0,1,0,46,721,767,8394.0,2.0,164917,0,7.1,1177.0,coche,fijo,alquiler,basico,servicios,si,0
PRE000171,63,3263.0,1614.0,5247,48,118.0,3.6,2.4,,0.2,4.0,1,0,21,613,552,827.0,,94537,3,8.8,1941.0,negocio,fijo,alquiler,medio,agrario,no,0
PRE000172,53,2479.0,56.0,22093,60,398.0,16.0,15.7,0.2,0.3,2.0,0,1,22,498,490,41.0,4.0,0,1,11.0,1560.0,negocio,fijo,alquiler,medio,servicios,no,0
PRE000173,75,1126.0,378.0,14147,120,127.0,11.3,8.5,1.2,8.7,2.0,0,1,51,446,298,-2000.0,1.0,0,1,15.2,,consumo,fijo,alquiler,basico,agrario,no,1
PRE000174,66,1706.0,621.0,7722,120,69.0,4.1,3.0,7.3,0.5,1.0,0,1,50,729,631,1776.0,2.0,98088,2,8.8,1002.0,vivienda,temporal,alquiler,superior,agrario,no,0
PRE000175,33,2449.0,900.0,1173,60,21.0,0.9,,5.9,2.0,2.0,1,0,19,640,738,3451.0,,50855,1,7.8,730.0,negocio,funcionario,hipoteca,superior,agrario,no,0
PRE000176,52,3989.0,1273.0,16205,36,486.0,12.2,9.2,2.0,5.8,0.0,0,0,2,769,750,10859.0,4.0,158361,0,5.1,1370.0,vivienda,funcionario,propiedad,basico,industria,no,0
PRE000177,52,1986.0,820.0,19103,84,,12.4,8.7,3.5,37.9,0.0,0,0,22,575,507,-19.0,,0,1,10.1,1038.0,negocio,fijo,propiedad,medio,servicios,no,0
PRE000178,43,3589.0,1585.0,15687,72,235.0,6.6,4.5,6.8,9.1,0.0,0,1,12,684,613,,4.0,29686,2,6.2,515.0,consumo,fijo,alquiler,medio,publico,no,0
PRE000179,31,2392.0,1450.0,16913,84,217.0,9.1,5.7,0.1,7.1,1.0,0,1,14,600,539,2504.0,2.0,0,3,8.1,972.0,vivienda,autonomo,alquiler,medio,servicios,no,0
PRE000180,28,2143.0,1050.0,2854,96,32.0,1.5,1.0,0.9,5.0,1.0,1,0,81,672,653,5172.0,2.0,92562,1,7.2,1462.0,vivienda,fijo,propiedad,basico,servicios,no,0
PRE000181,35,1849.0,1226.0,21855,84,281.0,15.2,9.1,11.7,3.7,2.0,0,2,15,625,594,566.0,,66816,0,8.0,904.0,consumo,temporal,alquiler,basico,servicios,si,0
PRE000182,43,4013.0,4089.0,19728,60,355.0,8.8,4.4,4.7,13.2,0.0,1,0,58,722,814,7290.0,4.0,134034,1,5.5,2083.0,coche,temporal,hipoteca,basico,servicios,no,0
PRE000183,49,3598.0,,11798,24,531.0,14.8,14.8,5.1,5.7,0.0,1,0,7,696,587,4477.0,3.0,53829,1,9.4,1513.0,consumo,autonomo,propiedad,medio,servicios,no,0
PRE000184,25,2252.0,1188.0,14950,24,673.0,29.9,19.6,1.7,11.7,1.0,0,0,34,692,738,8017.0,3.0,98414,0,6.4,936.0,estudios,autonomo,hipoteca,superior,industria,no,0
PRE000185,40,3279.0,0.0,8408,12,757.0,23.1,23.1,9.9,2.4,1.0,0,0,17,695,751,5898.0,3.0,93617,2,3.3,1425.0,negocio,temporal,alquiler,superior,servicios,no,0
PRE000186,34,3644.0,2742.0,33087,72,496.0,13.6,7.8,1.0,12.2,0.0,0,1,46,660,585,3810.0,0.0,69311,3,,2383.0,coche,temporal,propiedad,superior,construccion,no,0
PRE000187,38,2473.0,1462.0,16692,84,215.0,8.7,5.5,2.5,3.7,,0,0,0,767,658,7671.0,3.0,106373,0,5.3,1555.0,coche,autonomo,alquiler,medio,industria,no,0
PRE000188,44,1849.0,1026.0,23265,84,299.0,16.2,10.4,3.2,0.5,1.0,0,2,24,563,529,927.0,4.0,9055,1,11.6,1204.0,vivienda,fijo,propiedad,superior,construccion,no,1
PRE000189,49,1222.0,0.0,7266,60,131.0,10.7,10.7,2.1,1.3,0.0,0,1,17,581,496,3498.0,4.0,46816,4,9.9,698.0,consumo,temporal,propiedad,medio,servicios,no,1
PRE000190,59,4152.0,2253.0,24359,24,1096.0,26.4,17.1,0.5,3.6,0.0,1,1,34,554,564,-1330.0,0.0,0,1,9.9,1463.0,consumo,fijo,alquiler,superior,servicios,no,0
PRE000191,44,1796.0,594.0,15543,24,699.0,38.9,29.3,4.8,7.6,3.0,3,0,19,567,593,-1493.0,5.0,0,1,,781.0,vivienda,fijo,hipoteca,medio,servicios,no,1
PRE000192,48,2124.0,,13139,96,148.0,7.0,5.9,4.1,24.9,2.0,2,0,10,768,727,7204.0,6.0,141743,0,2.5,961.0,coche,temporal,propiedad,superior,construccion,no,0
PRE000193,18,1973.0,348.0,15232,120,137.0,6.9,5.9,4.2,1.7,0.0,0,0,7,651,670,5493.0,2.0,61486,1,8.7,432.0,vivienda,temporal,alquiler,superior,industria,no,0
PRE000194,30,1378.0,400.0,9757,84,125.0,9.1,7.1,4.9,11.3,1.0,3,2,28,628,601,19.0,2.0,35808,1,9.2,448.0,coche,fijo,hipoteca,medio,agrario,no,0
PRE000195,57,1703.0,343.0,4291,36,129.0,7.6,6.3,,4.0,0.0,1,0,23,579,563,1690.0,3.0,24363,3,12.3,980.0,estudios,autonomo,hipoteca,basico,servicios,no,1
PRE000196,36,1610.0,461.0,14468,60,260.0,16.2,12.6,9.5,4.4,2.0,1,2,55,541,541,3122.0,1.0,38582,1,10.0,222.0,consumo,temporal,alquiler,medio,industria,no,1
PRE000197,30,2372.0,1774.0,19821,72,297.0,12.5,7.2,19.8,2.5,2.0,0,0,32,802,782,8412.0,7.0,194365,0,4.3,416.0,vivienda,autonomo,hipoteca,superior,construccion,no,0
PRE000198,36,2696.0,433.0,3490,60,63.0,2.3,2.0,1.5,6.3,0.0,0,2,9,682,660,2965.0,2.0,64729,3,8.4,1186.0,vivienda,autonomo,alquiler,superior,agrario,si,0
PRE000199,31,3280.0,2109.0,5271,96,59.0,1.8,1.1,11.7,2.9,0.0,0,0,0,850,842,11283.0,3.0,244453,0,2.0,,negocio,fijo,alquiler,basico,servicios,no,0
PRE000200,57,3096.0,1438.0,21430,36,643.0,20.8,14.2,2.2,1.7,2.0,1,1,11,620,582,2253.0,2.0,82337,3,10.6,1456.0,negocio,fijo,propiedad,basico,servicios,no,0
PRE000201,49,1681.0,760.0,21686,24,976.0,58.0,40.0,0.8,2.5,1.0,0,2,17,634,540,464.0,,33487,1,8.5,450.0,vivienda,autonomo,alquiler,medio,industria,no,0
PRE000202,55,1996.0,1303.0,6968,36,209.0,10.5,6.3,8.8,1.2,4.0,1,0,47,465,437,-1629.0,3.0,0,1,,808.0,consumo,temporal,hipoteca,basico,publico,no,0
PRE000203,52,1617.0,899.0,22646,60,408.0,25.2,16.2,0.6,13.1,,0,0,47,624,508,,3.0,36227,0,8.4,440.0,vivienda,fijo,propiedad,basico,agrario,no,0
PRE000204,18,,2074.0,11768,60,212.0,4.4,3.1,,8.9,3.0,0,2,15,555,561,1984.0,3.0,77291,1,11.8,2516.0,coche,autonomo,alquiler,superior,publico,si,0
PRE000205,19,2222.0,1180.0,8677,12,781.0,35.1,22.9,10.6,1.0,2.0,2,0,0,850,812,7416.0,7.0,187304,0,5.8,1143.0,vivienda,funcionario,alquiler,basico,industria,si,0
PRE000206,55,1888.0,1462.0,3103,120,28.0,1.5,0.8,6.8,0.9,0.0,2,2,32,590,538,-2000.0,0.0,13067,4,9.0,1056.0,negocio,temporal,propiedad,basico,industria,no,1
PRE000207,33,1566.0,259.0,20303,60,365.0,23.3,20.0,0.4,8.7,0.0,0,0,5,681,733,9175.0,4.0,159368,0,7.8,1067.0,coche,fijo,hipoteca,medio,construccion,si,0
PRE000208,39,1178.0,,21161,24,952.0,80.8,56.3,1.0,7.9,0.0,1,4,24,512,431,439.0,2.0,0,6,10.2,646.0,vivienda,fijo,alquiler,medio,publico,si,1
PRE000209,50,,,10178,84,131.0,4.9,4.1,7.5,6.9,3.0,0,1,22,690,674,3196.0,3.0,44520,2,8.4,,negocio,fijo,hipoteca,superior,servicios,no,0
PRE000210,36,1882.0,674.0,14411,96,162.0,8.6,6.3,1.0,7.3,2.0,0,1,18,685,584,2717.0,3.0,56836,2,10.4,674.0,coche,fijo,alquiler,medio,construccion,no,0
PRE000211,53,2878.0,746.0,4551,36,137.0,4.7,3.8,,3.9,1.0,0,0,9,636,589,3762.0,1.0,44450,0,8.1,1221.0,coche,autonomo,hipoteca,superior,agrario,si,0
PRE000212,52,2057.0,1097.0,28857,120,260.0,12.6,8.2,1.4,15.0,3.0,1,1,26,511,499,258.0,0.0,0,2,13.2,546.0,consumo,fijo,hipoteca,superior,servicios,no,1
PRE000213,23,3109.0,713.0,8947,36,268.0,8.6,7.0,4.9,0.5,0.0,2,0,13,617,615,1074.0,4.0,34608,2,9.2,567.0,estudios,fijo,alquiler,medio,publico,si,0
PRE000214,44,3178.0,1529.0,5976,12,538.0,16.9,11.4,1.3,3.8,1.0,0,0,40,598,516,-1325.0,3.0,0,0,11.9,1143.0,consumo,autonomo,hipoteca,medio,servicios,si,1
PRE000215,20,2209.0,651.0,20725,96,233.0,10.6,8.1,0.5,5.5,1.0,0,2,36,530,492,,4.0,0,3,,879.0,vivienda,fijo,alquiler,basico,servicios,no,0
PRE000216,44,2581.0,822.0,10785,12,971.0,37.6,28.5,2.3,1.8,4.0,1,0,15,587,591,2200.0,3.0,38045,3,7.8,864.0,consumo,temporal,propiedad,superior,servicios,no,0
PRE000217,43,3030.0,901.0,13190,36,396.0,13.1,10.1,2.1,14.4,1.0,2,0,0,805,750,7134.0,5.0,123967,1,4.6,1268.0,vivienda,fijo,alquiler,basico,agrario,no,0
PRE000218,42,1578.0,454.0,8773,120,79.0,5.0,3.9,4.7,0.8,1.0,0,1,39,488,487,-53.0,,0,1,11.7,513.0,negocio,fijo,hipoteca,medio,publico,no,0
PRE000219,44,2164.0,1273.0,15610,84,201.0,9.3,5.8,1.7,5.4,0.0,2,0,0,806,830,3957.0,3.0,152720,0,4.8,1403.0,estudios,fijo,alquiler,superior,industria,no,0
PRE000220,43,3039.0,138.0,9273,60,167.0,5.5,5.3,2.3,0.5,1.0,0,0,43,691,740,4312.0,1.0,102595,2,10.8,1517.0,negocio,autonomo,propiedad,basico,publico,si,0
PRE000221,55,3735.0,202.0,10882,96,122.0,3.3,,1.2,15.1,1.0,0,0,4,721,591,7015.0,7.0,99349,2,4.9,1583.0,consumo,fijo,propiedad,medio,construccion,no,0
PRE000222,40,1905.0,0.0,4066,48,91.0,4.8,4.8,,0.2,,0,1,65,532,415,-2000.0,4.0,0,4,11.1,1166.0,vivienda,fijo,propiedad,basico,servicios,no,0
PRE000223,38,1589.0,77.0,11545,96,130.0,8.2,7.8,6.4,0.6,4.0,2,0,24,595,546,2668.0,0.0,50066,1,10.3,705.0,negocio,temporal,alquiler,medio,construccion,no,1
PRE000224,52,2910.0,0.0,5700,72,86.0,2.9,2.9,,5.5,2.0,1,0,12,696,729,6676.0,3.0,56650,2,4.2,810.0,consumo,fijo,alquiler,superior,industria,no,0
PRE000225,44,2109.0,383.0,13172,72,198.0,9.4,7.9,0.6,4.1,1.0,0,1,11,658,653,5017.0,6.0,90310,3,8.2,1233.0,estudios,fijo,alquiler,medio,publico,no,0
PRE000226,56,3960.0,1147.0,9460,120,85.0,2.1,1.7,1.6,1.4,2.0,0,0,57,704,717,5874.0,6.0,82814,2,6.0,806.0,vivienda,temporal,alquiler,superior,servicios,no,1
PRE000227,22,4736.0,0.0,10572,120,95.0,2.0,2.0,3.1,9.3,0.0,0,0,3,743,758,4600.0,5.0,134427,0,6.5,2027.0,coche,fijo,hipoteca,medio,publico,no,0
PRE000228,46,1596.0,374.0,7034,60,127.0,7.9,6.4,2.7,0.1,2.0,0,0,21,583,591,4524.0,5.0,58736,1,9.7,698.0,vivienda,fijo,alquiler,superior,industria,no,0
PRE000229,46,1296.0,103.0,19084,120,172.0,13.2,12.3,7.2,6.5,0.0,0,0,0,759,802,,7.0,159621,0,3.7,616.0,vivienda,fijo,alquiler,medio,publico,no,0
PRE000230,37,1753.0,434.0,8933,24,402.0,22.9,18.4,1.1,3.4,2.0,0,1,10,700,672,4286.0,6.0,99648,1,7.7,530.0,coche,fijo,hipoteca,medio,servicios,no,0
PRE000231,47,2252.0,739.0,7017,48,158.0,7.0,5.3,0.2,3.0,3.0,2,0,9,677,687,2524.0,2.0,84982,2,5.2,897.0,coche,funcionario,hipoteca,superior,servicios,no,0
PRE000232,40,2017.0,32.0,6005,60,108.0,5.4,5.3,1.1,19.1,2.0,0,0,17,513,523,918.0,,67758,2,10.2,1206.0,vivienda,fijo,alquiler,basico,servicios,si,1
PRE000233,62,1759.0,282.0,52942,72,794.0,45.1,38.9,,0.8,1.0,4,1,26,604,559,-2000.0,5.0,48690,0,10.7,726.0,vivienda,autonomo,alquiler,basico,servicios,no,0
PRE000234,53,3160.0,1318.0,7587,12,683.0,21.6,15.2,4.6,8.6,1.0,2,1,22,631,586,-1906.0,5.0,0,1,9.4,1502.0,negocio,temporal,alquiler,medio,industria,no,1
PRE000235,29,,950.0,14565,24,655.0,20.0,15.5,2.3,8.2,1.0,0,0,0,719,658,4972.0,6.0,145429,0,4.8,842.0,negocio,funcionario,propiedad,medio,agrario,no,0
PRE000236,37,2622.0,557.0,20978,84,270.0,10.3,8.5,2.2,2.3,1.0,1,0,23,666,615,2063.0,6.0,39301,0,7.0,1021.0,consumo,temporal,hipoteca,superior,industria,no,0
PRE000237,46,,266.0,12550,24,565.0,25.6,22.8,11.0,5.5,2.0,1,1,31,504,436,-409.0,6.0,0,6,,354.0,vivienda,temporal,hipoteca,medio,servicios,no,0
PRE000238,27,3352.0,3055.0,7734,60,139.0,4.2,2.2,0.4,6.8,,1,0,20,566,513,,1.0,22374,3,10.0,698.0,coche,temporal,hipoteca,medio,industria,no,0
PRE000239,50,1483.0,841.0,8203,120,74.0,5.0,3.2,2.4,4.2,0.0,1,0,28,629,580,4325.0,4.0,77881,1,6.2,694.0,vivienda,autonomo,propiedad,medio,servicios,no,0
PRE000240,48,2327.0,2398.0,14610,120,131.0,5.6,2.8,7.7,7.8,0.0,1,1,2,716,727,,5.0,99613,0,6.3,817.0,coche,fijo,propiedad,medio,servicios,si,0
PRE000241,48,1581.0,855.0,10734,84,138.0,8.7,5.7,6.1,0.4,1.0,0,0,23,645,615,4222.0,6.0,22951,0,9.9,1102.0,coche,fijo,alquiler,medio,industria,no,0
PRE000242,39,,2001.0,17011,36,510.0,25.2,12.7,24.4,1.2,0.0,2,0,48,731,665,5239.0,5.0,197225,1,2.9,951.0,consumo,fijo,alquiler,medio,servicios,no,0
PRE000243,29,3784.0,1149.0,5804,36,174.0,4.6,3.5,3.0,7.1,1.0,2,0,1,850,908,,10.0,231337,0,3.9,1298.0,coche,autonomo,alquiler,medio,publico,si,0
PRE000244,50,1145.0,243.0,7268,36,,19.0,15.7,1.6,10.9,1.0,1,0,63,515,431,-1701.0,0.0,0,1,,304.0,consumo,temporal,hipoteca,medio,servicios,no,1
PRE000245,31,3623.0,1691.0,8520,120,77.0,2.1,1.4,1.6,12.4,1.0,1,0,44,579,574,683.0,3.0,0,0,9.3,,consumo,fijo,alquiler,medio,servicios,no,0
PRE000246,53,1316.0,362.0,7263,96,82.0,6.2,4.9,0.1,12.7,1.0,2,1,27,468,435,1070.0,3.0,0,5,13.0,392.0,negocio,fijo,propiedad,medio,servicios,no,1
PRE000247,26,2294.0,0.0,6832,72,102.0,4.5,4.5,,1.2,2.0,2,1,29,583,494,,3.0,22475,3,11.0,,coche,temporal,propiedad,medio,construccion,no,0
PRE000248,40,3265.0,0.0,7266,48,163.0,5.0,5.0,11.3,15.4,0.0,1,0,20,621,584,-223.0,5.0,106684,1,7.6,1957.0,vivienda,fijo,hipoteca,superior,construccion,no,0
PRE000249,54,3228.0,122.0,14047,48,316.0,9.8,9.4,2.4,10.4,3.0,1,0,46,515,352,-1844.0,4.0,0,1,13.8,1035.0,vivienda,fijo,propiedad,medio,industria,no,1
PRE000250,43,3211.0,0.0,12238,72,184.0,5.7,5.7,0.9,9.0,3.0,0,0,7,710,703,5644.0,4.0,105815,0,5.4,493.0,consumo,autonomo,propiedad,medio,industria,no,0
PRE000251,49,2534.0,1483.0,8482,36,254.0,10.0,6.3,,2.4,0.0,2,0,6,750,670,5046.0,6.0,132990,1,4.8,974.0,estudios,temporal,propiedad,medio,industria,no,0
PRE000252,53,1242.0,280.0,7624,24,343.0,27.6,22.5,1.8,14.1,1.0,0,1,14,618,566,-795.0,4.0,40164,2,9.6,341.0,consumo,temporal,alquiler,superior,industria,no,1
PRE000253,48,1171.0,672.0,12707,12,1144.0,97.6,62.0,,2.6,1.0,1,2,16,520,462,52.0,5.0,20851,3,10.5,728.0,estudios,autonomo,propiedad,medio,industria,no,0
PRE000254,49,2950.0,0.0,41172,24,1853.0,62.8,62.8,10.5,7.8,0.0,0,0,7,850,819,9427.0,7.0,213112,0,2.0,1536.0,negocio,fijo,hipoteca,medio,agrario,si,0
PRE000255,25,2264.0,548.0,6704,96,,3.3,2.7,4.1,5.6,4.0,0,0,16,623,522,2372.0,2.0,50907,2,10.3,662.0,vivienda,fijo,hipoteca,medio,servicios,si,0
PRE000256,42,3244.0,,8347,120,75.0,2.3,1.3,0.7,5.2,0.0,0,1,15,571,611,-221.0,4.0,0,0,9.6,1278.0,vivienda,autonomo,hipoteca,basico,industria,no,0
PRE000257,34,1927.0,501.0,24251,12,2183.0,113.2,89.9,10.1,0.5,1.0,1,1,21,529,477,-1228.0,5.0,2858,3,9.6,657.0,vivienda,temporal,propiedad,basico,construccion,no,1
PRE000258,59,3995.0,1989.0,38313,12,3448.0,86.3,57.6,1.8,5.0,2.0,0,0,0,735,728,3984.0,6.0,146781,0,2.0,1364.0,estudios,fijo,alquiler,basico,servicios,no,0
PRE000259,37,3672.0,0.0,13015,24,586.0,15.9,15.9,2.0,3.5,3.0,0,0,8,638,690,,1.0,147212,3,8.1,1127.0,consumo,autonomo,propiedad,basico,servicios,si,0
PRE000260,43,1216.0,1091.0,20640,12,1858.0,152.6,80.5,18.4,6.8,,1,1,17,583,549,1850.0,4.0,70864,0,8.5,153.0,consumo,fijo,propiedad,medio,agrario,si,1
PRE000261,41,3654.0,492.0,14736,60,265.0,7.3,,27.1,17.0,1.0,1,1,26,716,724,3611.0,4.0,139384,2,8.1,2064.0,coche,fijo,alquiler,medio,servicios,no,0
PRE000262,37,2386.0,890.0,12006,96,,5.7,4.1,1.8,19.8,2.0,2,0,10,779,727,5254.0,5.0,59745,1,7.4,1377.0,coche,fijo,alquiler,medio,servicios,no,0
PRE000263,44,2791.0,1404.0,4219,48,95.0,3.4,,7.1,0.7,0.0,2,0,81,684,692,,5.0,125902,0,7.5,,estudios,temporal,hipoteca,superior,servicios,no,0
PRE000264,55,1775.0,,17068,72,256.0,14.4,13.8,1.4,5.3,1.0,0,0,5,714,705,5424.0,6.0,56536,0,3.1,378.0,consumo,fijo,hipoteca,superior,servicios,no,0
PRE000265,35,1462.0,949.0,19143,24,861.0,58.9,,9.6,3.0,1.0,1,0,37,722,590,3220.0,2.0,33674,1,9.7,146.0,consumo,autonomo,alquiler,medio,servicios,no,1
PRE000266,48,1717.0,1013.0,5569,36,167.0,9.7,,4.7,3.0,2.0,0,1,22,606,577,-833.0,2.0,22958,4,10.0,893.0,consumo,autonomo,alquiler,basico,servicios,si,0
PRE000267,36,3254.0,1171.0,17283,60,311.0,9.6,7.0,1.4,1.5,3.0,1,0,36,635,653,3834.0,1.0,82887,1,8.0,903.0,consumo,temporal,alquiler,medio,industria,no,0
PRE000268,67,4623.0,2724.0,12324,120,111.0,2.4,1.5,5.2,12.0,,1,0,7,713,714,4546.0,5.0,136080,0,,1759.0,coche,temporal,alquiler,superior,servicios,no,0
PRE000269,48,2049.0,456.0,11676,48,263.0,12.8,10.5,17.3,16.3,1.0,1,0,11,661,643,2209.0,3.0,59758,0,6.7,,consumo,autonomo,propiedad,superior,servicios,no,0
