id_registro,temp_max_c,temp_min_c,temp_media_c,amplitud_termica_c,radiacion_solar_wm2,radiacion_uv_indice,horas_sol,humedad_pct,humedad_min_pct,viento_kmh,viento_max_kmh,direccion_viento_deg,presion_atm_hpa,no2_ugm3,no_ugm3,nox_ugm3,cov_precursores,co_mgm3,so2_ugm3,pm10_ugm3,o3_dia_previo_ugm3,o3_media_movil_3d,temp_dia_previo_c,gradiente_temp_c,altura_capa_mezcla_m,indice_estabilidad,precipitacion_mm,horas_desde_lluvia,alerta_ozono
OZN000135,23.9,16.2,20.0,7.7,489,6,8.8,43.0,34,13.9,38.0,75,1015,51,25,,42.0,0.83,7.9,,99,107,23.1,0.4,1052,-3.2,19.2,23.0,0
OZN000136,24.3,15.7,20.0,8.6,548,7,8.7,50.0,27,14.3,31.0,337,1016,59,33,113.0,51.0,0.92,5.4,43.0,76,87,20.7,0.33,1059,0.6,6.3,89.0,0
OZN000137,28.9,,22.0,13.8,614,6,7.8,,27,9.8,,45,1014,34,17,56.0,56.0,0.55,6.4,31.0,110,117,30.0,0.18,1419,0.5,5.7,16.0,0
OZN000138,29.1,15.9,22.5,13.2,679,6,9.7,53.0,23,8.2,11.0,176,1012,42,21,70.0,56.0,0.7,3.5,41.0,43,38,31.9,0.24,1072,4.2,,91.0,0
OZN000139,19.8,13.2,16.5,6.6,439,4,7.5,69.0,49,11.9,24.0,60,1009,23,8,42.0,,,7.8,,124,123,16.4,0.7,686,0.9,14.5,14.0,0
OZN000140,29.3,15.9,22.6,13.4,531,7,,47.0,54,8.7,12.0,78,1021,23,8,37.0,32.0,0.32,9.1,22.0,92,80,31.3,0.44,1351,-1.8,4.2,39.0,0
OZN000141,25.2,10.7,18.0,14.5,435,4,9.3,58.0,47,16.1,33.0,182,1004,23,11,38.0,31.0,0.39,3.4,21.0,64,56,20.8,0.49,593,-2.5,7.2,163.0,0
OZN000142,28.2,14.3,21.2,13.9,555,7,8.2,59.0,35,6.3,19.0,237,1013,45,22,83.0,,0.66,11.0,35.0,110,118,28.8,0.36,1329,-4.4,8.9,136.0,0
OZN000143,11.3,5.0,8.2,6.3,201,1,4.1,74.0,65,22.1,40.0,35,1022,31,17,60.0,2.0,0.1,6.4,23.0,38,28,5.0,0.57,444,-4.2,10.7,28.0,0
OZN000144,13.9,3.9,8.9,10.0,239,2,,87.0,61,14.7,31.0,152,1007,26,4,32.0,5.0,,4.2,20.0,79,72,5.0,0.05,888,-3.6,10.7,54.0,0
OZN000145,26.5,13.0,19.8,13.5,426,6,9.0,63.0,35,,44.0,120,1018,37,21,,,0.7,0.4,30.0,111,120,21.9,0.74,1341,1.4,8.6,44.0,0
OZN000146,41.2,21.5,31.4,19.7,767,11,12.5,46.0,13,6.7,7.0,327,1010,36,8,,63.0,0.4,3.1,17.0,131,151,44.2,1.03,1686,0.8,1.5,3.0,1
OZN000147,26.6,11.9,19.2,14.7,478,6,7.8,66.0,35,,34.0,113,1015,31,15,51.0,34.0,0.51,7.5,28.0,90,100,20.1,0.41,1248,0.6,18.3,10.0,0
OZN000148,27.2,11.6,19.4,15.6,617,5,6.0,62.0,45,14.3,24.0,118,1017,39,18,75.0,48.0,0.63,2.8,30.0,34,27,23.7,0.58,1407,2.1,11.5,82.0,0
OZN000149,,9.5,17.8,16.5,509,6,5.6,61.0,24,12.7,29.0,209,1009,58,34,103.0,47.0,1.18,0.0,36.0,33,11,24.5,0.49,856,0.4,5.6,175.0,0
OZN000150,34.8,20.4,27.6,14.4,704,10,11.6,42.0,22,9.4,25.0,226,1015,33,14,48.0,59.0,0.43,6.5,42.0,106,121,39.4,1.21,1880,-0.9,1.0,37.0,0
OZN000151,20.3,11.1,15.7,9.2,526,3,5.2,,48,16.1,42.0,67,1015,55,32,,32.0,1.01,5.8,27.0,47,33,17.4,0.71,907,-1.8,5.8,152.0,0
OZN000152,21.4,10.5,16.0,,370,3,8.3,58.0,46,14.2,,345,1008,39,19,74.0,,,9.9,21.0,73,69,16.3,0.27,853,-3.8,7.8,86.0,0
OZN000153,27.3,17.6,22.5,9.7,678,8,11.3,38.0,21,6.9,6.0,300,1025,31,15,52.0,57.0,0.58,5.7,25.0,79,62,28.0,1.02,1329,-2.1,3.7,32.0,0
OZN000154,15.2,12.9,14.0,2.3,230,3,,69.0,41,22.9,59.0,126,1018,45,21,80.0,,0.52,4.7,38.0,56,47,5.0,0.26,888,-0.8,7.9,52.0,0
OZN000155,19.5,13.7,16.6,5.8,458,5,5.1,59.0,39,15.9,46.0,20,1004,11,1,13.0,19.0,0.22,1.2,25.0,40,21,15.8,0.41,743,-0.1,10.1,84.0,0
OZN000156,31.9,19.0,25.4,12.9,684,7,9.8,47.0,22,7.5,21.0,323,1022,32,20,61.0,,0.57,1.5,32.0,101,90,35.2,0.71,1278,-0.3,4.1,81.0,0
OZN000157,20.6,13.4,17.0,7.2,395,3,7.4,60.0,41,19.2,39.0,338,1013,26,7,,10.0,0.18,11.4,14.0,50,42,14.9,0.44,1220,-0.5,8.3,76.0,1
OZN000158,30.2,20.6,25.4,9.6,646,8,11.5,41.0,25,9.1,20.0,339,1014,43,23,86.0,69.0,0.99,10.3,29.0,92,110,30.7,0.91,1466,-1.6,,,1
OZN000159,27.6,,20.0,15.2,549,7,,50.0,25,10.1,22.0,241,1015,19,3,24.0,35.0,0.32,7.1,,80,87,28.6,0.61,1873,4.0,4.0,66.0,0
OZN000160,28.8,19.0,23.9,9.8,769,9,,50.0,17,6.0,18.0,99,1015,28,6,33.0,47.0,0.16,6.8,,110,95,32.0,0.7,1052,-0.3,3.4,49.0,1
OZN000161,27.5,16.1,21.8,11.4,625,6,8.2,52.0,32,14.3,35.0,120,1013,27,7,34.0,,0.18,0.0,40.0,22,5,29.5,0.56,1309,-1.4,5.1,26.0,0
OZN000162,20.7,11.7,16.2,,519,4,5.6,72.0,47,13.1,23.0,349,1018,26,11,40.0,24.0,0.54,7.1,30.0,92,82,14.9,0.48,1290,-1.4,8.2,5.0,0
OZN000163,34.3,20.5,27.4,,615,7,10.7,33.0,26,11.6,32.0,28,1026,13,1,13.0,35.0,0.14,10.7,11.0,80,83,35.9,0.87,1275,1.6,1.0,66.0,0
OZN000164,20.7,12.4,16.6,8.3,553,4,6.1,71.0,41,14.4,42.0,187,1016,24,15,,26.0,0.39,0.9,28.0,51,46,11.0,0.18,965,-3.5,6.2,73.0,0
OZN000165,,13.8,18.8,9.9,502,5,6.9,54.0,48,9.2,25.0,325,1019,47,28,94.0,,0.87,5.5,34.0,57,43,21.0,0.86,858,-3.5,21.2,0.0,0
OZN000166,19.2,,16.9,4.6,507,3,7.6,,26,18.4,44.0,22,1004,25,7,34.0,10.0,0.29,2.8,18.0,68,68,13.6,0.37,1117,-2.9,8.3,35.0,0
OZN000167,20.1,9.3,14.7,10.8,480,4,5.2,51.0,40,6.7,21.0,153,1010,38,14,,24.0,0.56,2.9,25.0,55,35,15.2,0.16,1227,3.1,10.4,91.0,0
OZN000168,28.2,17.6,22.9,10.6,694,7,9.8,40.0,13,7.2,,15,1024,43,23,77.0,42.0,0.69,3.7,35.0,127,125,27.1,0.59,1394,2.0,2.5,,0
OZN000169,35.9,21.3,28.6,14.6,757,11,12.0,,19,5.2,4.0,125,1021,37,18,65.0,81.0,0.43,7.7,34.0,89,85,41.0,0.78,1813,3.9,6.0,81.0,0
OZN000170,27.4,16.5,22.0,10.9,555,8,8.2,57.0,38,10.5,,193,1023,37,16,57.0,37.0,0.44,3.5,5.0,55,66,29.9,0.58,1535,-0.7,4.8,42.0,1
OZN000171,22.5,14.2,18.4,8.3,493,6,,64.0,44,8.7,22.0,240,1020,29,15,45.0,,0.67,10.9,28.0,94,81,19.0,0.73,1800,1.6,5.8,,0
OZN000172,16.4,6.7,11.5,9.7,334,1,5.7,,48,14.5,30.0,279,1003,34,10,57.0,,0.44,5.9,,36,21,6.3,0.09,1000,-0.7,9.4,61.0,0
OZN000173,25.1,13.6,19.4,11.5,489,6,8.8,58.0,50,9.9,21.0,40,1011,62,37,,64.0,1.12,8.5,48.0,71,68,22.9,0.64,1354,1.5,4.9,106.0,0
OZN000174,32.3,20.9,26.6,11.4,877,9,12.5,52.0,22,6.3,21.0,109,1017,55,34,99.0,78.0,0.98,7.0,33.0,69,66,36.9,0.88,1391,4.2,0.6,82.0,1
OZN000175,21.2,13.9,17.6,7.3,460,4,7.1,60.0,42,,23.0,341,1018,38,20,64.0,47.0,0.68,3.5,25.0,75,68,19.0,0.31,690,-0.8,,132.0,0
OZN000176,31.1,13.8,22.5,17.3,602,7,7.8,,51,8.2,20.0,272,1020,3,1,6.0,26.0,0.1,0.0,41.0,43,42,29.9,0.33,1227,-2.1,3.2,37.0,0
OZN000177,19.9,12.7,16.3,7.2,384,4,5.8,70.0,48,23.3,49.0,70,1018,33,7,39.0,14.0,0.45,7.9,26.0,89,76,16.4,0.35,902,-2.4,6.3,0.0,0
OZN000178,24.9,15.8,20.4,9.1,527,5,,66.0,38,13.7,23.0,54,1025,29,14,54.0,25.0,0.42,5.0,23.0,68,61,22.6,0.77,994,1.0,5.8,61.0,0
OZN000179,31.9,19.2,25.5,12.7,759,8,10.9,41.0,20,,11.0,303,1027,70,42,137.0,56.0,1.24,0.0,52.0,75,62,35.1,1.13,1428,4.7,0.0,45.0,0
OZN000180,29.5,17.7,23.6,,571,5,8.6,43.0,38,12.9,30.0,297,1013,47,27,87.0,55.0,0.86,5.3,28.0,65,79,27.9,1.16,1235,-0.6,7.1,96.0,0
OZN000181,29.1,16.5,22.8,12.6,530,6,8.6,39.0,33,18.7,41.0,192,1011,41,18,68.0,60.0,0.72,7.5,36.0,31,6,28.0,0.47,1197,1.1,4.8,85.0,0
OZN000182,35.5,20.0,27.8,15.5,597,9,9.8,49.0,21,,11.0,41,1009,53,34,107.0,74.0,1.01,2.8,33.0,116,136,37.7,0.96,1629,4.0,0.0,42.0,0
OZN000183,24.1,13.9,19.0,10.2,523,6,7.5,63.0,43,17.6,43.0,156,1012,12,1,19.0,6.0,0.1,4.9,6.0,88,86,21.2,0.13,1249,-0.2,5.7,0.0,1
OZN000184,29.0,16.9,23.0,12.1,623,6,8.7,45.0,28,12.2,28.0,186,1017,36,15,61.0,53.0,0.45,4.4,44.0,82,72,30.0,0.42,1598,-1.9,3.8,105.0,0
OZN000185,24.7,11.7,18.2,13.0,450,5,8.2,60.0,38,20.2,,289,1023,18,4,30.0,26.0,0.12,15.5,26.0,51,30,20.4,0.69,829,0.0,5.1,12.0,0
OZN000186,38.7,20.2,29.4,,577,9,10.3,49.0,22,8.6,12.0,285,1022,42,24,81.0,,0.9,7.3,,59,59,43.4,0.75,1311,0.6,1.9,119.0,0
OZN000187,30.3,18.1,24.2,12.2,708,7,11.0,51.0,24,7.5,17.0,258,1021,19,8,30.0,54.0,0.17,7.7,25.0,82,95,29.1,0.76,1284,1.3,3.1,49.0,0
OZN000188,25.4,15.0,20.2,10.4,508,6,,57.0,36,12.4,29.0,260,1019,33,20,,49.0,0.59,5.2,29.0,97,93,26.1,0.59,1280,0.7,6.6,89.0,0
OZN000189,40.9,26.4,33.6,14.5,877,10,12.8,22.0,5,,9.0,39,1015,37,14,,58.0,0.56,12.2,28.0,99,100,46.0,1.01,1645,3.7,0.5,115.0,0
OZN000190,32.6,14.9,23.8,17.7,594,7,10.1,36.0,22,11.2,,282,1009,65,34,,58.0,1.12,10.6,53.0,19,5,37.5,0.81,1119,-0.9,7.7,93.0,0
OZN000191,31.8,13.9,22.8,17.9,614,8,8.3,54.0,13,13.8,,125,1014,35,13,49.0,35.0,0.4,9.3,,92,78,36.4,0.76,1380,2.3,22.5,79.0,0
OZN000192,30.5,13.8,22.2,16.7,638,9,,45.0,24,7.6,20.0,45,1012,21,8,29.0,51.0,0.24,8.8,18.0,76,64,36.3,0.7,1071,2.5,1.1,107.0,0
OZN000193,26.7,14.6,20.6,,536,6,9.2,63.0,30,,20.0,316,1012,50,19,79.0,43.0,0.88,7.2,30.0,61,51,26.0,0.65,1586,-2.2,8.0,17.0,0
OZN000194,27.5,13.3,20.4,14.2,618,4,9.0,53.0,37,8.2,22.0,53,1013,55,40,111.0,52.0,0.97,6.0,31.0,97,114,24.8,0.52,887,1.6,8.0,94.0,1
OZN000195,19.7,8.6,14.2,11.1,366,4,6.7,70.0,35,10.9,24.0,210,1013,53,25,82.0,42.0,0.85,4.1,28.0,98,90,15.6,0.23,1008,-2.4,7.0,57.0,0
OZN000196,25.5,11.2,18.4,14.3,489,5,6.9,61.0,43,22.8,58.0,255,1019,29,11,46.0,34.0,0.39,10.2,12.0,31,21,23.3,0.09,1422,-3.8,4.8,116.0,0
OZN000197,30.6,16.8,23.7,,586,4,8.3,56.0,35,8.8,21.0,334,1021,37,19,61.0,51.0,0.67,5.6,24.0,49,30,29.1,0.8,1134,1.2,6.3,101.0,0
OZN000198,24.3,14.3,19.3,10.0,414,3,8.0,70.0,38,18.4,35.0,299,1011,25,10,44.0,25.0,,1.1,31.0,80,77,19.3,0.39,1347,-2.2,11.5,73.0,1
OZN000199,22.4,15.1,18.8,7.3,395,4,6.1,70.0,45,17.9,,46,1019,30,4,,,0.17,7.9,25.0,60,51,17.5,0.43,248,-1.1,6.3,20.0,0
OZN000200,35.4,19.6,27.5,15.8,765,8,10.4,48.0,33,8.7,,291,1027,51,30,102.0,54.0,0.84,2.1,36.0,111,92,37.4,0.91,835,3.7,5.6,99.0,0
OZN000201,21.2,12.4,16.8,8.8,431,4,7.0,56.0,53,16.1,,359,1014,31,10,48.0,,0.51,3.1,,64,59,14.7,0.52,685,1.9,8.3,27.0,0
OZN000202,19.2,10.2,14.7,,288,3,6.7,76.0,54,12.4,24.0,328,1019,52,27,95.0,45.0,0.8,6.3,,65,60,13.6,0.06,907,-2.8,7.7,20.0,0
OZN000203,31.3,19.9,25.6,11.4,641,8,9.8,50.0,27,12.1,27.0,211,1022,40,26,77.0,55.0,0.42,1.7,44.0,52,30,34.0,0.75,1478,-0.1,6.4,90.0,0
OZN000204,30.3,11.5,20.9,18.8,501,6,9.3,61.0,28,5.2,,179,1012,25,8,36.0,38.0,0.36,17.2,23.0,71,48,28.1,0.57,1441,0.4,8.4,47.0,0
OZN000205,,12.1,17.0,9.7,416,4,,52.0,34,16.4,32.0,231,1014,42,21,,43.0,0.68,10.7,34.0,66,55,18.1,0.28,1107,-1.0,5.5,109.0,0
OZN000206,34.8,20.4,27.6,14.4,692,8,11.5,,28,10.6,11.0,221,1022,27,10,,52.0,0.24,1.0,12.0,93,99,36.3,0.65,1506,-0.2,9.0,111.0,0
OZN000207,27.0,12.8,19.9,14.2,594,5,6.5,59.0,32,10.3,,196,1022,13,1,8.0,29.0,0.1,10.1,22.0,79,80,25.9,0.44,1096,-2.2,4.1,51.0,0
OZN000208,31.1,17.0,24.0,14.1,563,6,8.2,54.0,27,7.5,23.0,332,1020,71,37,127.0,60.0,1.26,7.0,45.0,128,125,29.3,1.31,940,2.4,4.3,95.0,0
OZN000209,36.8,20.5,28.6,16.3,726,10,,38.0,17,14.5,33.0,351,1017,35,19,59.0,84.0,0.49,4.3,,87,83,37.1,0.6,1689,1.4,1.4,129.0,0
OZN000210,33.5,18.9,26.2,14.6,618,9,10.7,50.0,28,6.4,12.0,125,1017,55,31,106.0,67.0,0.66,13.9,38.0,68,63,34.6,0.69,1890,0.5,2.2,79.0,0
OZN000211,29.4,14.3,21.8,,617,6,9.7,51.0,32,13.3,32.0,85,1017,54,31,103.0,64.0,0.99,2.6,,78,77,30.5,0.75,1582,-2.1,3.3,70.0,0
OZN000212,19.1,11.1,15.1,8.0,381,2,5.3,70.0,47,17.0,,139,1010,60,29,102.0,36.0,0.86,6.8,,38,22,9.8,0.61,776,-2.6,7.2,2.0,0
OZN000213,22.9,11.8,17.4,11.1,250,3,4.2,72.0,43,18.9,44.0,151,1012,37,14,51.0,27.0,0.6,0.0,14.0,5,5,16.9,0.34,1264,-1.2,6.9,0.0,0
OZN000214,32.9,18.5,25.7,14.4,775,8,10.1,40.0,34,9.4,29.0,225,1018,55,28,96.0,,0.65,6.6,21.0,119,123,32.2,1.05,1225,0.2,6.3,102.0,1
OZN000215,21.0,12.2,16.6,8.8,454,3,7.6,68.0,44,9.1,21.0,210,1004,53,20,91.0,35.0,0.7,2.2,34.0,80,74,15.0,0.45,568,-1.4,11.7,74.0,0
OZN000216,30.8,17.5,24.2,13.3,650,7,10.8,53.0,31,14.7,35.0,196,1014,28,5,29.0,,0.22,9.8,19.0,104,106,29.3,0.43,1724,-1.3,4.1,0.0,0
OZN000217,28.1,16.9,22.5,11.2,624,7,9.6,55.0,37,11.3,17.0,179,1008,45,25,80.0,51.0,0.64,0.7,16.0,106,114,26.5,0.33,1451,-0.6,7.6,57.0,0
OZN000218,31.1,,23.9,14.4,789,7,10.8,34.0,24,13.3,25.0,79,1023,44,20,69.0,51.0,0.74,7.7,35.0,71,82,36.0,0.6,1452,1.0,5.8,72.0,0
OZN000219,20.7,8.3,14.5,12.4,392,4,6.9,66.0,54,15.4,35.0,61,1009,27,21,54.0,30.0,0.52,7.8,,84,71,12.5,0.0,491,-3.0,,78.0,0
OZN000220,35.0,19.9,27.4,15.1,768,10,12.2,43.0,17,6.6,,59,1020,28,5,38.0,38.0,0.1,5.1,17.0,59,47,38.5,1.26,1460,3.5,4.3,104.0,1
OZN000221,27.0,15.8,21.4,11.2,525,4,8.5,64.0,30,16.9,48.0,57,1012,36,17,65.0,30.0,,5.6,21.0,73,59,22.1,0.72,1351,0.6,4.0,0.0,0
OZN000222,30.6,18.3,24.5,,674,7,11.9,43.0,32,8.0,19.0,268,1023,51,26,,69.0,,6.7,,38,21,35.9,0.59,873,-1.0,1.9,0.0,0
OZN000223,30.5,11.0,20.8,19.5,519,5,,56.0,34,12.5,33.0,303,1020,50,22,78.0,47.0,0.99,7.4,26.0,17,7,29.3,0.76,1331,-4.1,4.0,63.0,0
OZN000224,34.4,20.9,27.6,13.5,836,9,,36.0,24,6.6,10.0,177,1017,56,26,92.0,77.0,,5.7,36.0,49,43,36.6,0.72,1872,4.2,2.1,20.0,1
OZN000225,22.6,12.5,17.6,10.1,527,5,7.8,69.0,38,13.9,33.0,343,1005,47,20,79.0,25.0,0.61,2.9,46.0,51,28,17.1,0.88,1084,-4.6,8.5,3.0,0
OZN000226,28.5,14.8,21.6,13.7,583,6,8.5,59.0,38,14.2,,132,1017,36,10,46.0,62.0,0.34,4.2,32.0,70,63,28.8,0.68,1316,2.0,5.3,0.0,0
OZN000227,25.8,14.5,20.2,11.3,531,7,7.2,43.0,34,11.1,20.0,62,1018,44,19,63.0,36.0,0.56,4.8,35.0,27,25,26.3,0.89,1404,0.9,,30.0,0
OZN000228,41.1,27.3,34.2,13.8,902,12,14.0,11.0,11,8.1,17.0,50,1018,46,27,78.0,78.0,0.88,0.2,50.0,124,143,46.0,0.81,1620,4.1,0.0,151.0,1
OZN000229,19.9,7.1,13.5,12.8,474,4,5.8,64.0,48,14.9,35.0,191,1014,42,15,,34.0,,5.5,43.0,62,52,17.4,0.49,1082,-1.4,6.3,39.0,0
OZN000230,23.0,,15.4,15.3,308,3,,78.0,53,17.2,34.0,49,1021,35,22,71.0,21.0,0.73,5.8,38.0,12,5,16.3,0.08,635,-3.0,10.6,42.0,0
OZN000231,21.1,11.7,16.4,9.4,467,5,,69.0,57,14.8,35.0,59,1010,24,13,45.0,24.0,0.37,0.0,31.0,96,93,17.2,0.7,681,0.0,10.7,0.0,0
OZN000232,34.6,19.7,27.2,,776,10,,37.0,45,9.8,,46,1016,21,6,34.0,,0.19,8.0,,110,106,40.5,0.94,1379,4.4,1.0,109.0,1
OZN000233,19.9,5.7,12.8,14.2,398,2,3.9,67.0,63,16.6,40.0,235,1010,51,20,79.0,29.0,0.88,2.5,,32,34,11.7,-0.2,568,0.3,,0.0,0
OZN000234,36.3,17.8,27.0,18.5,753,10,11.8,37.0,27,3.1,2.0,29,1018,20,15,41.0,71.0,0.4,8.4,31.0,120,108,43.7,0.9,1875,4.0,,36.0,1
OZN000235,22.4,11.5,17.0,,406,2,4.3,69.0,52,18.3,45.0,17,1008,34,17,62.0,28.0,0.45,0.0,41.0,24,16,14.2,0.05,677,-6.1,,26.0,0
OZN000236,26.9,14.0,20.4,12.9,625,6,6.5,63.0,41,10.0,26.0,211,1017,33,13,52.0,47.0,0.35,3.3,,115,115,26.2,0.8,903,1.4,10.4,126.0,0
OZN000237,26.8,17.6,22.2,9.2,635,7,,39.0,30,6.2,21.0,36,1024,48,25,82.0,58.0,0.64,0.0,28.0,49,33,28.2,0.48,1677,3.9,,15.0,0
OZN000238,,6.6,11.6,10.1,363,3,4.1,70.0,62,10.6,28.0,336,1012,38,18,72.0,37.0,0.43,7.0,26.0,16,5,9.3,0.46,628,-4.5,9.4,7.0,0
OZN000239,20.4,9.1,14.8,11.3,294,3,4.1,76.0,57,16.9,38.0,214,1011,39,24,76.0,15.0,0.65,0.0,35.0,87,93,11.8,-0.03,1016,-3.2,13.9,53.0,0
OZN000240,28.5,18.9,23.7,9.6,596,7,,56.0,33,11.6,25.0,216,1006,55,37,,,0.96,7.6,43.0,75,56,30.5,0.08,1826,-2.8,3.2,59.0,0
OZN000241,25.3,14.1,19.7,11.2,527,6,8.2,48.0,52,10.6,,146,1007,52,31,87.0,57.0,0.99,1.3,45.0,70,86,22.2,0.02,1018,-1.0,5.1,50.0,0
OZN000242,28.6,12.2,20.4,16.4,561,7,8.5,59.0,27,13.0,24.0,99,1016,37,17,65.0,38.0,0.7,4.7,31.0,91,75,24.2,0.44,1057,-3.3,2.9,35.0,0
OZN000243,34.8,22.7,28.8,12.1,727,9,12.4,33.0,15,9.5,24.0,189,1017,27,5,,50.0,0.34,3.7,32.0,49,31,38.8,0.53,1299,2.9,0.4,185.0,1
OZN000244,32.4,16.9,24.6,15.5,648,8,,54.0,15,6.4,19.0,316,1017,33,9,53.0,,0.3,5.2,28.0,95,91,33.1,0.58,1315,2.5,3.8,152.0,0
OZN000245,37.3,25.7,31.5,11.6,850,11,12.6,,8,2.4,3.0,72,1021,44,25,89.0,79.0,0.76,5.0,29.0,71,69,42.0,0.61,1702,2.3,0.0,78.0,1
OZN000246,23.9,13.8,18.8,10.1,602,5,10.6,58.0,43,11.6,26.0,141,1018,40,21,74.0,36.0,0.6,5.8,22.0,68,70,26.3,0.53,1175,-2.0,4.5,109.0,0
OZN000247,25.9,12.9,19.4,13.0,571,6,8.7,53.0,38,,29.0,357,1014,27,6,42.0,,0.16,7.3,31.0,140,150,24.0,0.67,945,-1.1,5.5,0.0,0
OZN000248,27.3,13.3,20.3,14.0,528,5,9.0,59.0,43,12.5,35.0,111,1016,54,28,100.0,45.0,0.83,13.0,40.0,57,51,28.2,0.69,680,-5.2,5.5,101.0,0
OZN000249,37.5,22.0,29.8,15.5,801,9,10.3,23.0,8,4.5,8.0,239,1022,42,19,60.0,59.0,0.37,9.2,32.0,149,150,43.2,0.53,1215,0.8,5.1,43.0,1
OZN000250,39.1,22.3,30.7,16.8,757,10,13.1,30.0,27,1.8,14.0,281,1022,34,15,54.0,55.0,0.39,5.3,22.0,141,157,44.7,1.06,1893,0.9,0.0,90.0,1
OZN000251,23.6,11.6,17.6,12.0,500,4,7.3,65.0,39,11.2,,161,1008,27,12,50.0,25.0,0.43,6.5,27.0,85,71,19.8,0.4,1492,-2.2,9.2,86.0,0
OZN000252,22.8,14.2,18.5,8.6,517,3,8.0,64.0,42,15.4,31.0,86,1010,22,7,26.0,30.0,0.31,2.5,22.0,43,30,18.8,0.22,894,1.9,5.1,43.0,0
OZN000253,23.5,8.1,15.8,15.4,465,3,6.9,75.0,45,7.8,16.0,177,1010,56,27,102.0,42.0,0.71,10.6,45.0,66,52,18.1,-0.06,1290,0.5,8.4,59.0,0
OZN000254,37.2,22.8,30.0,14.4,958,12,12.5,32.0,5,1.5,7.0,285,1016,33,12,49.0,68.0,0.38,11.1,24.0,106,122,45.8,1.16,2071,1.9,0.0,68.0,0
OZN000255,21.6,12.7,17.2,8.9,517,4,8.2,66.0,38,14.8,,266,1012,32,14,53.0,26.0,0.32,16.9,32.0,88,105,18.8,0.53,1366,0.1,5.5,30.0,0
OZN000256,29.1,14.4,21.8,14.7,601,7,10.0,,29,10.7,26.0,103,1017,3,1,13.0,43.0,0.1,0.2,14.0,46,42,27.5,0.28,1279,1.7,2.1,18.0,0
OZN000257,36.3,22.0,29.2,14.3,675,7,13.8,51.0,34,7.2,20.0,100,1024,24,17,48.0,60.0,0.55,0.0,22.0,60,66,41.3,1.04,1566,4.9,0.3,57.0,0
OZN000258,19.1,13.2,16.2,5.9,417,4,,71.0,48,13.2,29.0,75,1011,50,22,78.0,33.0,0.79,8.8,46.0,56,47,10.0,0.54,1353,-1.7,7.3,6.0,0
OZN000259,20.3,10.7,15.5,,389,3,6.3,71.0,51,16.9,39.0,158,1019,31,13,,33.0,0.51,10.1,40.0,5,5,15.5,0.06,967,-1.8,9.7,25.0,0
OZN000260,29.3,15.8,22.6,13.5,606,6,8.5,52.0,36,,17.0,350,1023,17,1,32.0,35.0,0.1,6.1,21.0,88,71,29.0,0.66,1562,0.5,6.1,37.0,0
OZN000261,18.8,10.7,14.8,8.1,307,3,5.6,76.0,57,15.6,31.0,227,1004,34,12,53.0,27.0,0.36,5.4,24.0,90,93,13.0,0.23,805,-0.6,13.4,0.0,0
OZN000262,22.5,12.7,17.6,9.8,522,5,4.7,63.0,34,10.2,18.0,210,1014,42,18,67.0,39.0,0.64,9.1,,36,17,19.5,0.54,1411,1.7,9.4,22.0,0
OZN000263,21.3,8.1,14.7,13.2,589,6,5.4,55.0,44,11.5,29.0,295,1007,48,29,84.0,48.0,1.01,8.5,32.0,116,124,17.7,0.81,1039,-0.2,4.1,66.0,0
OZN000264,,13.8,19.6,11.6,494,5,8.0,63.0,34,11.4,28.0,357,1009,48,17,,55.0,0.73,4.5,26.0,67,65,21.5,0.51,1861,-0.1,,72.0,0
OZN000265,,15.5,21.4,,592,6,8.0,62.0,44,,27.0,338,1010,36,15,56.0,37.0,0.4,3.8,19.0,22,5,25.6,0.44,1265,-1.1,6.2,44.0,0
OZN000266,32.0,20.9,26.4,11.1,684,9,,46.0,27,8.4,18.0,206,1017,37,16,72.0,52.0,0.49,6.8,25.0,50,44,37.4,1.07,1628,1.3,3.4,76.0,0
OZN000267,30.8,20.3,25.6,10.5,677,8,10.1,,23,11.2,21.0,167,1016,34,14,56.0,49.0,0.53,8.6,28.0,88,86,32.6,0.29,1479,3.9,1.1,71.0,0
OZN000268,12.9,9.1,11.0,3.8,275,3,2.9,68.0,58,12.8,19.0,19,1010,34,16,45.0,17.0,0.49,2.4,39.0,96,96,6.8,0.37,355,-2.0,14.2,0.0,0
OZN000269,25.6,11.0,18.3,14.6,495,4,7.6,58.0,48,16.5,29.0,139,1011,19,3,21.0,17.0,0.1,15.2,,91,95,23.5,0.31,714,-3.0,7.9,14.0,0
OZN000270,17.8,8.1,13.0,9.7,231,3,,81.0,60,16.1,47.0,106,1005,35,18,65.0,8.0,,4.1,31.0,28,5,12.1,0.28,1127,-1.0,9.8,72.0,0
OZN000271,17.2,10.5,13.8,6.7,437,4,,74.0,49,12.0,29.0,132,1010,30,9,47.0,29.0,0.43,8.0,41.0,70,65,12.5,0.19,692,-0.1,8.7,58.0,0
OZN000272,36.5,19.5,28.0,,815,8,11.1,29.0,11,12.1,,69,1026,35,19,64.0,60.0,0.37,0.0,37.0,100,103,40.0,0.93,1653,-1.0,3.1,100.0,0
OZN000273,35.1,20.5,27.8,,683,8,10.4,55.0,20,9.5,28.0,241,1005,41,19,64.0,54.0,0.49,9.0,31.0,66,73,33.8,0.86,1353,-1.2,2.3,103.0,0
