id_parcela,temp_media_c,temp_max_c,temp_min_c,humedad_pct,humedad_suelo_pct,precipitacion_mm,precipitacion_acum_30d_mm,horas_humectacion_foliar,ndvi,ndwi,indice_estres_hidrico,dias_desde_tratamiento,num_tratamientos_campana,densidad_plantas_m2,ph_suelo,materia_organica_pct,nitrogeno_ppm,conductividad_suelo,altitud_m,pendiente_pct,dist_foco_plaga_km,trampas_capturas_num,grados_dia_acumulados,indice_presion_plaga,cobertura_vegetal_pct,edad_cultivo_dias,tipo_cultivo,sistema_riego,uso_fitosanitario,variedad_resistente,manejo,perdida_cosecha
CSC000130,20.4,28.8,10.9,44,18.2,34,2,0.0,0.67,-0.36,0.1,44,3,170,6.5,2.2,8,0.35,591,7.9,12.6,3,676,24,75,123,maiz,goteo,si,si,integrado,0
CSC000131,21.7,30.0,15.2,66,26.0,43,144,16.1,0.68,0.42,0.16,10,2,134,5.2,1.9,26,0.31,161,3.9,9.5,13,833,15,60,70,citricos,aspersion,si,no,convencional,0
CSC000132,17.6,25.4,9.5,67,21.8,35,115,9.5,0.71,0.07,0.16,31,1,190,5.5,2.5,22,0.35,289,10.6,0.2,0,939,28,74,96,maiz,goteo,no,si,integrado,0
CSC000133,24.3,33.8,19.1,76,22.7,65,67,9.9,0.52,0.12,0.54,30,2,220,7.1,1.7,29,0.72,583,0.0,7.5,45,1016,65,64,5,olivo,goteo,no,no,convencional,0
CSC000134,23.9,34.8,17.9,66,28.9,46,103,7.9,0.59,0.02,0.42,69,2,234,7.4,1.7,22,0.88,288,11.5,30.5,23,928,50,79,154,olivo,goteo,si,no,convencional,0
CSC000135,16.4,23.1,6.0,94,31.1,61,179,13.0,0.64,0.76,0.21,5,1,193,6.4,2.5,24,0.24,140,0.0,13.4,11,875,47,48,97,horticola,goteo,si,si,convencional,0
CSC000136,21.8,31.2,16.8,67,28.3,66,102,9.9,0.45,0.6,0.55,36,5,245,7.1,2.1,22,1.18,503,11.8,17.6,23,920,53,94,147,olivo,aspersion,no,si,ecologico,1
CSC000137,19.9,28.6,13.0,70,20.1,40,117,12.6,0.64,0.53,0.44,21,4,191,6.4,1.4,34,0.55,838,2.6,0.4,20,686,41,41,144,trigo,goteo,no,no,convencional,0
CSC000138,23.0,31.3,14.7,59,19.3,28,113,12.4,0.65,0.11,0.54,34,1,146,6.4,2.8,23,0.1,71,8.8,2.5,27,953,50,85,125,maiz,secano,no,no,convencional,0
CSC000139,18.7,26.3,11.0,43,19.0,31,68,3.6,0.65,-0.5,0.27,29,4,200,6.4,3.1,5,1.51,303,12.3,10.3,0,728,21,75,105,horticola,secano,no,si,convencional,0
CSC000140,13.3,19.6,3.2,70,16.9,57,138,5.2,0.67,0.12,0.08,6,4,174,7.0,1.4,17,0.66,638,1.4,12.2,1,679,11,79,187,trigo,secano,si,si,convencional,0
CSC000141,26.8,37.4,18.2,73,35.6,34,120,11.2,0.69,0.06,0.41,4,3,192,6.0,0.9,18,0.16,428,0.0,17.8,21,1092,25,66,37,horticola,goteo,si,si,integrado,0
CSC000142,26.2,36.4,18.5,63,20.6,48,123,7.8,0.47,0.25,0.36,6,6,164,6.0,3.7,10,1.38,518,5.3,4.2,33,1095,46,78,106,vid,aspersion,no,si,convencional,0
CSC000143,14.4,22.4,6.2,60,23.3,60,132,5.9,0.63,0.06,0.45,10,6,144,6.6,3.5,21,0.87,451,6.0,14.5,34,667,58,80,49,horticola,aspersion,no,no,convencional,0
CSC000144,19.7,28.3,11.1,65,22.9,49,73,9.2,0.72,-0.04,0.13,22,5,104,6.9,2.9,30,0.78,786,4.3,50.0,9,1070,12,100,54,maiz,secano,si,si,convencional,0
CSC000145,18.8,27.1,9.4,65,26.3,44,72,4.4,0.63,0.14,0.43,28,3,117,7.5,3.5,23,1.29,698,4.7,1.2,18,843,36,58,93,horticola,aspersion,si,no,convencional,1
CSC000146,23.2,33.1,16.4,77,31.4,57,86,11.4,0.54,0.57,0.49,8,5,186,6.2,3.8,18,1.87,715,16.0,7.1,27,826,42,72,48,maiz,goteo,no,si,convencional,0
CSC000147,12.9,15.5,1.7,46,11.4,0,0,0.0,0.71,-0.5,0.0,6,1,186,7.0,3.4,29,0.81,343,0.0,11.2,0,665,0,49,97,horticola,secano,si,si,convencional,0
CSC000148,13.0,19.8,3.9,47,18.2,48,25,6.5,0.51,-0.1,0.28,76,8,203,6.6,3.1,11,1.63,343,4.1,5.9,17,354,56,74,64,trigo,secano,no,si,integrado,1
CSC000149,22.6,32.2,13.2,54,18.5,25,58,0.9,0.6,-0.21,0.32,10,2,162,7.1,3.8,25,0.92,373,2.4,0.8,21,1269,43,51,120,horticola,goteo,no,no,ecologico,0
CSC000150,19.0,27.3,10.5,59,19.7,63,76,4.1,0.7,0.03,0.17,31,3,194,6.6,1.8,23,1.03,438,0.0,4.4,11,639,16,100,43,trigo,secano,si,si,integrado,0
CSC000151,24.0,34.3,15.2,90,36.2,87,219,14.3,0.61,0.79,0.58,17,1,187,5.9,3.6,16,1.12,128,12.7,10.8,30,880,44,95,34,horticola,goteo,si,si,integrado,0
CSC000152,29.3,41.0,21.3,71,24.7,60,42,14.7,0.66,0.56,0.35,3,4,150,6.4,2.1,18,1.34,790,14.4,10.4,19,1342,41,70,91,horticola,secano,si,no,convencional,0
CSC000153,26.0,36.8,18.1,61,23.3,79,149,11.7,0.61,0.55,0.26,19,2,210,7.1,2.4,11,0.4,481,3.3,5.1,15,1043,38,53,61,olivo,secano,si,no,convencional,0
CSC000154,24.9,37.2,19.4,64,27.5,63,87,12.6,0.6,0.76,0.56,25,3,150,6.2,1.8,26,0.55,589,1.4,13.7,28,1127,51,66,91,olivo,secano,si,si,integrado,0
CSC000155,20.3,27.6,12.9,81,39.2,88,121,12.7,0.67,0.49,0.29,16,5,153,6.6,1.3,16,1.16,248,10.8,5.6,19,794,27,74,86,citricos,secano,si,si,ecologico,0
CSC000156,22.5,30.6,16.3,68,18.1,42,81,6.0,0.45,-0.22,0.53,24,4,202,7.2,0.3,28,0.97,903,9.5,10.1,32,838,47,84,135,vid,aspersion,si,no,convencional,0
CSC000157,19.5,27.1,12.0,74,29.7,86,116,10.8,0.47,0.59,0.57,25,1,177,7.6,1.7,23,0.87,316,0.1,3.0,30,977,55,70,109,citricos,aspersion,si,no,ecologico,0
CSC000158,24.9,34.4,17.5,84,37.4,60,118,14.8,0.61,0.62,0.48,28,2,228,7.3,4.6,20,0.1,335,6.8,0.8,28,1154,70,43,111,citricos,goteo,no,si,convencional,0
CSC000159,23.2,30.9,16.9,66,20.6,57,123,9.5,0.58,0.41,0.48,13,3,151,8.5,3.4,31,0.74,632,4.8,0.7,30,912,54,95,16,maiz,secano,no,no,integrado,0
CSC000160,18.3,24.0,10.8,68,23.3,69,43,7.1,0.71,0.06,0.26,3,6,138,7.0,2.5,25,0.84,144,10.0,10.8,7,645,27,60,145,citricos,secano,si,no,ecologico,0
CSC000161,19.5,29.1,9.6,60,22.0,51,92,7.8,0.67,0.16,0.15,20,2,217,5.6,2.7,26,0.97,541,0.0,45.1,0,577,27,100,72,trigo,secano,si,no,convencional,0
CSC000162,23.8,32.2,17.1,92,34.9,72,196,10.7,0.66,0.8,0.57,2,5,220,5.3,2.6,18,0.71,525,0.0,7.7,31,906,53,77,84,vid,goteo,si,no,integrado,0
CSC000163,12.1,18.7,2.1,71,22.1,70,94,11.0,0.63,0.32,0.45,20,0,185,5.6,2.6,25,1.12,326,4.8,11.5,14,668,29,52,11,vid,secano,si,si,convencional,0
CSC000164,18.5,26.8,9.5,59,15.7,25,68,4.3,0.57,-0.17,0.41,72,2,108,7.6,2.3,13,1.0,407,10.2,1.0,16,592,54,87,124,olivo,goteo,si,si,convencional,1
CSC000165,19.3,28.7,10.8,56,24.0,20,91,7.0,0.55,-0.0,0.32,7,5,159,7.2,2.8,31,0.36,586,8.1,4.2,9,992,48,73,62,trigo,secano,no,no,convencional,0
CSC000166,20.5,28.3,15.7,98,32.5,81,161,12.0,0.55,0.8,0.26,15,2,148,5.3,3.5,32,0.68,165,5.4,0.4,35,802,65,44,90,maiz,secano,si,no,convencional,1
CSC000167,21.1,30.8,13.4,64,19.9,46,122,7.1,0.57,0.18,0.33,28,4,225,6.7,1.5,21,0.35,370,5.4,3.6,22,1027,33,48,85,olivo,secano,no,no,integrado,0
CSC000168,22.3,33.7,16.0,86,28.9,57,132,12.9,0.68,0.58,0.28,9,2,193,6.3,1.5,16,0.99,219,0.4,14.9,8,1062,42,63,17,trigo,secano,si,si,convencional,0
CSC000169,23.2,30.7,15.7,54,20.8,48,31,9.1,0.7,0.15,0.42,6,4,220,6.2,2.0,25,0.92,0,6.4,6.1,20,740,40,78,139,horticola,secano,si,si,convencional,0
CSC000170,25.8,37.5,18.3,61,24.2,42,106,8.5,0.66,0.26,0.31,13,0,214,5.7,2.4,31,1.11,459,16.6,8.0,5,1143,51,60,22,vid,aspersion,no,si,convencional,0
CSC000171,24.8,34.2,18.4,68,24.5,78,43,10.8,0.5,0.45,0.46,9,4,184,5.7,2.1,17,0.72,824,5.0,0.4,21,772,37,72,5,maiz,secano,no,no,convencional,0
CSC000172,15.8,23.5,7.2,64,24.5,22,92,4.4,0.77,0.19,0.0,10,5,156,7.2,0.5,29,1.58,539,1.5,16.3,0,807,0,70,187,trigo,secano,si,si,integrado,0
CSC000173,16.5,22.6,6.8,51,19.0,36,6,10.0,0.63,-0.01,0.24,11,2,190,5.7,2.2,32,1.07,445,0.4,5.2,21,730,54,86,113,horticola,secano,si,no,convencional,0
CSC000174,16.4,21.3,7.3,52,19.1,5,0,2.0,0.73,-0.43,0.33,12,3,143,6.1,1.7,28,1.17,159,2.7,3.8,0,784,25,66,93,horticola,goteo,no,no,integrado,0
CSC000175,20.4,26.7,12.2,73,35.6,79,158,15.9,0.48,0.8,0.57,13,3,105,6.6,1.1,20,1.08,274,14.5,24.6,36,891,54,77,71,horticola,aspersion,si,no,ecologico,0
CSC000176,16.7,21.9,6.3,65,26.0,47,14,3.4,0.54,0.1,0.38,13,2,232,6.6,2.6,25,0.61,232,17.7,10.9,22,526,49,84,73,citricos,aspersion,no,no,convencional,0
CSC000177,25.1,35.7,19.0,74,20.3,33,75,10.1,0.53,0.05,0.41,8,3,239,7.2,1.7,21,0.69,100,11.6,2.6,40,1139,54,52,69,vid,aspersion,si,si,integrado,0
CSC000178,19.4,26.6,11.6,44,15.7,15,13,2.5,0.69,-0.19,0.14,24,5,231,6.8,3.8,26,0.9,477,6.9,12.8,0,1016,20,69,69,maiz,goteo,no,si,convencional,1
CSC000179,24.9,34.1,17.2,82,39.9,86,143,17.9,0.5,0.8,0.61,55,5,188,5.9,3.2,26,0.66,705,8.4,15.3,44,988,75,79,68,trigo,aspersion,si,no,convencional,1
CSC000180,27.3,40.9,22.6,74,18.6,87,124,8.8,0.59,0.37,0.44,43,6,192,7.1,1.7,9,1.76,594,0.0,8.2,15,1358,53,72,94,olivo,secano,si,no,integrado,0
CSC000181,23.1,32.1,16.1,59,16.4,22,34,6.4,0.57,-0.07,0.44,28,4,182,7.0,3.6,29,0.79,411,7.4,4.1,32,1007,53,73,84,maiz,secano,no,no,ecologico,0
CSC000182,17.2,24.8,7.7,65,30.0,42,99,9.5,0.56,0.2,0.48,35,2,239,6.2,2.1,31,1.51,431,1.8,17.1,32,757,48,86,154,trigo,goteo,si,no,integrado,1
CSC000183,21.0,28.1,13.2,77,28.7,55,111,11.1,0.57,0.51,0.46,4,4,224,6.4,1.2,18,0.28,578,3.9,22.0,36,929,47,68,66,vid,aspersion,no,si,integrado,0
CSC000184,22.6,31.9,13.1,93,22.6,71,66,11.9,0.66,0.53,0.44,12,8,68,7.4,1.4,13,0.65,643,14.6,10.8,17,1081,31,75,72,horticola,secano,si,no,convencional,0
CSC000185,15.4,22.1,5.7,65,30.4,52,172,10.6,0.66,0.65,0.49,44,3,166,6.2,3.0,32,0.25,380,7.9,3.7,12,748,43,100,61,maiz,secano,no,si,integrado,1
CSC000186,23.4,31.6,16.1,33,5.9,0,0,0.0,0.68,-0.5,0.0,16,6,178,7.2,2.2,18,1.9,530,11.8,19.4,0,799,0,76,59,trigo,secano,si,no,convencional,0
CSC000187,19.7,27.4,12.3,59,23.2,44,128,7.6,0.63,0.07,0.37,7,1,154,5.7,2.7,17,1.47,560,2.8,25.8,0,816,33,78,37,trigo,aspersion,si,no,ecologico,0
CSC000188,10.0,13.1,-0.9,74,25.2,20,147,9.4,0.69,0.39,0.45,38,4,170,5.2,2.4,27,1.45,159,7.8,22.2,14,172,45,50,18,trigo,secano,no,no,convencional,0
CSC000189,17.7,26.6,8.5,90,36.3,77,217,13.9,0.61,0.78,0.4,3,4,113,7.7,3.3,23,1.18,346,16.3,24.8,35,697,56,71,152,citricos,aspersion,no,no,ecologico,0
CSC000190,17.8,24.3,10.2,61,24.4,39,78,8.1,0.62,0.22,0.24,24,6,222,5.7,2.2,18,1.16,413,9.7,12.0,21,763,32,51,104,trigo,goteo,si,no,convencional,1
CSC000191,18.6,26.0,9.5,59,16.6,54,81,6.1,0.6,0.1,0.46,4,6,171,6.2,4.1,30,1.08,483,2.4,10.5,17,706,41,79,5,horticola,aspersion,si,no,convencional,0
CSC000192,24.0,30.8,16.6,57,26.2,0,69,4.7,0.58,-0.02,0.22,19,4,179,6.1,1.9,30,0.36,588,16.4,13.8,15,922,44,50,135,vid,goteo,si,no,convencional,0
CSC000193,21.5,29.6,13.1,54,20.5,26,64,1.8,0.68,-0.26,0.23,18,1,242,6.0,2.4,16,0.6,315,1.4,3.4,13,887,20,100,175,vid,goteo,si,no,integrado,0
CSC000194,25.9,34.6,18.9,72,26.8,64,81,7.4,0.56,0.28,0.3,25,3,104,6.8,2.8,21,1.04,454,13.3,2.4,21,1115,43,70,163,trigo,secano,si,no,integrado,1
CSC000195,22.7,30.9,13.8,43,14.9,9,0,0.0,0.8,-0.5,0.01,0,1,211,5.7,2.5,23,0.94,487,3.1,11.9,0,757,0,93,82,olivo,aspersion,si,no,convencional,0
CSC000196,17.8,24.6,8.6,50,16.0,11,17,3.7,0.66,-0.31,0.32,7,1,156,5.7,3.0,36,0.95,814,8.0,2.7,13,751,29,58,65,trigo,goteo,no,no,convencional,0
CSC000197,21.7,30.3,13.8,98,35.1,106,184,18.0,0.48,0.8,0.56,0,3,240,5.9,1.4,14,0.93,451,10.5,5.2,38,1089,66,63,151,trigo,secano,si,no,integrado,1
CSC000198,17.0,25.3,9.8,77,32.3,40,124,9.3,0.67,0.52,0.46,34,1,188,6.5,3.0,23,0.24,444,0.0,4.7,24,923,48,98,19,olivo,goteo,si,si,convencional,0
CSC000199,22.4,30.8,14.1,71,30.6,76,153,11.1,0.59,0.69,0.4,33,4,220,6.8,1.3,28,1.05,341,9.6,1.8,43,982,44,80,20,trigo,secano,si,si,convencional,0
CSC000200,13.3,17.6,3.8,53,17.8,19,59,5.3,0.61,-0.13,0.39,9,3,126,6.7,2.3,25,0.94,293,12.1,18.0,7,559,31,39,56,maiz,secano,si,no,integrado,0
CSC000201,17.9,26.2,8.8,80,26.2,50,58,7.7,0.78,0.32,0.29,14,6,134,5.5,1.8,17,0.94,714,2.4,12.0,10,696,43,78,66,trigo,secano,no,si,ecologico,0
CSC000202,14.5,22.5,5.5,30,11.7,0,0,0.0,0.69,-0.43,0.05,26,2,180,6.5,0.7,16,1.41,423,2.0,50.0,0,587,0,65,44,trigo,aspersion,no,no,ecologico,0
CSC000203,21.0,30.7,13.1,88,45.0,115,178,19.1,0.55,0.8,0.57,68,2,190,6.4,1.5,31,0.68,287,1.3,50.0,45,994,68,65,81,olivo,aspersion,si,no,convencional,1
CSC000204,18.1,25.3,9.1,43,5.7,0,43,0.1,0.75,-0.5,0.08,3,2,163,6.1,2.9,22,0.87,502,8.9,7.9,0,781,1,66,43,trigo,secano,si,no,convencional,0
CSC000205,19.3,28.4,11.4,60,22.5,45,66,5.8,0.66,0.13,0.29,2,2,172,6.7,0.6,21,1.53,720,8.8,7.7,4,623,41,67,70,trigo,aspersion,no,no,convencional,0
CSC000206,18.1,26.9,8.2,48,18.4,33,40,6.0,0.64,-0.22,0.39,21,3,176,6.7,1.5,37,0.63,626,9.6,15.1,11,707,32,84,57,vid,secano,no,no,convencional,0
CSC000207,21.5,29.8,12.7,42,9.5,10,68,5.5,0.63,-0.16,0.51,29,4,158,6.2,1.5,26,0.64,558,18.2,11.0,10,788,26,35,151,olivo,goteo,no,no,ecologico,0
CSC000208,11.8,15.9,4.0,56,21.1,25,42,5.4,0.8,-0.36,0.0,23,5,244,5.9,2.2,27,0.99,585,13.3,37.9,0,395,0,71,94,trigo,goteo,no,si,convencional,0
CSC000209,20.6,29.1,12.9,77,35.3,83,165,15.1,0.58,0.8,0.64,41,1,150,6.8,2.3,30,0.57,517,5.7,17.4,55,945,72,81,109,olivo,goteo,si,no,integrado,1
CSC000210,21.5,31.9,12.8,82,36.2,67,124,11.0,0.53,0.58,0.46,8,3,180,6.7,2.3,19,1.87,521,13.7,2.6,31,918,54,58,86,horticola,aspersion,no,si,integrado,0
CSC000211,20.4,29.2,11.9,75,33.2,79,111,13.2,0.71,0.67,0.39,2,3,200,6.0,3.1,38,0.99,464,3.3,6.4,29,967,41,86,56,trigo,goteo,si,no,integrado,0
CSC000212,22.6,31.5,14.2,56,21.0,49,28,6.9,0.54,-0.1,0.39,0,3,204,7.1,2.1,23,0.93,564,10.3,17.4,17,917,53,66,135,vid,aspersion,si,no,convencional,0
CSC000213,21.4,29.0,13.5,72,18.9,53,142,10.9,0.6,0.63,0.59,45,2,115,6.5,2.1,18,1.16,563,7.7,2.8,33,1163,69,64,45,maiz,secano,no,si,ecologico,0
CSC000214,24.4,35.3,17.7,59,24.2,35,95,4.2,0.66,0.19,0.53,2,5,206,6.7,3.4,10,0.82,449,18.0,6.1,24,1132,57,80,47,vid,secano,si,no,integrado,1
CSC000215,24.2,34.6,16.4,75,34.6,92,167,8.1,0.57,0.33,0.12,5,4,199,7.0,1.9,29,1.91,391,12.8,6.7,16,1291,38,75,133,vid,goteo,si,no,ecologico,0
CSC000216,15.9,21.8,6.9,53,10.9,23,52,2.7,0.72,-0.5,0.2,6,3,149,5.3,1.9,27,0.48,152,26.9,15.3,1,933,30,54,68,maiz,secano,si,no,convencional,0
CSC000217,18.3,25.6,10.0,53,18.4,1,0,4.9,0.68,-0.38,0.22,2,2,131,6.7,1.6,23,1.11,772,7.6,8.6,12,662,30,67,133,vid,aspersion,no,no,convencional,0
CSC000218,24.3,33.8,17.9,70,29.3,33,87,10.4,0.61,0.54,0.32,33,2,218,6.5,2.5,3,1.19,288,19.5,11.1,29,1085,42,93,44,maiz,secano,si,si,convencional,0
CSC000219,25.6,34.5,18.7,61,26.2,55,111,15.0,0.66,0.1,0.27,34,3,177,7.1,1.8,10,0.94,435,9.8,3.7,13,1298,28,58,108,horticola,secano,si,si,integrado,0
CSC000220,19.6,26.2,11.1,64,28.6,58,154,9.9,0.48,0.41,0.51,54,0,136,6.8,0.8,24,1.88,406,25.4,12.2,37,1052,56,97,75,maiz,secano,si,no,integrado,0
CSC000221,18.8,29.4,10.2,62,30.4,62,97,11.6,0.48,0.28,0.56,120,3,159,6.7,1.9,27,0.86,413,23.3,24.9,34,924,75,59,71,horticola,goteo,no,no,integrado,1
CSC000222,14.7,20.5,7.5,59,15.5,31,3,0.8,0.8,-0.27,0.24,6,4,150,6.0,2.0,14,0.22,632,6.1,11.6,0,873,10,58,104,trigo,goteo,si,no,convencional,0
CSC000223,23.2,34.6,15.5,75,25.6,40,176,12.7,0.6,0.39,0.49,15,6,154,6.0,2.7,33,0.1,921,14.9,5.2,34,935,51,77,134,horticola,secano,si,no,convencional,0
CSC000224,14.8,21.4,6.4,55,19.2,13,43,4.5,0.46,-0.16,0.45,84,1,210,6.3,1.8,37,1.06,77,3.6,2.7,33,316,64,49,178,olivo,secano,no,si,ecologico,0
CSC000225,23.5,33.6,17.9,71,28.0,40,83,5.6,0.67,0.13,0.18,25,3,237,6.9,3.3,25,0.58,499,0.4,9.8,21,1099,44,61,89,trigo,secano,no,si,convencional,0
CSC000226,18.0,25.0,8.5,76,25.1,54,72,7.4,0.58,0.21,0.35,37,4,151,5.9,3.4,28,0.56,908,0.0,1.6,25,782,56,58,32,trigo,goteo,si,no,integrado,0
CSC000227,19.5,27.6,11.6,62,12.4,15,30,5.2,0.64,-0.09,0.24,11,2,129,6.9,2.6,29,0.79,367,4.6,1.9,0,657,0,79,130,citricos,goteo,si,no,ecologico,0
CSC000228,22.7,31.4,15.0,63,24.8,66,111,7.7,0.73,0.1,0.41,11,6,168,6.3,1.5,24,1.41,377,0.3,3.6,18,929,55,53,78,horticola,secano,si,si,ecologico,0
CSC000229,12.9,20.4,3.5,64,15.7,40,88,7.9,0.57,0.37,0.43,15,3,212,5.4,3.2,15,1.68,0,5.4,3.8,17,541,51,60,5,citricos,secano,si,no,convencional,0
CSC000230,18.4,27.7,11.6,60,20.0,31,85,7.3,0.51,-0.02,0.41,26,2,211,6.8,2.0,24,1.08,426,9.7,2.4,19,697,45,58,49,horticola,goteo,no,no,convencional,0
CSC000231,15.8,22.1,8.0,57,19.9,1,62,2.7,0.52,-0.34,0.48,89,2,184,7.3,3.2,30,0.84,734,5.9,22.3,40,850,66,60,123,olivo,aspersion,no,no,convencional,0
CSC000232,21.5,29.9,13.5,56,24.4,21,63,3.7,0.49,-0.11,0.43,29,3,185,7.2,2.0,16,0.61,539,10.1,2.8,23,779,53,88,100,vid,secano,no,no,integrado,0
CSC000233,26.8,37.7,19.1,92,32.3,77,131,16.3,0.42,0.66,0.85,24,5,170,7.5,2.2,22,0.15,464,20.9,0.2,46,772,81,84,80,vid,aspersion,si,no,ecologico,1
CSC000234,20.4,26.6,10.4,79,25.4,75,97,11.6,0.53,0.2,0.5,39,3,151,6.2,2.8,35,0.49,657,2.0,9.4,20,926,35,54,82,trigo,aspersion,no,si,convencional,0
CSC000235,23.2,32.1,15.4,76,31.6,52,140,15.1,0.8,0.8,0.41,9,1,141,6.7,3.6,29,0.81,342,15.7,11.1,15,829,35,66,68,trigo,goteo,si,si,convencional,0
CSC000236,17.1,23.3,8.3,96,37.2,47,168,19.0,0.47,0.8,0.65,25,2,196,7.3,1.3,14,0.79,640,9.1,14.2,40,847,63,49,21,vid,secano,si,no,convencional,1
CSC000237,24.7,31.4,15.3,81,29.2,34,101,10.3,0.67,0.53,0.03,4,3,172,6.6,2.4,27,1.19,127,0.0,23.6,7,980,29,88,51,olivo,goteo,si,no,ecologico,0
CSC000238,27.8,38.4,21.6,72,22.5,54,83,11.4,0.67,0.32,0.4,17,5,159,5.5,1.8,19,0.94,572,10.0,19.4,13,1104,50,36,134,horticola,aspersion,si,no,convencional,0
CSC000239,23.0,31.2,16.8,77,27.3,58,160,12.9,0.51,0.43,0.63,104,2,162,7.7,2.3,10,0.96,71,0.0,10.8,40,843,62,91,109,trigo,secano,no,no,integrado,0
CSC000240,20.8,30.3,14.0,72,21.3,52,66,10.6,0.45,0.33,0.74,106,1,217,5.5,3.2,15,0.73,149,3.3,7.1,51,967,66,71,181,horticola,goteo,si,si,convencional,1
CSC000241,24.5,35.1,17.9,71,26.1,55,145,9.8,0.55,0.37,0.62,81,1,181,5.7,0.3,27,1.12,528,0.6,10.3,40,869,68,71,84,trigo,secano,no,si,ecologico,0
CSC000242,22.2,29.9,13.2,42,15.0,25,26,1.6,0.6,-0.5,0.08,9,3,166,6.6,1.4,9,0.12,483,0.0,11.5,4,1043,22,84,160,vid,goteo,no,no,integrado,0
CSC000243,18.3,26.1,10.1,67,29.3,52,102,10.6,0.63,0.29,0.43,15,3,193,5.9,1.7,26,0.59,255,10.9,8.5,26,731,41,50,104,olivo,aspersion,no,no,ecologico,1
CSC000244,19.7,31.0,12.3,81,26.1,72,137,11.2,0.47,0.65,0.58,20,2,189,6.0,1.7,27,1.07,0,15.5,13.0,46,979,74,89,147,vid,goteo,no,no,convencional,1
CSC000245,15.4,21.1,6.9,53,28.7,23,0,0.0,0.7,-0.44,0.19,2,4,155,5.0,1.4,24,0.88,423,11.1,35.7,0,559,5,67,43,citricos,goteo,si,no,convencional,0
CSC000246,17.6,25.8,8.1,75,31.2,31,145,10.5,0.55,0.41,0.3,31,2,186,7.3,3.5,8,1.23,30,13.6,19.5,11,621,38,57,101,citricos,secano,si,no,integrado,0
CSC000247,24.6,32.7,16.4,82,29.2,50,170,13.8,0.47,0.64,0.63,3,2,175,7.4,0.3,18,1.42,290,11.1,3.5,45,1142,72,64,71,trigo,aspersion,no,no,convencional,1
CSC000248,14.5,22.0,5.2,68,24.5,79,143,13.9,0.44,0.77,0.61,71,3,205,6.6,2.4,30,1.25,326,5.1,22.6,48,399,80,100,78,horticola,aspersion,si,no,integrado,1
CSC000249,21.1,32.4,14.9,49,17.7,23,9,0.0,0.72,-0.39,0.02,0,2,148,6.0,2.3,20,1.1,837,14.6,14.5,0,891,11,77,51,vid,goteo,si,si,ecologico,0
CSC000250,20.9,30.4,12.6,80,30.3,48,154,10.8,0.59,0.38,0.41,20,1,77,7.0,2.2,22,0.22,379,0.0,1.3,26,747,48,68,74,horticola,secano,no,si,convencional,1
CSC000251,18.0,25.9,9.2,39,17.2,17,0,0.0,0.61,-0.5,0.23,39,0,164,6.2,3.4,19,0.94,0,5.5,11.6,6,1081,39,73,67,olivo,secano,si,no,integrado,0
CSC000252,17.9,28.1,9.1,66,24.3,45,115,8.4,0.62,0.38,0.32,1,4,110,6.8,1.7,20,2.11,154,14.5,19.4,29,913,43,80,72,maiz,goteo,no,no,convencional,0
CSC000253,24.7,33.3,16.8,58,23.7,75,44,9.5,0.67,0.06,0.35,15,3,150,6.7,2.1,22,1.25,298,2.8,4.6,6,1329,44,81,108,maiz,aspersion,no,no,ecologico,0
CSC000254,16.1,19.9,5.9,74,25.0,24,24,9.7,0.65,0.05,0.23,55,1,119,6.4,1.8,25,0.65,337,17.9,5.2,18,698,47,77,115,trigo,secano,si,no,integrado,0
CSC000255,26.1,36.2,18.5,80,32.9,85,115,15.8,0.58,0.6,0.5,6,3,177,7.1,2.2,21,0.78,431,0.0,9.4,35,1403,48,70,60,vid,goteo,si,si,ecologico,0
CSC000256,22.8,31.6,16.8,59,26.1,81,117,8.6,0.6,0.41,0.48,20,4,208,6.2,2.4,28,1.84,312,10.3,1.0,22,1225,35,61,92,maiz,aspersion,no,no,convencional,0
CSC000257,21.6,29.6,13.7,75,25.7,51,85,10.3,0.78,0.21,0.28,31,2,124,6.8,2.8,14,1.25,269,0.0,14.8,24,1041,53,28,87,horticola,aspersion,si,no,ecologico,0
CSC000258,14.3,20.5,6.2,55,21.8,10,12,3.8,0.66,-0.23,0.22,13,2,141,6.7,2.2,18,0.35,783,7.0,9.1,9,517,9,94,87,maiz,goteo,si,no,integrado,0
CSC000259,21.7,27.4,12.6,65,18.4,56,99,7.7,0.71,0.09,0.3,14,3,176,5.9,2.0,12,0.36,529,4.8,4.2,4,862,29,57,129,olivo,goteo,si,no,convencional,0
CSC000260,18.8,27.9,8.6,54,26.5,30,8,5.4,0.73,-0.3,0.23,7,2,158,6.7,3.6,9,0.64,853,1.8,5.5,3,930,3,77,106,citricos,goteo,si,no,convencional,0
CSC000261,23.7,32.9,14.8,92,26.7,75,162,10.3,0.64,0.59,0.37,14,5,236,5.9,0.7,22,0.65,118,10.4,5.7,22,1051,39,76,62,maiz,secano,si,no,integrado,0
CSC000262,17.6,24.7,6.7,37,22.2,8,27,0.0,0.68,-0.43,0.31,17,1,118,6.6,1.4,14,1.48,209,7.5,16.2,5,786,17,63,69,vid,goteo,si,no,convencional,0
