id_zona,ndvi,ndre,ndwi,indice_clorofila_spad,temp_canopia_c,humedad_suelo_pct,indice_estres_hidrico,nitrogeno_foliar_pct,fosforo_suelo_ppm,potasio_suelo_ppm,capturas_trampa_num,dist_foco_plaga_m,horas_humectacion_foliar,tipo_cultivo,fase_fenologica,sistema_riego,tipo_estres_dominante
EST000207,0.73,0.369,0.4,45.7,26.5,31.4,0.24,2.62,17,165,16,234,10.6,horticola,floracion,secano,sin_estres
EST000208,0.71,0.338,0.04,42.9,35.9,8.6,0.6,,22,209,1,296,3.4,trigo,germinacion,secano,hidrico
EST000209,0.76,0.389,0.16,53.9,27.8,30.9,0.52,3.49,25,259,8,288,7.2,citricos,maduracion,goteo,sin_estres
EST000210,0.71,0.304,0.48,45.0,22.3,39.1,0.15,2.5,20,177,30,162,17.8,maiz,maduracion,goteo,biotico
EST000211,0.69,0.31,0.5,41.9,14.8,31.5,0.39,3.37,21,173,22,168,7.6,maiz,vegetativo,secano,nutricional
EST000212,0.67,0.332,0.08,53.7,31.7,12.0,0.64,3.26,30,188,18,222,6.7,trigo,floracion,secano,hidrico
EST000213,0.54,0.217,0.3,33.0,32.9,17.5,0.64,2.47,13,179,25,116,10.0,vid,floracion,secano,hidrico
EST000214,0.77,0.349,0.36,46.2,27.1,24.7,0.51,3.3,19,162,8,239,7.4,horticola,vegetativo,aspersion,sin_estres
EST000215,,0.356,0.27,43.8,23.6,31.6,0.43,3.24,21,200,0,423,4.5,maiz,maduracion,aspersion,sin_estres
EST000216,0.8,0.376,0.5,44.0,17.3,35.1,0.15,3.17,18,150,9,250,8.4,horticola,vegetativo,goteo,sin_estres
EST000217,0.54,0.244,0.31,34.5,28.6,29.1,0.4,2.03,13,95,13,259,11.6,citricos,maduracion,aspersion,nutricional
EST000218,0.55,0.222,0.22,26.2,27.3,25.9,0.51,1.57,7,65,2,431,3.1,maiz,floracion,secano,nutricional
EST000219,0.66,0.274,0.34,42.4,19.3,30.8,0.46,3.2,20,172,23,268,9.4,trigo,floracion,secano,sin_estres
EST000220,,0.209,0.14,31.5,29.8,18.4,0.73,2.19,14,99,5,310,0.6,maiz,floracion,secano,hidrico
EST000221,0.5,0.242,0.12,34.5,35.6,9.5,0.65,2.03,15,139,23,241,8.3,vid,floracion,secano,hidrico
EST000222,0.6,0.254,0.53,42.8,19.5,30.7,0.25,,16,146,8,199,5.3,citricos,floracion,goteo,nutricional
EST000223,0.8,0.353,0.42,40.6,26.2,42.6,0.27,3.09,22,191,1,234,7.2,maiz,floracion,goteo,sin_estres
EST000224,0.76,0.383,0.22,55.5,37.0,14.3,0.67,3.26,25,235,0,262,3.1,maiz,vegetativo,aspersion,sin_estres
EST000225,0.76,0.29,0.44,42.9,19.9,39.2,0.25,2.77,19,176,4,274,8.9,maiz,germinacion,goteo,biotico
EST000226,0.87,0.381,0.41,43.5,20.4,37.7,0.32,3.11,21,223,16,189,12.9,trigo,floracion,goteo,biotico
EST000227,0.79,0.356,0.46,48.8,11.5,40.4,0.26,3.26,24,207,4,260,7.7,trigo,floracion,goteo,sin_estres
EST000228,0.82,0.328,0.39,47.9,14.7,29.1,0.3,,21,187,11,267,10.9,maiz,maduracion,secano,sin_estres
EST000229,0.94,0.329,0.4,40.9,20.5,36.8,0.27,3.39,20,200,7,512,7.5,vid,vegetativo,secano,sin_estres
EST000230,0.63,0.27,0.3,36.6,22.6,33.2,0.45,1.93,8,126,11,228,9.1,horticola,floracion,aspersion,nutricional
EST000231,0.62,0.274,0.44,38.4,27.1,30.5,0.23,,15,157,16,169,10.3,maiz,vegetativo,secano,biotico
EST000232,0.71,0.301,0.16,42.4,25.3,21.1,0.36,3.49,15,169,15,223,10.9,vid,vegetativo,goteo,biotico
EST000233,0.74,0.409,0.3,47.3,23.7,31.1,0.34,3.37,25,216,29,146,12.1,vid,vegetativo,goteo,biotico
EST000234,0.79,0.368,0.29,52.9,24.6,20.2,0.57,3.99,28,171,7,249,4.9,vid,maduracion,secano,sin_estres
EST000235,0.6,0.219,0.2,41.8,26.8,23.8,0.48,2.04,10,104,16,209,7.6,maiz,floracion,secano,nutricional
EST000236,,0.301,0.1,46.7,24.7,19.5,0.62,3.56,25,235,17,257,7.8,maiz,floracion,secano,hidrico
EST000237,0.88,0.313,0.65,,13.4,41.8,0.16,3.23,17,194,12,239,11.7,maiz,vegetativo,aspersion,nutricional
EST000238,0.91,0.412,0.32,53.6,24.4,32.0,0.13,3.25,25,187,11,400,11.3,trigo,maduracion,aspersion,sin_estres
EST000239,0.88,0.36,0.44,33.9,22.3,42.8,0.12,3.04,22,232,20,209,13.0,citricos,germinacion,goteo,nutricional
EST000240,0.82,0.387,0.38,57.5,22.9,29.3,0.31,3.53,22,217,5,286,9.0,horticola,vegetativo,secano,sin_estres
EST000241,0.6,0.327,0.16,,32.1,19.2,0.65,2.92,27,132,16,216,7.3,maiz,vegetativo,secano,hidrico
EST000242,0.8,0.388,0.41,59.6,19.0,29.9,0.09,3.69,31,243,24,227,13.2,horticola,vegetativo,aspersion,biotico
EST000243,,0.256,0.39,33.4,32.0,30.4,0.37,1.54,16,145,16,173,12.9,citricos,floracion,goteo,nutricional
EST000244,0.73,0.29,0.17,36.2,27.1,25.8,0.32,1.7,21,152,1,298,5.0,maiz,maduracion,goteo,nutricional
EST000245,0.56,0.282,0.18,30.3,22.6,24.4,0.38,,11,141,25,159,11.3,maiz,floracion,aspersion,nutricional
EST000246,0.83,0.252,0.41,42.2,19.9,36.8,0.19,2.56,20,155,6,287,6.8,citricos,maduracion,aspersion,nutricional
EST000247,0.76,0.278,0.21,44.1,27.8,21.6,0.5,3.51,21,222,0,363,5.3,maiz,maduracion,goteo,hidrico
EST000248,0.67,0.367,,49.1,24.8,33.0,0.45,3.62,21,103,10,231,5.9,horticola,vegetativo,goteo,sin_estres
EST000249,0.76,0.361,0.21,,26.0,19.4,0.62,3.07,24,174,11,268,6.2,trigo,vegetativo,aspersion,hidrico
EST000250,0.71,0.301,0.29,37.0,30.5,28.7,0.52,2.95,14,168,8,294,7.4,maiz,maduracion,aspersion,nutricional
EST000251,0.83,0.392,0.36,,24.9,35.1,0.36,3.51,26,189,11,185,15.1,horticola,floracion,aspersion,biotico
EST000252,0.6,0.291,0.18,39.5,28.3,29.2,0.49,3.33,18,163,27,168,15.0,maiz,germinacion,aspersion,biotico
EST000253,0.74,0.282,0.18,,30.7,23.6,0.52,2.76,10,145,5,310,6.7,maiz,germinacion,aspersion,hidrico
EST000254,0.79,0.333,0.07,41.7,26.1,22.8,0.66,3.12,16,178,0,406,,trigo,germinacion,aspersion,hidrico
EST000255,0.8,0.317,0.29,44.4,22.0,30.2,0.3,3.12,18,168,0,370,4.9,citricos,vegetativo,secano,sin_estres
EST000256,0.54,0.266,0.08,41.0,40.8,11.2,0.72,,20,192,23,141,8.5,maiz,floracion,secano,hidrico
EST000257,0.62,0.277,0.22,29.6,20.7,35.0,0.28,2.52,14,117,25,249,11.3,horticola,maduracion,secano,biotico
EST000258,0.63,0.287,0.34,35.6,26.7,16.3,0.31,2.84,19,202,16,176,9.6,maiz,maduracion,secano,hidrico
EST000259,0.82,0.348,0.5,43.2,12.5,45.1,0.1,2.83,16,162,15,198,9.3,maiz,floracion,goteo,sin_estres
EST000260,0.56,0.253,0.36,33.7,27.9,32.9,0.29,2.39,12,145,18,181,7.9,horticola,floracion,goteo,nutricional
EST000261,0.73,0.371,0.41,41.6,23.2,26.4,0.38,2.89,20,212,8,231,8.7,horticola,floracion,secano,hidrico
EST000262,0.84,0.354,0.41,46.2,14.0,45.8,0.1,2.45,18,153,11,550,7.4,horticola,vegetativo,goteo,sin_estres
EST000263,0.62,0.328,0.37,35.4,25.4,21.6,0.42,1.84,14,148,16,261,6.4,maiz,germinacion,secano,hidrico
EST000264,0.61,0.177,0.07,,30.4,25.6,0.57,2.27,16,141,8,328,6.2,maiz,vegetativo,secano,hidrico
EST000265,0.69,0.347,0.32,46.0,25.5,28.0,0.46,2.83,18,170,10,227,8.1,horticola,vegetativo,goteo,nutricional
EST000266,0.81,0.355,0.37,52.8,17.7,33.9,0.36,2.82,19,229,9,356,5.1,vid,maduracion,goteo,sin_estres
EST000267,0.86,0.369,0.43,46.8,29.4,29.4,0.52,3.0,23,202,1,315,12.0,trigo,maduracion,goteo,sin_estres
EST000268,0.57,0.315,0.19,44.6,29.7,12.7,0.59,2.64,21,155,17,234,11.7,trigo,maduracion,secano,hidrico
EST000269,0.86,0.365,0.32,47.8,13.3,36.6,0.24,4.06,19,209,14,266,9.0,vid,vegetativo,aspersion,biotico
EST000270,0.7,0.318,0.36,51.2,20.6,34.3,0.3,2.89,18,127,22,203,11.9,citricos,germinacion,goteo,biotico
EST000271,0.64,0.259,0.28,40.4,28.8,30.5,0.37,2.17,12,105,12,240,5.7,maiz,vegetativo,aspersion,sin_estres
EST000272,0.73,0.295,0.4,36.0,25.3,27.6,0.43,2.61,17,178,12,314,5.2,trigo,floracion,goteo,nutricional
EST000273,,0.205,0.25,29.6,22.9,34.6,0.35,1.83,12,100,16,281,8.1,maiz,vegetativo,goteo,nutricional
EST000274,0.62,0.267,0.24,,31.7,25.5,0.57,2.54,24,171,8,266,4.8,maiz,floracion,secano,sin_estres
EST000275,0.62,0.282,0.3,46.5,27.7,24.1,0.46,2.97,16,212,16,236,15.4,horticola,floracion,goteo,biotico
EST000276,0.72,0.299,0.4,43.6,26.2,23.0,0.51,3.08,23,213,4,445,6.4,vid,maduracion,secano,sin_estres
EST000277,0.69,0.273,0.38,39.6,27.6,24.8,0.37,2.6,14,142,14,242,5.3,maiz,maduracion,aspersion,nutricional
EST000278,0.68,0.295,0.43,47.7,18.1,33.2,0.42,2.93,19,195,13,346,7.1,citricos,vegetativo,goteo,sin_estres
EST000279,0.53,0.257,0.06,39.1,38.8,11.5,0.64,2.35,19,184,15,250,9.5,trigo,vegetativo,secano,hidrico
EST000280,0.76,0.369,0.49,47.0,24.9,34.9,0.26,3.15,20,215,11,414,12.6,citricos,vegetativo,aspersion,biotico
EST000281,0.43,0.193,0.21,27.4,27.6,25.7,0.56,2.19,11,111,10,238,9.0,trigo,germinacion,aspersion,hidrico
EST000282,0.6,0.271,0.29,39.4,24.9,28.4,0.52,2.63,16,195,19,171,12.4,vid,floracion,secano,biotico
EST000283,0.87,0.394,0.41,48.3,19.5,30.6,0.3,3.44,24,253,0,292,7.9,maiz,maduracion,goteo,sin_estres
EST000284,0.7,0.319,0.3,43.9,31.9,28.5,0.53,3.57,17,194,1,315,3.2,citricos,maduracion,goteo,sin_estres
EST000285,0.8,0.41,0.31,53.5,22.4,25.1,0.1,3.57,27,251,11,228,9.5,citricos,germinacion,goteo,biotico
EST000286,0.79,0.376,0.29,40.2,26.2,27.5,0.37,3.28,27,256,0,298,7.4,trigo,germinacion,goteo,sin_estres
EST000287,0.88,0.341,0.44,43.0,17.3,45.7,0.0,2.02,16,205,8,262,13.4,vid,vegetativo,goteo,nutricional
EST000288,0.77,0.338,0.22,47.6,28.9,28.8,0.56,2.98,25,244,21,224,6.1,horticola,vegetativo,secano,sin_estres
EST000289,0.8,0.362,0.37,,19.8,31.7,0.31,,17,177,8,327,9.0,trigo,vegetativo,aspersion,sin_estres
EST000290,0.79,0.403,0.22,55.6,32.3,20.8,0.39,4.34,22,204,7,306,3.7,horticola,vegetativo,goteo,sin_estres
EST000291,0.63,0.301,0.1,43.9,22.6,26.5,0.46,2.72,17,168,20,219,6.5,citricos,vegetativo,goteo,hidrico
EST000292,0.74,0.26,0.25,39.7,25.3,21.7,0.29,2.67,15,171,0,352,3.3,citricos,maduracion,secano,nutricional
EST000293,0.73,0.326,0.31,44.8,16.1,25.7,0.29,3.27,24,198,28,298,10.1,trigo,floracion,secano,biotico
EST000294,0.79,0.336,0.36,41.1,22.9,32.4,0.31,3.12,18,191,4,243,9.1,citricos,vegetativo,aspersion,biotico
EST000295,0.72,0.262,0.4,36.8,17.6,30.9,0.28,2.84,21,162,15,235,8.6,trigo,floracion,goteo,sin_estres
EST000296,,0.326,0.45,45.4,22.0,41.1,0.19,2.78,17,183,2,349,4.7,citricos,vegetativo,aspersion,nutricional
EST000297,0.56,0.307,0.28,35.5,27.8,29.8,0.33,2.54,6,81,34,209,15.2,maiz,floracion,goteo,nutricional
EST000298,0.76,0.371,0.33,35.5,24.6,30.9,0.32,3.17,18,151,21,148,12.5,maiz,floracion,secano,biotico
EST000299,0.87,0.343,0.53,46.7,24.7,37.1,0.16,2.93,19,174,5,234,9.1,horticola,floracion,goteo,sin_estres
EST000300,0.65,0.319,0.56,41.9,12.5,52.6,0.05,2.32,18,120,28,164,14.3,vid,maduracion,aspersion,nutricional
EST000301,0.74,0.318,0.14,53.7,31.0,14.8,0.7,3.46,26,202,16,312,3.9,citricos,vegetativo,secano,hidrico
EST000302,0.81,,0.24,52.4,28.3,29.6,0.34,3.99,26,202,12,256,10.7,vid,floracion,secano,sin_estres
EST000303,0.89,0.239,0.35,35.1,24.5,31.7,0.35,2.77,19,150,0,376,5.0,maiz,maduracion,aspersion,sin_estres
EST000304,0.67,0.213,,32.1,29.3,30.6,0.22,1.67,14,115,0,287,6.8,citricos,maduracion,goteo,nutricional
EST000305,0.56,0.23,0.29,33.6,27.1,17.5,0.55,1.96,14,133,22,239,11.0,vid,germinacion,secano,biotico
EST000306,0.7,0.228,0.24,34.6,21.0,31.5,0.37,2.26,7,126,0,317,8.7,maiz,vegetativo,secano,sin_estres
EST000307,0.83,0.378,0.29,48.0,18.4,30.4,0.22,3.17,17,193,29,229,,horticola,germinacion,secano,biotico
EST000308,,,0.23,50.9,22.8,27.6,0.44,4.06,24,222,8,278,7.6,maiz,vegetativo,aspersion,hidrico
EST000309,0.6,0.182,-0.12,40.1,38.9,15.0,0.74,1.96,17,197,5,398,0.5,citricos,vegetativo,secano,hidrico
EST000310,,0.379,0.41,46.9,20.1,30.7,0.46,3.07,16,204,5,251,6.2,citricos,vegetativo,goteo,sin_estres
EST000311,0.71,0.247,0.08,46.6,33.9,16.8,0.64,3.2,26,202,0,329,2.6,vid,germinacion,secano,hidrico
EST000312,0.89,0.446,0.49,48.0,25.3,37.2,0.34,3.26,25,207,11,256,10.2,trigo,germinacion,goteo,sin_estres
EST000313,0.9,0.321,0.34,,31.5,17.1,0.46,2.68,23,206,8,406,6.4,horticola,vegetativo,secano,hidrico
EST000314,0.86,0.407,0.58,43.7,17.6,44.6,0.11,2.87,21,191,10,198,10.8,horticola,vegetativo,goteo,sin_estres
EST000315,0.68,0.361,0.56,52.5,22.5,40.1,0.13,3.31,22,166,32,173,15.5,horticola,maduracion,aspersion,biotico
EST000316,,0.342,0.31,40.0,23.3,35.5,0.29,3.1,15,179,23,294,13.1,horticola,germinacion,secano,sin_estres
EST000317,0.61,0.298,,46.9,33.7,18.7,0.4,3.78,30,210,15,206,7.6,horticola,maduracion,goteo,hidrico
EST000318,0.57,0.312,0.34,35.2,29.2,25.4,0.43,2.88,22,135,20,181,11.0,maiz,vegetativo,goteo,nutricional
EST000319,,0.471,0.47,63.7,22.1,42.1,0.13,4.26,32,273,18,275,13.4,vid,maduracion,goteo,biotico
EST000320,0.72,0.3,0.49,40.5,22.3,44.1,0.33,2.49,14,159,13,214,9.6,maiz,floracion,aspersion,biotico
EST000321,0.52,0.258,0.27,41.1,37.1,19.5,0.42,2.51,23,148,26,137,11.5,vid,floracion,aspersion,biotico
EST000322,0.9,0.404,0.28,49.6,25.6,31.4,0.41,2.91,26,207,13,220,8.2,maiz,vegetativo,aspersion,sin_estres
EST000323,,0.246,0.2,42.6,27.1,22.7,0.4,,12,127,0,280,3.8,maiz,floracion,secano,nutricional
EST000324,0.52,0.312,0.26,41.2,23.4,24.0,0.44,2.91,18,201,21,173,10.5,maiz,floracion,secano,biotico
EST000325,0.77,0.371,0.21,51.8,27.6,16.2,0.64,3.56,19,220,9,337,4.0,citricos,germinacion,secano,hidrico
EST000326,0.61,0.36,0.15,,30.1,22.2,0.57,2.6,15,154,24,237,9.0,maiz,vegetativo,secano,biotico
EST000327,0.81,0.328,0.45,50.1,19.4,32.3,0.35,2.79,22,191,4,334,6.8,citricos,floracion,secano,nutricional
EST000328,0.75,0.34,,33.4,25.1,38.9,0.1,2.25,17,118,8,247,8.2,trigo,vegetativo,goteo,nutricional
EST000329,0.77,,0.19,45.3,26.5,24.5,0.45,3.82,21,185,14,263,8.8,trigo,vegetativo,secano,sin_estres
EST000330,0.67,0.363,0.31,44.4,25.4,33.1,0.33,3.04,21,108,19,201,13.4,vid,floracion,goteo,biotico
EST000331,0.73,0.336,0.29,37.0,31.4,22.3,0.49,3.17,21,170,11,194,9.8,trigo,floracion,goteo,biotico
EST000332,0.56,0.269,0.28,,26.6,26.8,0.34,,14,161,28,165,12.8,citricos,vegetativo,secano,biotico
EST000333,0.75,0.42,,44.6,20.5,33.5,0.38,3.89,22,194,18,168,13.0,vid,germinacion,goteo,sin_estres
EST000334,0.66,0.283,0.36,42.5,21.9,25.0,0.49,3.08,15,134,13,257,10.0,horticola,germinacion,aspersion,sin_estres
EST000335,0.55,0.274,0.44,32.3,26.9,28.9,0.5,1.53,9,121,15,238,5.6,maiz,floracion,aspersion,nutricional
EST000336,0.91,0.383,0.45,46.6,22.2,39.9,0.2,2.97,16,138,13,242,11.2,vid,vegetativo,goteo,sin_estres
EST000337,0.71,,0.4,34.0,19.7,37.8,0.28,3.07,17,159,19,196,8.2,vid,vegetativo,goteo,sin_estres
EST000338,0.94,0.319,0.54,32.2,14.4,41.8,0.03,2.52,14,148,0,513,4.9,citricos,maduracion,secano,sin_estres
EST000339,0.69,0.324,0.11,54.7,30.2,15.9,0.65,3.26,24,229,11,283,0.0,citricos,maduracion,secano,hidrico
EST000340,0.78,0.341,0.42,45.2,26.0,28.9,0.32,3.06,16,180,0,348,6.0,maiz,vegetativo,goteo,nutricional
EST000341,0.85,0.296,,40.2,25.8,22.6,0.47,2.48,15,118,0,366,3.9,citricos,maduracion,secano,sin_estres
EST000342,0.63,0.322,0.19,37.0,25.9,22.4,0.56,2.77,22,173,7,369,6.0,horticola,maduracion,secano,nutricional
EST000343,,0.265,0.26,39.2,26.2,31.3,0.38,2.49,16,182,12,251,7.4,horticola,vegetativo,aspersion,sin_estres
EST000344,0.75,0.355,,,26.8,30.8,0.6,3.43,22,150,4,303,6.3,trigo,vegetativo,aspersion,sin_estres
EST000345,0.72,0.282,0.36,39.4,16.6,41.6,0.25,2.91,18,132,14,221,10.9,vid,floracion,goteo,biotico
EST000346,0.71,0.298,0.27,42.4,23.6,30.3,0.36,,16,174,12,227,10.8,citricos,vegetativo,secano,biotico
EST000347,0.82,0.334,0.2,48.7,14.5,32.0,0.4,3.62,27,206,0,243,11.0,citricos,maduracion,aspersion,sin_estres
EST000348,0.68,0.287,0.25,35.0,20.0,29.4,0.48,2.57,15,115,8,215,8.0,maiz,floracion,secano,nutricional
EST000349,0.95,0.392,0.42,49.7,25.9,27.7,0.38,,20,227,0,386,5.0,trigo,maduracion,secano,sin_estres
EST000350,,0.284,0.34,48.5,13.7,25.9,0.39,,15,152,12,286,,vid,floracion,secano,hidrico
EST000351,0.5,0.267,0.03,41.5,38.6,12.1,0.66,2.52,16,159,17,218,8.5,vid,floracion,secano,hidrico
EST000352,0.51,0.222,0.05,42.1,37.0,16.0,0.72,2.16,19,123,12,298,8.6,trigo,vegetativo,secano,hidrico
EST000353,0.73,0.263,0.48,32.9,25.8,36.9,0.2,2.35,17,186,5,278,5.6,maiz,vegetativo,goteo,nutricional
EST000354,0.83,0.355,0.43,50.8,17.1,41.7,0.25,3.45,23,190,7,436,12.5,horticola,vegetativo,goteo,sin_estres
EST000355,0.82,0.332,0.55,44.8,23.1,41.3,0.13,2.37,20,175,2,244,9.6,trigo,vegetativo,goteo,sin_estres
EST000356,0.56,,0.16,,26.7,21.3,0.56,1.22,11,123,20,212,7.7,vid,vegetativo,goteo,hidrico
EST000357,0.81,0.305,0.32,49.6,28.7,28.2,0.39,2.8,18,160,8,303,6.5,maiz,floracion,goteo,biotico
EST000358,0.83,0.415,0.65,44.6,15.0,47.6,0.0,2.98,21,180,12,207,11.5,trigo,germinacion,secano,sin_estres
EST000359,0.85,0.466,0.24,55.0,26.8,24.5,0.46,4.1,34,283,14,277,9.7,vid,germinacion,secano,biotico
EST000360,0.77,0.277,0.32,41.9,34.6,24.0,0.55,,12,97,0,289,3.2,maiz,maduracion,secano,hidrico
EST000361,0.67,0.341,0.15,48.9,26.2,21.1,0.44,3.59,21,188,24,208,9.2,vid,germinacion,secano,hidrico
EST000362,0.68,0.323,0.1,45.5,28.1,19.8,0.72,3.81,17,201,7,241,2.1,vid,vegetativo,secano,hidrico
EST000363,0.87,0.419,0.42,50.7,28.9,32.5,0.38,4.02,26,192,0,400,0.1,citricos,vegetativo,goteo,sin_estres
EST000364,0.66,0.339,0.15,,26.6,18.4,0.57,3.53,21,194,13,216,7.0,horticola,germinacion,secano,hidrico
EST000365,0.63,0.283,0.52,42.1,18.4,36.9,0.27,2.71,21,203,15,200,6.3,vid,floracion,goteo,biotico
EST000366,,0.322,0.39,38.9,16.1,38.6,0.28,,18,113,0,353,1.1,citricos,germinacion,aspersion,nutricional
EST000367,0.73,0.328,,39.4,18.6,40.3,0.13,,10,75,19,200,12.3,horticola,germinacion,goteo,nutricional
EST000368,0.57,0.332,,36.0,28.1,27.5,0.42,2.61,13,181,15,255,10.7,maiz,floracion,goteo,sin_estres
EST000369,0.67,0.265,0.26,35.0,23.9,20.1,0.65,,13,130,14,260,10.7,citricos,floracion,secano,nutricional
EST000370,0.53,,-0.04,40.0,33.5,5.0,0.87,1.86,15,200,0,600,0.6,citricos,floracion,secano,hidrico
EST000371,,0.413,0.36,,26.1,36.0,0.22,3.14,26,196,30,170,14.0,horticola,vegetativo,aspersion,biotico
EST000372,0.8,0.331,0.32,58.3,32.0,23.5,0.35,3.16,25,216,12,340,7.7,citricos,floracion,secano,sin_estres
EST000373,0.68,0.215,0.38,34.7,27.3,24.7,0.4,2.44,18,162,19,253,6.8,horticola,vegetativo,aspersion,hidrico
EST000374,0.74,0.31,0.39,42.3,22.5,35.9,0.25,2.88,23,152,5,292,6.8,citricos,vegetativo,goteo,sin_estres
EST000375,0.67,0.283,0.4,44.6,26.9,30.5,0.32,3.0,19,183,22,130,12.8,trigo,germinacion,aspersion,biotico
EST000376,0.78,0.301,0.36,38.7,22.8,29.1,0.32,3.25,14,138,6,370,8.3,maiz,floracion,aspersion,sin_estres
EST000377,0.65,0.21,0.15,35.3,28.3,23.0,0.51,2.43,8,149,12,230,10.3,horticola,vegetativo,aspersion,hidrico
EST000378,0.59,0.285,0.23,37.7,31.9,21.2,0.57,,20,128,24,203,14.3,citricos,floracion,secano,biotico
EST000379,0.76,0.39,0.3,43.5,26.6,29.5,0.49,3.72,23,233,6,360,7.5,vid,floracion,secano,sin_estres
EST000380,0.66,0.189,0.23,30.2,26.6,33.0,0.37,1.24,7,99,2,306,4.4,maiz,floracion,aspersion,nutricional
EST000381,0.74,0.244,0.37,41.2,22.0,31.8,0.31,2.49,11,124,7,375,5.1,horticola,maduracion,secano,nutricional
EST000382,0.86,0.339,0.38,41.8,20.9,32.0,0.2,,16,182,17,308,12.8,horticola,vegetativo,secano,sin_estres
EST000383,0.59,0.288,0.23,39.4,25.4,21.5,0.57,3.41,21,156,26,189,11.0,maiz,vegetativo,goteo,biotico
EST000384,0.72,0.289,0.12,43.4,32.1,15.9,0.7,3.55,23,169,0,304,6.2,maiz,vegetativo,aspersion,hidrico
EST000385,0.6,0.292,0.22,44.0,28.6,27.0,0.49,2.51,15,189,9,308,6.5,citricos,vegetativo,aspersion,hidrico
EST000386,0.76,0.483,,53.8,19.9,19.8,0.54,4.33,29,284,18,218,8.0,horticola,vegetativo,secano,biotico
EST000387,0.64,,0.12,51.4,30.1,18.3,0.48,3.53,24,166,7,308,6.2,citricos,vegetativo,goteo,hidrico
EST000388,0.57,0.27,-0.06,46.8,40.2,10.2,0.81,3.97,21,194,22,199,10.0,citricos,germinacion,aspersion,hidrico
EST000389,0.67,0.304,0.29,45.1,29.5,29.0,0.36,,13,129,12,216,7.7,vid,vegetativo,secano,biotico
EST000390,,0.395,0.32,56.9,22.8,28.0,0.29,3.25,19,169,14,463,12.7,horticola,floracion,aspersion,biotico
EST000391,0.8,0.414,0.52,47.6,25.2,37.6,0.09,2.46,23,182,21,171,10.8,trigo,floracion,secano,biotico
EST000392,0.63,0.301,,41.2,24.8,33.2,0.4,2.9,16,148,19,161,11.5,maiz,vegetativo,secano,biotico
EST000393,0.36,0.241,0.21,,24.3,19.1,0.62,2.78,8,118,31,190,10.1,horticola,floracion,aspersion,nutricional
EST000394,,0.332,0.27,45.7,32.5,23.2,0.54,3.12,25,206,36,148,9.5,horticola,maduracion,aspersion,biotico
EST000395,0.63,0.254,0.4,41.8,27.0,30.9,0.39,2.11,14,115,12,229,4.9,trigo,vegetativo,aspersion,nutricional
EST000396,0.65,0.366,0.06,49.4,39.4,15.3,0.47,3.31,22,177,15,217,7.5,trigo,maduracion,goteo,hidrico
EST000397,0.56,0.282,0.23,30.5,25.4,20.6,0.46,1.25,16,133,24,172,,trigo,vegetativo,secano,nutricional
EST000398,0.59,0.274,0.33,32.8,23.6,32.3,0.36,1.84,10,121,12,178,8.7,vid,vegetativo,goteo,nutricional
EST000399,0.65,0.243,0.12,38.3,32.9,20.4,0.66,2.33,14,123,9,401,6.7,maiz,floracion,secano,hidrico
EST000400,0.77,0.396,0.55,47.4,15.1,44.0,0.0,2.85,22,220,19,207,17.8,citricos,germinacion,goteo,biotico
EST000401,0.89,0.385,0.36,51.9,18.4,40.8,0.22,3.19,25,223,16,308,9.1,horticola,germinacion,goteo,sin_estres
EST000402,0.76,0.352,,45.2,34.6,24.4,0.65,3.26,27,221,5,232,4.7,citricos,germinacion,secano,hidrico
EST000403,0.59,0.278,0.18,28.8,27.0,22.4,0.52,1.84,11,77,15,248,6.0,maiz,floracion,secano,nutricional
EST000404,0.84,0.367,0.59,48.5,17.2,42.5,0.19,2.72,19,200,12,264,13.4,maiz,vegetativo,goteo,sin_estres
EST000405,0.74,0.413,0.26,56.6,33.0,29.1,0.34,3.61,23,227,20,225,8.5,vid,floracion,aspersion,biotico
EST000406,0.95,0.43,0.54,45.8,13.1,42.0,0.07,3.33,27,177,3,282,10.9,trigo,vegetativo,aspersion,sin_estres
EST000407,0.78,0.398,0.32,56.2,26.3,29.4,0.3,,22,195,5,288,5.6,maiz,vegetativo,goteo,sin_estres
EST000408,0.72,0.349,0.21,,32.5,19.4,0.63,2.71,21,181,20,277,7.9,vid,floracion,aspersion,hidrico
EST000409,0.58,0.309,0.02,48.1,32.3,12.5,0.77,3.49,28,190,20,148,9.0,citricos,maduracion,secano,hidrico
EST000410,0.63,0.316,0.25,42.7,31.5,23.7,0.63,2.86,12,180,15,256,,trigo,floracion,secano,sin_estres
EST000411,0.67,0.343,,38.0,21.8,37.5,0.26,2.12,16,108,20,130,12.8,maiz,germinacion,goteo,biotico
EST000412,0.95,0.333,0.53,47.3,18.1,45.5,0.0,,22,135,0,281,,horticola,vegetativo,aspersion,sin_estres
EST000413,,,0.39,25.7,23.5,31.0,0.38,1.86,8,97,27,152,15.0,horticola,germinacion,aspersion,biotico
EST000414,0.7,0.305,0.47,42.5,16.6,37.0,0.23,2.3,22,94,16,170,,horticola,floracion,goteo,nutricional
EST000415,0.83,0.271,0.27,37.7,14.1,39.0,0.24,2.75,15,164,1,337,3.8,citricos,maduracion,secano,nutricional
EST000416,0.83,0.334,0.36,55.9,20.4,29.0,0.28,3.46,28,181,9,258,9.5,citricos,vegetativo,goteo,sin_estres
