id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,peso_mg,longitud_antena_mm,num_segmentos_antena,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_ala_mm,envergadura_mm,num_manchas,diametro_mancha_mm,num_estrias_elitro,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,ratio_largo_ancho,ratio_antena_cuerpo,ratio_ala_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,densidad_setas,intensidad_color,especie_invasora
INV000130,18.03,11.06,6.84,5.22,3.42,4.87,192,9.3,9,9.86,4.78,3.87,14.08,35.0,6,0.97,9,1.81,0.44,1.92,2.64,0.516,0.781,96.2,277.5,13,179,1
INV000131,17.13,10.58,8.66,6.69,4.79,5.35,270,8.15,11,9.66,4.3,4.18,12.88,34.42,3,0.61,9,2.21,0.55,1.55,1.98,0.476,0.752,115.7,333.8,11,36,0
INV000132,17.84,10.76,6.87,5.43,3.51,5.03,215,9.51,7,10.38,4.82,4.59,14.21,35.29,7,0.79,9,1.87,0.53,1.63,2.6,0.533,0.797,95.6,275.8,18,167,0
INV000133,10.43,6.41,4.38,3.49,2.28,3.04,10,5.77,9,5.53,2.3,2.08,9.53,23.44,9,0.88,9,1.26,0.46,1.05,2.38,0.553,0.914,35.6,102.8,9,135,0
INV000134,18.76,11.54,6.47,4.97,3.29,5.04,206,9.87,11,9.33,3.95,3.9,15.36,37.19,9,1.28,13,1.84,0.96,2.08,2.9,0.526,0.819,94.7,273.1,19,201,0
INV000135,11.48,7.14,5.37,4.18,3.05,3.22,24,6.74,10,7.4,3.21,3.08,10.09,25.55,8,0.89,8,1.27,1.11,1.58,2.14,0.587,0.879,48.1,138.7,12,177,0
INV000136,10.28,6.19,4.98,3.62,2.55,3.05,10,4.79,11,6.29,2.9,2.66,7.34,19.66,5,0.92,7,1.44,1.14,0.68,2.06,0.466,0.714,39.9,115.2,7,92,0
INV000137,17.25,10.74,8.19,6.57,4.35,5.25,217,7.88,10,10.33,4.56,4.43,13.1,34.39,4,0.37,8,2.12,0.75,1.43,2.11,0.457,0.759,110.2,317.9,6,44,1
INV000138,12.89,7.96,5.88,5.02,2.86,3.8,65,7.17,9,7.33,3.22,3.39,10.9,27.68,5,0.92,8,1.73,0.65,1.78,2.19,0.556,0.846,59.1,170.5,9,138,0
INV000139,12.81,7.65,7.74,6.35,3.86,4.76,117,6.43,12,8.93,4.09,3.62,11.48,30.7,4,0.4,6,1.95,0.59,1.18,1.66,0.502,0.896,77.3,223.1,5,75,0
INV000140,17.86,10.82,8.86,6.58,4.43,4.56,229,8.6,10,9.39,4.84,3.87,14.59,38.04,5,0.68,9,2.38,0.87,1.91,2.02,0.482,0.817,123.4,356.0,10,128,0
INV000141,18.08,11.39,6.87,5.52,3.59,4.71,185,7.76,8,9.84,4.61,4.27,14.72,36.31,9,0.79,8,1.81,0.91,1.85,2.63,0.429,0.814,96.9,279.5,12,116,1
INV000142,16.96,10.06,8.09,6.79,4.14,5.43,176,8.98,9,9.3,4.34,4.09,14.46,37.01,6,0.66,12,2.07,0.88,1.96,2.1,0.529,0.853,107.0,308.7,12,97,0
INV000143,13.31,8.22,7.13,5.54,3.68,3.78,104,5.85,10,7.48,3.5,3.2,11.03,29.19,2,0.7,6,1.71,1.27,1.31,1.87,0.44,0.829,74.0,213.5,11,111,0
INV000144,16.84,10.45,6.16,5.41,3.28,4.1,159,7.66,11,9.44,4.44,3.77,13.34,32.84,10,1.26,10,1.62,1.05,1.6,2.73,0.455,0.792,80.9,233.4,12,132,0
INV000145,11.67,7.39,6.95,5.95,3.41,3.42,94,7.08,9,7.04,3.49,2.64,11.73,30.41,7,0.81,10,1.84,0.9,1.78,1.68,0.607,1.005,63.3,182.5,17,82,0
INV000146,16.81,10.21,6.87,5.3,3.44,4.57,168,8.91,14,8.4,4.0,3.13,14.03,34.93,5,0.85,8,1.61,1.39,1.72,2.45,0.53,0.835,90.1,259.8,15,89,0
INV000147,13.67,8.15,6.3,5.1,3.39,3.58,86,6.62,10,7.4,3.53,3.46,10.59,27.48,4,0.37,8,1.86,1.28,1.25,2.17,0.484,0.775,67.2,193.8,11,83,0
INV000148,15.84,9.61,7.24,5.65,3.77,4.12,186,7.17,9,8.39,3.79,3.4,11.93,31.1,6,0.78,8,1.91,1.22,1.26,2.19,0.453,0.753,89.5,258.0,7,97,0
INV000149,14.87,8.85,8.72,6.75,4.51,5.28,176,6.71,11,9.18,4.05,3.72,12.29,33.3,0,0.18,7,2.36,0.74,1.09,1.71,0.451,0.826,101.1,291.7,0,58,0
INV000150,17.18,11.06,8.01,6.49,4.13,4.61,194,7.71,11,9.01,3.97,3.78,13.21,34.43,3,0.5,10,1.96,1.06,1.89,2.14,0.449,0.769,107.3,309.6,4,63,0
INV000151,12.47,7.34,5.38,4.01,2.64,4.19,79,6.67,8,7.58,3.56,3.49,10.75,26.88,5,0.93,10,1.43,0.81,1.33,2.32,0.535,0.862,52.3,150.9,14,103,0
INV000152,11.93,7.06,5.64,4.2,2.85,3.7,56,6.59,9,6.05,2.88,2.25,9.78,25.2,7,0.76,8,1.52,0.46,1.16,2.12,0.552,0.82,52.5,151.4,10,155,0
INV000153,17.01,10.08,6.88,5.41,3.47,4.85,192,8.6,12,9.77,4.49,4.33,13.18,33.24,5,0.57,10,1.9,0.74,1.52,2.47,0.506,0.775,91.3,263.3,8,147,0
INV000154,14.61,8.93,7.47,6.01,4.04,4.69,113,7.32,8,8.4,4.22,3.59,13.33,34.13,2,0.65,7,2.06,0.71,1.38,1.96,0.501,0.912,85.1,245.6,11,90,0
INV000155,13.09,8.21,5.05,3.53,2.78,3.32,42,7.04,10,5.9,2.69,2.3,10.83,26.71,7,1.23,10,1.31,0.75,1.58,2.59,0.538,0.827,51.6,148.7,19,148,0
INV000156,15.62,10.05,5.63,4.37,2.82,4.5,122,8.05,10,8.68,4.11,3.67,13.09,31.81,6,0.99,10,1.5,0.94,1.87,2.77,0.515,0.838,68.6,197.9,14,109,0
INV000157,16.0,9.99,7.14,5.47,3.82,4.32,154,8.08,11,8.6,4.16,3.93,12.68,32.5,10,1.15,10,1.89,0.65,2.14,2.24,0.505,0.792,89.1,257.0,15,150,0
INV000158,17.76,10.46,8.68,6.72,4.53,4.53,236,9.26,12,10.41,4.53,4.32,14.69,38.06,7,1.27,8,2.31,0.82,1.83,2.05,0.521,0.827,120.2,346.9,16,101,0
INV000159,16.08,9.9,7.29,5.89,4.0,4.97,168,8.09,9,9.17,4.07,3.84,13.34,33.97,8,0.9,12,1.95,0.97,2.08,2.21,0.503,0.83,91.4,263.8,13,164,0
INV000160,13.12,7.99,6.19,4.8,3.31,3.87,96,6.23,8,8.17,3.83,3.47,11.53,29.25,1,0.78,8,1.59,0.65,1.43,2.12,0.475,0.879,63.3,182.7,11,65,0
INV000161,12.14,7.5,6.1,4.5,3.39,3.74,65,6.27,9,7.41,3.15,3.22,9.58,25.26,8,0.69,7,1.69,0.55,1.3,1.99,0.516,0.789,57.8,166.6,18,90,0
INV000162,15.2,9.63,5.43,4.35,2.47,3.83,123,8.64,11,7.59,3.65,3.46,13.21,31.85,8,1.2,12,1.43,0.81,1.88,2.8,0.568,0.869,64.4,185.7,14,182,0
INV000163,18.82,11.44,7.69,6.13,4.21,5.41,247,9.96,14,11.15,5.35,4.51,15.69,39.07,6,1.22,13,1.97,1.17,2.28,2.45,0.529,0.834,112.9,325.6,17,139,0
INV000164,22.27,13.29,9.02,7.41,4.86,5.9,330,11.04,11,10.88,5.07,4.71,17.12,43.26,10,1.14,9,2.2,0.81,2.59,2.47,0.496,0.769,156.7,452.0,11,120,1
INV000165,16.88,10.27,7.53,5.99,3.83,5.1,194,9.2,9,10.13,4.95,4.39,14.46,36.45,6,0.78,9,1.87,1.39,1.97,2.24,0.545,0.857,99.1,286.0,16,83,0
INV000166,13.13,8.38,5.48,4.3,2.96,3.79,94,7.35,8,8.4,3.81,3.31,11.84,29.16,6,0.89,12,1.4,0.83,1.43,2.4,0.56,0.902,56.1,161.9,13,152,0
INV000167,15.92,10.11,6.67,5.1,3.43,4.34,172,8.24,11,8.57,3.74,3.75,13.29,33.25,7,1.02,10,1.76,1.17,1.53,2.39,0.518,0.835,82.8,238.9,11,140,0
INV000168,12.01,7.25,6.37,4.74,3.35,3.64,84,5.51,10,7.23,3.16,3.42,9.07,24.51,5,0.79,5,1.53,0.97,1.3,1.89,0.459,0.755,59.7,172.1,7,131,0
INV000169,21.41,13.81,8.02,6.18,4.16,5.06,280,10.45,8,11.03,5.32,4.77,16.97,41.96,9,1.16,12,2.01,0.61,2.28,2.67,0.488,0.793,133.9,386.3,19,201,1
INV000170,12.51,7.72,6.5,5.1,3.38,4.47,97,6.72,10,6.94,3.23,3.01,10.94,28.38,7,0.58,5,1.77,0.89,1.47,1.92,0.537,0.875,63.4,183.0,7,56,0
INV000171,17.99,11.61,7.71,6.47,3.96,4.42,229,8.5,10,10.43,4.8,4.69,14.59,36.89,4,0.56,10,2.09,0.72,1.77,2.33,0.472,0.811,108.2,312.1,14,95,0
INV000172,13.14,8.7,5.62,4.31,2.85,3.6,99,7.13,9,7.38,3.18,3.11,10.23,26.08,6,0.47,6,1.45,0.97,1.17,2.34,0.543,0.779,57.6,166.2,10,102,0
INV000173,15.06,9.48,5.47,4.32,2.73,4.08,108,7.18,9,7.43,3.58,3.48,11.23,27.93,9,0.96,12,1.39,1.12,1.67,2.75,0.477,0.746,64.3,185.4,19,209,0
INV000174,17.62,10.7,8.6,6.48,4.36,4.66,201,8.21,9,9.81,4.45,4.02,13.59,35.78,5,0.35,11,2.03,0.75,2.13,2.05,0.466,0.771,118.2,340.9,10,155,0
INV000175,14.06,8.73,8.23,6.72,4.35,4.31,181,6.17,9,8.95,4.17,3.62,10.33,28.89,0,0.39,8,2.11,1.03,1.15,1.71,0.439,0.735,90.3,260.4,6,56,0
INV000176,14.88,8.99,7.6,6.21,4.18,4.2,143,7.63,10,8.22,3.8,3.63,12.02,31.64,4,0.61,9,2.01,1.19,1.57,1.96,0.513,0.808,88.2,254.4,13,117,0
INV000177,14.78,9.15,7.02,5.54,3.59,4.69,134,7.23,11,7.89,3.88,3.65,11.9,30.82,6,0.76,8,1.82,0.85,1.5,2.11,0.489,0.805,80.9,233.5,9,159,0
INV000178,15.84,9.97,6.11,4.83,3.32,4.1,104,7.26,11,8.05,3.77,3.22,12.63,31.37,6,0.97,10,1.57,0.98,1.64,2.59,0.458,0.797,75.5,217.8,17,132,0
INV000179,17.31,10.69,8.96,7.04,4.6,5.34,260,8.45,9,10.46,4.73,4.43,13.24,35.44,1,0.39,8,2.35,0.9,1.34,1.93,0.488,0.765,121.0,349.0,9,83,0
INV000180,18.8,11.12,7.34,6.07,3.59,5.44,212,8.89,7,10.16,4.71,3.81,14.22,35.78,3,0.87,9,1.99,0.82,1.91,2.56,0.473,0.756,107.6,310.5,12,70,0
INV000181,19.0,11.83,7.46,5.56,3.84,5.38,242,8.58,8,10.35,4.68,4.32,15.02,37.5,8,0.8,10,1.77,0.62,1.67,2.55,0.452,0.791,110.6,318.9,14,93,0
INV000182,14.47,8.72,6.48,5.15,3.43,4.58,137,7.95,10,9.61,4.58,4.01,11.52,29.52,9,0.96,8,1.84,0.75,1.64,2.23,0.549,0.796,73.1,211.0,15,140,0
INV000183,16.8,10.38,4.8,3.8,2.81,4.47,143,9.7,10,8.03,3.63,3.38,12.8,30.4,12,1.59,11,1.06,0.73,2.5,3.5,0.577,0.762,62.9,181.4,17,166,0
INV000184,15.03,9.29,7.51,5.82,4.21,3.92,158,7.94,9,9.08,3.97,3.95,13.1,33.71,2,0.57,8,1.86,0.99,1.19,2.0,0.528,0.872,88.0,254.0,5,157,0
INV000185,14.42,8.81,6.32,5.21,3.24,4.25,137,8.18,10,8.29,4.08,3.53,11.05,28.42,6,0.8,11,1.62,0.68,1.57,2.28,0.567,0.766,71.1,205.1,10,113,1
INV000186,16.11,9.9,7.42,5.9,3.84,4.62,162,8.38,9,8.54,3.72,3.31,12.68,32.78,9,1.16,12,2.02,0.78,1.83,2.17,0.52,0.787,93.2,269.0,15,132,0
INV000187,15.05,9.08,7.97,6.0,4.26,5.0,198,6.22,11,9.36,4.02,3.99,12.19,32.35,2,0.35,8,2.04,0.31,1.14,1.89,0.413,0.81,93.6,269.9,3,64,0
INV000188,19.31,11.93,9.07,7.09,4.73,6.15,222,10.15,11,9.68,4.84,4.14,13.52,36.11,4,0.65,6,2.31,0.8,1.66,2.13,0.526,0.7,136.6,394.1,11,81,0
INV000189,14.08,8.87,6.57,5.54,3.35,4.24,97,7.52,12,8.43,4.01,3.43,13.48,33.53,9,1.25,8,1.61,1.0,1.6,2.14,0.534,0.957,72.2,208.1,16,75,0
INV000190,13.18,8.46,5.65,4.66,2.82,4.08,93,7.0,10,8.2,4.02,3.4,11.01,27.67,6,0.54,9,1.57,1.08,1.24,2.33,0.531,0.835,58.1,167.6,9,112,0
INV000191,20.22,12.52,7.9,6.13,3.87,5.57,236,10.45,11,11.11,5.18,4.58,17.31,42.52,10,1.01,8,1.9,0.71,2.45,2.56,0.517,0.856,124.6,359.4,20,128,1
INV000192,15.69,9.42,6.69,4.96,3.48,4.75,180,8.24,12,8.91,3.94,3.63,13.0,32.69,5,0.77,10,1.71,0.88,1.82,2.35,0.525,0.829,81.9,236.2,13,154,0
INV000193,19.13,11.9,6.32,4.43,3.43,5.09,215,9.87,10,9.28,3.8,3.92,16.17,38.66,7,1.08,10,1.78,1.09,2.12,3.03,0.516,0.845,94.3,272.0,18,165,0
INV000194,17.73,11.16,7.37,5.73,3.74,4.9,230,10.4,10,10.44,5.07,4.56,15.52,38.41,9,1.26,10,1.97,1.33,2.62,2.41,0.587,0.875,101.9,294.0,16,170,1
INV000195,16.25,10.01,7.89,6.26,4.08,4.37,163,8.53,11,9.67,4.38,3.79,12.98,33.85,4,0.66,8,2.0,0.8,1.57,2.06,0.525,0.799,100.0,288.5,12,145,0
INV000196,19.61,11.93,8.13,6.51,4.29,4.81,232,10.29,8,10.73,4.8,4.42,16.79,41.71,9,1.21,10,2.1,1.16,2.58,2.41,0.525,0.856,124.4,358.7,20,165,0
INV000197,17.15,10.46,7.69,5.97,4.08,4.82,228,8.86,10,8.71,3.73,3.49,12.86,33.41,7,0.71,9,1.98,0.59,1.88,2.23,0.517,0.75,102.9,296.7,13,111,0
INV000198,18.6,11.3,6.51,5.21,3.67,4.28,211,10.47,12,9.91,4.93,4.37,15.07,36.65,10,1.18,8,1.66,1.23,2.01,2.86,0.563,0.81,94.4,272.4,14,125,1
INV000199,14.87,8.64,6.86,5.38,3.63,4.57,151,7.98,10,8.85,4.13,4.06,12.3,31.46,7,0.64,8,1.69,0.94,1.57,2.17,0.537,0.827,79.6,229.5,9,103,0
INV000200,12.38,8.02,6.08,4.44,3.36,4.27,63,5.84,10,7.78,3.27,2.85,9.27,24.62,4,0.49,8,1.6,0.66,1.06,2.04,0.472,0.749,58.7,169.4,3,72,0
INV000201,11.68,7.48,5.84,4.51,2.83,4.06,46,6.77,9,7.45,3.44,2.8,10.66,27.16,4,0.52,7,1.64,1.08,1.14,2.0,0.58,0.913,53.2,153.5,12,110,0
INV000202,17.39,10.95,6.8,5.49,3.38,4.84,203,8.93,13,10.17,4.75,4.02,14.97,36.74,6,0.75,8,1.86,1.1,1.5,2.56,0.514,0.861,92.2,266.1,10,173,1
INV000203,14.46,8.77,5.86,4.22,3.16,4.83,138,7.85,8,8.22,3.98,3.67,11.77,29.4,11,1.03,7,1.59,0.96,1.4,2.47,0.543,0.814,66.1,190.7,13,115,0
INV000204,11.71,7.38,5.98,4.66,2.95,4.06,53,6.0,10,7.71,3.76,3.09,9.75,25.48,6,0.56,8,1.51,0.59,0.84,1.96,0.512,0.833,54.6,157.6,12,109,0
INV000205,11.79,7.01,6.25,5.15,2.91,3.57,113,5.84,10,7.27,3.26,3.18,10.9,28.05,5,0.6,9,1.81,0.85,1.2,1.89,0.495,0.925,57.5,165.8,18,82,0
INV000206,18.63,11.62,8.19,6.58,4.32,5.03,230,8.63,11,10.41,4.61,4.07,15.16,38.51,3,0.6,8,1.94,0.83,1.54,2.27,0.463,0.814,119.0,343.3,5,98,0
INV000207,15.91,9.76,6.32,4.85,3.41,4.55,126,8.19,8,7.83,3.7,3.32,12.74,31.8,8,1.31,11,1.66,0.69,1.76,2.52,0.515,0.801,78.4,226.2,10,145,0
INV000208,20.46,12.53,8.03,5.9,4.25,5.22,275,8.99,7,9.94,4.8,4.11,15.43,38.89,5,0.94,10,2.14,1.27,1.87,2.55,0.439,0.754,128.1,369.7,13,128,1
INV000209,13.83,8.29,5.54,4.18,2.62,3.5,122,7.96,9,8.61,4.0,3.62,12.01,29.56,7,0.58,11,1.38,0.84,1.52,2.5,0.576,0.868,59.8,172.4,15,96,0
INV000210,13.54,8.66,6.85,5.66,3.8,4.92,134,5.94,10,8.2,3.67,3.71,10.64,28.13,4,0.36,5,1.64,0.4,0.96,1.98,0.439,0.786,72.3,208.7,14,39,0
INV000211,16.61,10.34,8.7,6.74,4.58,4.86,223,8.08,10,9.8,4.6,4.24,12.02,32.74,1,0.46,5,2.26,1.33,1.21,1.91,0.486,0.724,112.7,325.1,4,10,0
INV000212,15.07,9.48,5.98,4.88,3.05,3.94,109,8.33,10,7.9,3.64,3.36,12.47,30.92,9,0.96,11,1.61,0.81,1.46,2.52,0.553,0.827,70.3,202.8,13,143,0
INV000213,14.6,9.1,5.74,4.52,2.77,3.56,130,8.57,9,7.43,3.58,3.22,13.17,32.08,9,1.18,9,1.47,0.95,1.68,2.54,0.587,0.902,65.4,188.6,19,175,1
INV000214,8.94,5.2,4.66,3.68,2.41,3.41,10,4.91,11,5.88,2.66,2.81,7.78,20.22,2,0.55,8,1.16,0.47,0.84,1.92,0.549,0.87,32.5,93.7,12,128,0
INV000215,19.06,11.64,7.43,5.91,3.86,5.18,243,9.66,10,10.59,4.61,4.42,14.66,36.75,6,1.18,9,1.91,1.01,2.11,2.57,0.507,0.769,110.5,318.6,13,184,1
INV000216,12.41,7.51,4.31,3.34,2.44,3.35,43,6.75,8,6.9,3.28,2.89,10.67,25.65,8,1.01,10,1.11,0.93,1.31,2.88,0.544,0.86,41.7,120.3,11,119,0
INV000217,18.45,11.38,6.77,5.13,3.66,4.6,209,9.35,10,10.15,4.55,4.33,15.52,37.81,8,1.22,11,1.67,0.71,2.03,2.73,0.507,0.841,97.4,281.0,9,156,0
INV000218,18.2,11.55,6.99,5.65,3.44,4.64,208,8.07,9,9.64,4.52,4.16,13.92,34.83,7,0.84,9,1.83,0.96,1.84,2.6,0.443,0.765,99.2,286.2,14,157,0
INV000219,18.06,11.3,7.96,6.17,4.19,5.13,252,8.71,11,9.87,4.46,3.8,14.59,37.14,6,0.71,11,2.0,0.47,1.84,2.27,0.482,0.808,112.1,323.5,12,137,1
INV000220,15.28,9.52,7.07,5.42,3.89,4.56,177,8.0,8,9.03,3.82,3.77,13.85,34.77,4,0.63,7,1.76,0.51,1.39,2.16,0.524,0.906,84.3,243.1,9,87,0
INV000221,12.12,7.56,5.09,4.11,2.77,2.47,10,5.6,10,6.73,3.0,2.76,8.89,22.87,8,0.43,7,1.38,1.16,0.85,2.38,0.462,0.733,48.1,138.8,16,55,0
INV000222,12.67,7.79,6.61,5.11,3.44,3.94,86,5.11,11,7.45,3.46,3.02,10.35,27.31,1,0.28,7,1.66,1.24,1.07,1.92,0.403,0.817,65.3,188.4,7,34,0
INV000223,14.98,9.73,6.5,5.19,3.4,4.12,150,7.64,10,8.25,3.76,3.39,12.1,30.7,6,0.74,9,1.66,0.59,1.65,2.3,0.51,0.808,75.9,219.1,12,100,0
INV000224,12.14,7.23,6.81,5.3,3.5,3.54,82,5.85,9,7.62,3.41,3.34,9.62,26.05,3,0.52,9,1.94,0.67,1.14,1.78,0.482,0.792,64.5,186.0,9,139,0
INV000225,12.81,8.12,6.95,5.57,3.37,3.91,66,5.97,12,6.89,2.94,2.88,9.23,25.41,6,0.55,10,1.82,0.67,1.58,1.84,0.466,0.721,69.4,200.3,7,118,0
INV000226,13.37,8.31,5.86,4.74,3.24,4.09,113,6.89,10,8.05,3.8,3.68,12.45,30.76,8,0.71,9,1.5,1.08,1.38,2.28,0.515,0.931,61.1,176.3,13,175,1
INV000227,20.0,12.66,9.9,7.54,5.02,5.92,305,8.69,12,11.54,5.34,4.85,14.21,38.32,2,0.24,8,2.67,0.53,1.17,2.02,0.434,0.71,154.4,445.5,1,44,0
INV000228,15.03,9.82,5.05,3.85,2.81,4.4,93,7.94,7,7.47,3.47,3.15,12.8,30.65,9,0.87,10,1.34,1.27,1.9,2.98,0.528,0.852,59.2,170.8,19,181,0
INV000229,15.69,9.65,6.66,5.19,3.53,4.47,142,8.1,9,8.23,3.34,3.65,12.92,32.5,10,1.16,11,1.82,0.72,2.15,2.36,0.516,0.823,81.5,235.1,17,174,0
INV000230,10.69,7.14,5.78,4.62,2.87,4.18,104,6.41,10,7.02,3.3,2.52,9.88,25.54,4,0.44,7,1.48,0.64,0.56,1.85,0.6,0.924,48.2,139.0,10,126,0
INV000231,13.08,8.24,5.65,4.11,3.03,3.27,94,7.46,11,8.47,3.92,3.53,11.5,28.65,9,1.19,9,1.41,0.74,1.44,2.32,0.57,0.879,57.6,166.3,12,141,0
INV000232,20.24,12.56,7.93,6.28,4.16,5.23,279,10.09,9,11.6,5.11,4.94,15.76,39.45,9,0.88,12,2.19,1.11,2.39,2.55,0.499,0.779,125.2,361.1,13,192,0
INV000233,16.36,9.82,7.27,5.51,3.65,4.45,176,7.86,8,9.38,4.16,3.75,12.22,31.71,6,0.78,9,1.96,0.74,1.35,2.25,0.48,0.747,92.8,267.6,12,41,1
INV000234,20.21,12.7,9.69,7.85,5.04,6.02,300,10.05,11,10.91,4.92,4.44,17.45,44.59,7,0.57,8,2.56,0.7,2.14,2.09,0.497,0.863,152.8,440.6,9,67,0
INV000235,15.4,9.62,8.33,6.47,4.37,3.84,149,7.89,10,9.89,4.8,4.07,12.67,33.67,1,0.38,7,2.03,0.85,1.39,1.85,0.512,0.823,100.1,288.6,11,64,0
INV000236,20.3,12.57,8.68,6.64,4.43,5.05,296,9.08,8,11.33,5.46,4.63,16.13,40.94,9,0.79,6,2.33,1.0,1.88,2.34,0.447,0.795,137.4,396.5,14,121,1
INV000237,13.09,8.01,7.17,5.49,3.82,3.8,107,6.47,11,7.26,3.25,2.57,9.33,25.83,4,0.26,7,1.87,1.01,1.14,1.83,0.494,0.713,73.2,211.2,11,113,0
INV000238,20.52,12.65,9.25,7.22,4.47,6.13,284,10.2,11,10.93,5.07,4.61,15.84,40.93,4,0.57,8,2.28,0.8,1.81,2.22,0.497,0.772,148.1,427.1,14,152,0
INV000239,11.26,7.12,5.06,4.08,2.7,3.07,49,6.5,11,6.55,2.78,2.69,10.09,25.24,7,0.98,8,1.23,0.64,1.27,2.23,0.577,0.896,44.4,128.2,12,108,0
INV000240,16.78,10.1,6.19,4.71,3.16,4.13,136,8.74,10,9.03,4.07,3.74,14.37,34.93,8,1.16,12,1.64,0.68,2.32,2.71,0.521,0.856,81.0,233.7,16,225,0
INV000241,11.97,7.57,4.47,3.67,2.18,3.86,39,5.51,11,6.79,3.02,2.78,10.28,25.03,8,1.15,11,1.2,1.17,1.31,2.68,0.46,0.859,41.7,120.4,17,156,1
INV000242,18.71,11.48,9.02,7.33,4.82,5.59,323,8.95,10,11.56,5.39,5.25,15.42,39.86,4,0.63,10,2.35,1.2,1.6,2.07,0.478,0.824,131.6,379.7,16,130,0
INV000243,20.01,12.27,7.71,6.12,3.88,5.82,220,10.76,9,10.27,4.57,4.14,17.71,43.13,13,1.37,13,2.21,0.39,2.58,2.6,0.538,0.885,120.3,347.1,20,163,1
INV000244,20.08,12.53,9.38,7.19,5.0,5.89,291,9.46,13,11.98,5.63,4.83,16.07,41.52,3,0.48,8,2.27,0.92,1.53,2.14,0.471,0.8,146.9,423.8,12,81,0
INV000245,14.5,8.49,7.95,6.21,4.2,4.12,157,7.12,10,9.31,4.53,3.83,11.79,31.53,0,0.59,9,2.11,0.6,1.14,1.82,0.491,0.813,89.9,259.4,0,46,0
INV000246,15.72,9.89,7.46,5.96,3.96,4.56,183,6.62,10,9.58,4.44,4.08,12.57,32.6,5,0.57,9,1.99,1.28,1.28,2.11,0.421,0.8,91.5,263.9,4,101,0
INV000247,17.65,10.48,7.37,5.61,4.03,4.86,221,9.08,9,9.8,4.77,4.23,14.58,36.53,5,0.9,11,1.82,0.83,1.62,2.39,0.514,0.826,101.5,292.7,9,117,0
INV000248,17.94,10.98,6.65,5.25,3.75,4.46,244,9.19,9,9.07,4.2,3.76,14.33,35.31,10,0.84,10,1.97,0.38,1.86,2.7,0.512,0.799,93.1,268.4,12,106,1
INV000249,20.29,12.4,7.93,5.99,4.19,5.08,286,9.44,10,10.98,5.1,4.47,15.65,39.23,5,0.85,7,1.96,1.31,1.77,2.56,0.465,0.771,125.5,362.0,14,74,0
INV000250,16.4,9.74,7.71,6.19,4.11,4.96,220,9.38,10,10.26,4.71,4.42,13.96,35.63,5,1.12,10,2.16,0.72,2.08,2.13,0.572,0.851,98.6,284.5,7,115,0
INV000251,12.27,7.98,4.42,3.47,2.31,3.4,74,7.08,10,6.71,3.38,2.88,10.85,26.12,9,0.97,11,0.98,0.98,1.61,2.78,0.577,0.884,42.3,122.0,14,214,0
INV000252,13.89,8.5,4.87,4.19,2.51,3.73,80,7.85,11,7.32,3.21,3.0,12.08,29.03,10,0.83,12,1.32,0.84,1.8,2.85,0.565,0.87,52.8,152.2,16,160,0
INV000253,12.9,7.89,4.12,3.55,2.29,4.19,39,6.78,9,7.28,3.34,2.71,11.97,28.06,7,1.15,8,1.02,0.66,1.62,3.13,0.526,0.928,41.5,119.6,19,211,0
INV000254,13.03,8.5,7.69,6.05,4.02,4.18,116,6.65,12,7.97,3.5,3.36,10.53,28.75,2,0.44,6,1.98,1.21,1.26,1.69,0.51,0.808,78.2,225.5,7,58,0
INV000255,16.23,10.16,8.68,6.65,4.6,5.63,222,8.48,10,9.06,3.96,3.52,14.35,37.38,2,0.27,7,2.19,0.91,1.63,1.87,0.522,0.884,109.9,317.0,14,105,0
INV000256,11.34,6.86,5.73,4.62,3.12,3.3,37,5.34,9,6.27,2.99,2.62,10.03,25.79,3,0.58,9,1.58,0.92,1.12,1.98,0.471,0.884,50.7,146.2,8,134,0
INV000257,15.31,9.15,7.64,6.16,3.88,4.69,165,7.77,12,9.73,4.51,4.16,11.74,31.12,4,0.62,8,2.02,0.82,1.53,2.0,0.508,0.767,91.2,263.2,12,75,1
INV000258,17.71,11.07,7.18,5.73,3.62,5.31,182,8.16,11,9.43,4.17,3.76,13.51,34.2,7,0.81,9,1.96,0.69,1.79,2.47,0.461,0.763,99.2,286.1,18,128,0
INV000259,15.92,10.01,5.75,4.52,2.86,4.13,117,8.18,12,8.26,3.66,3.6,12.37,30.49,9,1.06,11,1.5,0.72,2.02,2.77,0.514,0.777,71.4,206.0,17,184,0
INV000260,11.36,6.92,5.43,4.37,2.65,3.64,57,6.31,9,6.34,2.96,2.75,10.41,26.25,7,0.82,10,1.44,0.63,1.49,2.09,0.555,0.916,48.1,138.8,11,141,0
INV000261,14.29,8.79,5.36,4.48,2.87,4.73,92,8.32,10,8.09,3.95,3.25,12.75,30.86,9,0.99,8,1.32,0.69,1.84,2.67,0.582,0.892,59.7,172.3,14,113,0
INV000262,15.62,9.57,5.6,4.42,2.77,3.81,106,7.51,9,8.03,3.5,3.22,12.12,29.84,6,1.0,9,1.5,0.63,1.47,2.79,0.481,0.776,68.2,196.8,10,148,0
