id_parcela,ph_suelo,materia_organica_pct,carbono_organico_pct,nitrogeno_ppm,fosforo_ppm,potasio_ppm,calcio_ppm,magnesio_ppm,azufre_ppm,conductividad_electrica,cic,caliza_activa_pct,arcilla_pct,arena_pct,limo_pct,humedad_suelo_pct,capacidad_campo_pct,profundidad_suelo_cm,pendiente_pct,altitud_m,precipitacion_anual_mm,temp_media_c,temp_min_invierno_c,temp_max_verano_c,radiacion_anual,evapotranspiracion_mm,indice_aridez,orientacion,tipo_suelo
PAR000122,6.9,3.1,1.82,24,18.0,197,2412,211.0,8.9,1.0,19.5,10.7,14.3,57.9,27.8,23.7,22.8,44.0,5.8,475.0,409,17.5,9.0,32.8,1680,993.0,0.43,O,arcilloso
PAR000123,7.8,1.8,1.12,13,14.0,98,1708,158.0,9.7,2.03,18.5,16.6,21.9,42.9,35.2,23.1,19.9,67.0,3.4,224.0,368,20.2,9.5,34.8,1912,1123.0,0.3,O,arcilloso
PAR000124,7.7,2.1,1.26,20,19.0,115,1913,176.0,9.5,1.46,18.7,22.3,,35.9,40.8,28.1,24.3,73.0,,,524,21.7,10.8,39.5,1885,1177.0,0.27,N,arenoso
PAR000125,5.7,3.5,2.08,34,26.0,263,2145,,21.9,0.69,,0.2,38.9,25.8,,36.2,32.5,77.0,15.6,1104.0,717,9.8,-3.4,23.5,982,555.0,1.24,S,franco
PAR000126,7.7,2.6,1.65,21,13.0,92,1539,202.0,11.2,1.61,21.1,15.1,19.0,34.1,46.9,22.7,27.0,58.0,,129.0,277,21.0,12.0,40.5,2004,1170.0,0.26,E,calcareo
PAR000127,7.1,2.8,1.73,31,30.0,261,2218,267.0,21.2,1.02,20.9,8.5,28.3,33.5,,26.5,31.5,66.0,4.6,346.0,456,15.3,4.7,30.8,1615,889.0,0.5,O,calcareo
PAR000128,5.3,2.5,1.58,25,24.0,136,1241,144.0,,0.46,25.4,0.0,33.0,5.0,62.0,28.1,29.0,58.0,16.6,1136.0,712,10.9,-0.6,26.6,1171,686.0,1.15,O,franco
PAR000129,6.7,2.7,1.63,21,25.0,185,1990,323.0,15.1,0.75,19.9,2.0,,34.2,33.1,33.5,30.8,88.0,0.0,316.0,618,17.5,8.0,32.8,1345,1042.0,0.57,O,franco
PAR000130,7.9,1.8,0.84,17,15.0,84,1421,232.0,12.3,1.51,14.4,17.6,19.8,24.1,56.1,28.3,21.5,71.0,12.6,349.0,534,19.5,10.1,37.8,1892,1135.0,0.56,S,franco
PAR000131,8.2,1.6,0.99,21,16.0,158,2003,203.0,25.9,1.73,11.3,17.0,15.6,22.8,61.6,25.0,23.1,70.0,3.1,209.0,383,19.4,9.4,35.8,1927,1020.0,0.36,O,calcareo
PAR000132,6.8,4.5,2.55,42,35.0,309,2435,264.0,23.5,0.99,22.4,5.7,18.4,32.0,49.6,26.8,26.4,108.0,10.5,368.0,508,13.2,1.1,28.2,1337,744.0,0.62,N,franco
PAR000133,8.0,2.9,1.66,26,21.0,200,2069,268.0,25.9,1.78,24.4,17.4,29.7,30.5,39.8,25.5,32.2,99.0,5.2,202.0,469,20.5,10.2,,1967,1165.0,0.48,N,arcilloso
PAR000134,6.7,2.4,1.23,27,9.0,208,1557,164.0,,0.62,18.3,6.3,11.4,71.7,16.9,26.7,21.0,26.0,9.6,328.0,506,17.9,6.7,32.7,1732,970.0,0.55,N,arcilloso
PAR000135,7.6,2.1,1.06,14,19.0,137,1344,213.0,11.2,1.54,19.6,17.3,28.8,33.2,38.0,25.3,26.3,31.0,6.0,238.0,476,20.0,8.7,,2097,1098.0,0.47,N,calcareo
PAR000136,5.4,2.8,1.56,25,15.0,154,1374,240.0,17.1,0.1,22.4,3.5,31.4,30.3,38.3,33.4,23.0,23.0,9.4,990.0,666,9.1,-6.6,20.2,1317,526.0,1.32,N,arenoso
PAR000137,5.2,2.6,1.28,21,20.0,149,1303,286.0,14.4,0.34,24.7,1.2,35.4,30.6,34.0,33.4,29.4,43.0,18.7,789.0,736,12.7,0.2,27.8,1618,795.0,0.96,E,franco
PAR000138,7.2,3.2,1.79,30,25.0,231,2618,281.0,18.2,0.9,21.4,7.2,22.6,34.3,43.1,26.1,24.0,,1.2,420.0,502,17.6,6.4,34.1,1648,892.0,0.55,O,calcareo
PAR000139,7.5,4.6,2.74,40,27.0,245,2694,314.0,20.7,1.14,27.1,5.1,35.7,30.4,33.9,37.3,34.9,96.0,11.7,480.0,594,16.2,4.6,33.5,1661,893.0,0.56,S,arcilloso
PAR000140,7.0,2.8,1.5,30,22.0,184,3103,276.0,10.1,0.86,24.0,4.3,28.4,39.1,32.5,29.3,21.5,76.0,4.4,244.0,522,18.2,6.9,32.9,1763,976.0,0.48,O,arenoso
PAR000141,6.0,2.8,1.69,28,25.0,184,1973,181.0,21.4,0.47,15.1,0.0,14.8,43.4,41.8,30.2,18.7,67.0,7.9,925.0,682,9.2,-5.2,22.4,1119,622.0,1.04,O,franco
PAR000142,7.8,2.3,1.23,21,13.0,161,1826,200.0,,1.78,20.4,16.3,23.7,46.2,30.1,24.6,27.0,71.0,5.0,75.0,297,19.6,8.9,35.7,1790,1127.0,0.27,O,arcilloso
PAR000143,8.1,0.7,0.41,12,4.0,87,2196,,9.1,2.03,12.1,20.7,21.1,52.9,26.0,31.4,23.7,20.0,8.7,185.0,478,20.5,8.6,37.1,2050,1136.0,0.48,O,arcilloso
PAR000144,7.0,3.6,,27,29.0,170,2091,175.0,14.6,0.57,22.0,5.6,17.1,41.5,,29.1,19.2,93.0,10.0,389.0,659,17.8,5.8,32.1,1628,1006.0,0.74,S,arcilloso
PAR000145,6.7,4.1,2.49,29,27.0,164,1913,255.0,21.0,0.73,26.1,2.8,23.0,47.5,29.5,30.9,31.3,86.0,7.3,506.0,589,15.9,2.4,30.0,1401,,0.64,E,calcareo
PAR000146,6.8,2.0,1.23,19,17.0,121,1705,245.0,12.9,0.98,13.2,5.0,6.2,74.7,19.1,24.0,11.4,67.0,0.7,414.0,440,16.7,6.7,34.1,1697,913.0,0.38,S,franco
PAR000147,7.8,1.3,0.91,8,14.0,89,1741,161.0,9.4,1.83,16.5,16.1,23.5,39.6,36.9,24.6,23.1,66.0,,3.0,436,23.9,13.7,41.2,2200,1264.0,0.35,O,calcareo
PAR000148,6.9,1.7,0.95,20,16.0,155,1270,,,0.88,13.7,4.4,5.8,85.2,9.0,29.0,14.1,36.0,1.7,460.0,649,15.5,4.4,31.9,1587,846.0,0.85,E,arenoso
PAR000149,5.3,2.9,1.72,29,21.0,177,1445,266.0,,0.15,23.9,0.0,34.0,25.2,40.8,30.1,33.7,19.0,25.0,968.0,738,8.9,-4.6,23.7,1183,532.0,1.36,O,franco
PAR000150,5.8,3.0,1.51,28,20.0,178,1567,235.0,15.2,0.36,24.8,2.5,26.4,36.2,37.4,36.0,27.7,55.0,6.1,837.0,737,11.2,-3.1,25.0,1291,629.0,1.16,N,arenoso
PAR000151,7.0,2.5,1.46,14,11.0,105,1650,227.0,8.2,0.82,,3.5,13.4,76.6,10.0,21.9,25.2,19.0,6.5,596.0,499,16.2,5.0,30.8,1913,868.0,0.6,E,arcilloso
PAR000152,6.3,1.3,0.96,15,9.0,155,1174,,7.1,0.48,18.3,5.8,19.2,74.4,,27.9,23.2,44.0,4.6,436.0,576,16.9,5.7,33.1,1736,988.0,0.61,O,franco
PAR000153,6.8,1.3,0.83,14,7.0,122,1571,114.0,8.6,0.62,13.1,6.3,5.3,80.2,14.5,26.9,14.5,77.0,1.5,491.0,609,16.8,5.3,33.5,1425,911.0,0.74,O,calcareo
PAR000154,7.8,1.8,0.91,17,14.0,123,2011,190.0,6.4,1.8,18.7,18.2,23.3,60.4,16.3,27.7,20.7,36.0,2.7,142.0,459,18.1,6.3,35.1,1771,1007.0,0.34,E,arcilloso
PAR000155,7.5,2.0,1.06,16,13.0,118,1775,165.0,12.5,1.5,18.1,17.6,28.1,38.3,33.6,22.9,29.7,65.0,3.8,111.0,363,19.6,7.9,36.6,1979,1122.0,0.37,S,arcilloso
PAR000156,7.1,2.7,1.61,23,,163,2094,221.0,12.0,0.71,22.1,7.9,26.6,63.2,10.2,27.6,27.1,59.0,9.3,195.0,528,17.7,6.4,33.0,1780,985.0,0.53,S,arenoso
PAR000157,7.9,1.4,0.78,6,8.0,126,2070,218.0,8.2,1.47,19.7,19.2,36.9,28.0,35.1,23.7,28.4,68.0,3.8,128.0,417,20.9,9.7,36.8,2017,1158.0,0.46,O,franco
PAR000158,5.2,2.0,1.03,20,19.0,138,1501,141.0,15.3,0.39,23.2,0.0,35.0,21.4,43.6,34.8,29.5,26.0,19.4,1068.0,721,9.9,-2.6,24.1,1310,598.0,1.12,E,arcilloso
PAR000159,7.0,1.5,0.97,10,19.0,165,1315,239.0,12.1,0.68,14.6,13.1,14.7,42.4,42.9,24.6,19.8,58.0,11.8,412.0,400,14.4,0.5,28.9,1743,,0.52,N,calcareo
PAR000160,7.4,0.6,0.25,9,7.0,64,1356,230.0,10.4,1.39,11.6,17.7,15.6,73.2,11.2,25.0,22.6,55.0,10.1,247.0,453,20.8,9.9,34.3,2126,1162.0,0.42,S,arcilloso
PAR000161,7.0,1.5,0.78,15,8.0,92,1701,189.0,2.8,1.18,18.1,6.0,14.8,70.3,14.9,24.6,20.3,,5.4,374.0,460,13.7,2.9,27.6,1407,799.0,0.59,N,arcilloso
PAR000162,6.8,3.2,1.89,27,21.0,162,2016,190.0,11.6,0.69,23.9,3.1,29.6,52.5,17.9,32.0,24.1,89.0,5.1,365.0,695,16.3,4.4,,1742,913.0,0.81,N,arcilloso
PAR000163,6.8,4.5,2.63,46,33.0,265,2414,313.0,22.9,0.92,30.8,7.1,,29.3,32.7,35.3,33.2,94.0,,453.0,691,16.8,6.5,,1604,941.0,0.67,O,arcilloso
PAR000164,6.4,2.4,1.4,18,23.0,181,1340,307.0,12.4,0.53,25.8,9.8,31.6,35.3,,32.9,27.2,84.0,11.1,347.0,570,16.7,7.0,33.0,1743,948.0,0.55,N,franco
PAR000165,6.8,2.3,1.11,19,17.0,118,2078,221.0,14.3,0.8,15.6,7.7,22.3,50.1,27.6,25.7,27.6,40.0,9.7,405.0,504,16.9,3.2,30.9,1638,959.0,0.48,S,arenoso
PAR000166,7.7,1.7,0.93,18,,135,2007,186.0,10.5,1.89,,19.0,29.1,57.2,13.7,28.9,25.6,60.0,,5.0,408,18.8,7.5,32.5,1687,,0.38,E,franco
PAR000167,7.7,1.5,0.88,18,10.0,101,2145,,12.2,1.63,21.5,18.5,30.1,62.6,7.3,20.4,22.5,65.0,0.3,316.0,298,20.0,8.7,37.6,2190,1091.0,0.29,N,calcareo
PAR000168,5.7,3.2,1.82,42,26.0,244,2192,282.0,22.3,0.67,,0.0,31.7,15.4,52.9,34.5,26.0,65.0,13.1,904.0,772,13.2,1.7,28.7,1361,822.0,0.94,S,franco
PAR000169,7.3,1.9,1.21,14,14.0,160,1532,238.0,13.6,0.86,20.5,5.3,20.7,56.6,,20.2,23.0,72.0,13.0,605.0,317,15.2,3.0,30.1,1581,909.0,0.39,S,arcilloso
PAR000170,7.9,1.6,0.96,22,6.0,135,1565,204.0,10.4,1.68,,15.2,18.5,43.7,37.8,24.1,21.9,37.0,0.5,213.0,536,16.3,3.3,30.9,1650,,0.49,N,calcareo
PAR000171,5.7,3.0,1.55,35,31.0,197,1589,295.0,25.8,0.31,23.0,3.8,32.2,31.2,,32.6,30.6,72.0,15.9,903.0,721,11.5,-1.3,24.9,1499,,0.94,E,franco
PAR000172,7.8,1.8,1.08,21,,158,2124,100.0,6.8,1.45,18.7,15.0,26.4,45.0,28.6,23.6,24.1,72.0,4.3,229.0,372,21.6,11.3,37.6,1910,1153.0,0.3,N,calcareo
PAR000173,6.8,3.9,2.37,35,22.0,178,2259,209.0,23.4,0.49,19.9,5.7,21.2,57.4,21.4,35.2,26.8,117.0,11.4,304.0,733,18.5,5.7,,1911,1065.0,0.77,E,calcareo
PAR000174,7.9,1.8,1.04,24,16.0,142,1731,,14.7,1.55,18.6,19.4,22.6,40.9,36.5,25.0,21.2,78.0,10.4,156.0,511,18.7,7.3,35.2,1766,1097.0,0.5,O,arcilloso
PAR000175,7.0,3.7,2.22,32,30.0,283,2397,262.0,27.4,0.29,21.7,4.3,26.0,48.4,25.6,29.6,23.0,102.0,11.2,236.0,690,19.1,8.8,36.1,1805,1060.0,0.62,S,arcilloso
PAR000176,7.0,3.6,2.11,35,28.0,184,2284,206.0,16.7,0.54,23.4,5.9,22.7,26.6,50.7,26.5,26.8,93.0,2.0,243.0,576,16.8,4.7,34.8,1527,933.0,0.69,E,franco
PAR000177,7.2,4.0,2.33,33,27.0,305,2754,312.0,23.3,0.81,,7.1,22.5,43.4,34.1,27.3,25.5,,0.5,459.0,578,17.8,6.5,32.4,1757,1011.0,0.59,O,arenoso
PAR000178,5.8,2.5,1.22,28,21.0,211,2318,310.0,20.7,0.45,18.4,0.0,25.1,42.6,32.3,32.3,24.0,62.0,12.4,1087.0,666,9.2,-4.5,,1259,500.0,1.29,N,arcilloso
PAR000179,7.7,1.6,0.97,19,16.0,145,2010,,9.7,1.47,20.5,17.9,31.4,33.9,34.7,25.6,29.8,37.0,4.1,244.0,324,19.5,7.6,,1989,1057.0,0.35,N,arcilloso
PAR000180,7.0,2.8,1.65,31,,169,2095,273.0,9.9,0.84,20.5,6.0,27.0,38.4,34.6,30.7,21.0,81.0,9.6,333.0,630,18.4,5.9,34.1,1598,1082.0,0.62,E,franco
PAR000181,6.8,3.9,2.28,35,27.0,225,1847,289.0,14.6,0.9,26.6,4.4,27.7,34.3,38.0,28.4,27.7,75.0,0.0,316.0,557,18.2,6.9,35.9,1804,1014.0,0.41,E,franco
PAR000182,8.0,3.0,1.94,28,20.0,168,2365,149.0,11.8,2.16,20.4,16.6,18.6,44.0,37.4,22.6,30.7,66.0,5.6,387.0,375,21.1,8.8,38.7,2200,1164.0,0.37,N,calcareo
PAR000183,5.5,3.4,1.96,33,24.0,204,1456,303.0,20.3,0.63,24.7,1.4,33.8,24.5,41.7,34.4,25.7,78.0,10.9,853.0,633,11.5,-1.8,26.0,1215,607.0,1.01,N,franco
PAR000184,7.1,1.3,0.64,9,13.0,115,719,234.0,6.2,0.75,12.3,6.7,15.2,74.0,10.8,23.7,20.6,,,465.0,308,15.5,3.4,30.2,1621,893.0,0.31,N,calcareo
PAR000185,7.6,1.1,0.79,11,13.0,106,1624,165.0,11.3,1.32,19.9,13.7,44.7,28.4,,25.2,30.9,37.0,2.0,305.0,439,18.7,7.5,33.8,1845,1043.0,0.33,S,calcareo
PAR000186,6.6,1.4,0.92,22,18.0,165,1304,148.0,12.9,0.48,15.5,1.2,21.4,68.4,10.2,28.1,23.8,50.0,7.0,401.0,457,18.1,7.3,35.8,1878,1030.0,0.39,O,franco
PAR000187,6.7,3.3,1.88,33,23.0,159,2450,243.0,9.7,0.85,,3.2,22.9,54.9,22.2,26.8,27.5,69.0,7.6,207.0,606,18.3,7.4,,1939,982.0,0.51,N,arcilloso
PAR000188,5.3,3.3,,28,21.0,212,1520,259.0,18.3,0.23,26.2,0.0,36.0,26.6,37.4,35.4,30.8,72.0,16.1,887.0,815,10.9,-2.9,22.6,1216,658.0,1.22,E,arenoso
PAR000189,5.8,2.7,1.48,22,22.0,177,1403,241.0,15.8,0.27,21.0,0.0,35.9,31.2,32.9,36.5,32.5,47.0,18.1,1138.0,914,8.3,-4.5,21.9,900,500.0,1.87,S,arenoso
PAR000190,7.0,2.3,1.26,21,19.0,173,1748,171.0,8.9,1.03,14.1,7.5,7.4,67.3,25.3,21.4,17.1,40.0,18.4,583.0,363,14.8,3.2,31.3,1732,820.0,0.49,N,franco
PAR000191,7.6,0.4,0.28,8,3.0,114,1230,104.0,5.0,1.68,15.6,20.4,23.3,28.9,,20.4,19.7,42.0,,220.0,332,19.7,9.6,36.6,2147,1052.0,0.4,O,arcilloso
PAR000192,6.9,1.2,0.73,16,14.0,117,1209,152.0,8.3,0.91,17.4,6.6,12.7,67.4,19.9,22.1,20.4,,5.8,401.0,447,15.8,3.4,28.7,1805,901.0,0.56,S,calcareo
PAR000193,6.9,2.8,1.82,32,,188,1222,350.0,17.5,0.53,20.9,2.2,29.0,22.8,48.2,30.9,29.1,66.0,6.8,395.0,662,18.0,5.9,30.9,1415,946.0,0.67,O,franco
PAR000194,7.9,3.1,1.95,26,18.0,170,2064,260.0,13.2,1.31,23.1,15.1,26.0,45.2,28.8,26.5,24.6,93.0,0.0,196.0,324,20.3,8.9,38.6,1952,1161.0,0.32,E,arcilloso
PAR000195,7.5,0.9,0.64,13,9.0,70,1623,230.0,9.5,1.5,10.2,20.1,18.1,53.7,28.2,18.5,20.6,32.0,7.3,162.0,328,22.6,13.8,41.0,2148,,0.25,E,franco
PAR000196,6.9,4.1,2.3,30,19.0,228,2305,266.0,19.5,1.12,26.5,6.3,35.5,31.1,33.4,35.3,31.5,70.0,0.0,325.0,741,16.9,6.1,33.9,1425,981.0,0.72,E,franco
PAR000197,6.5,3.7,,28,23.0,226,2214,315.0,13.6,0.61,25.2,1.6,29.6,38.5,31.9,28.1,32.4,85.0,10.8,292.0,499,18.0,6.9,31.2,1664,954.0,0.45,E,franco
PAR000198,7.0,1.5,1.06,14,14.0,134,1880,218.0,9.9,0.54,18.8,9.7,25.5,40.2,34.3,24.4,25.9,42.0,,,484,14.9,0.9,,1694,917.0,0.55,N,calcareo
PAR000199,6.7,0.9,0.27,16,10.0,112,1303,121.0,16.2,0.78,16.2,7.0,15.2,54.4,30.4,26.0,19.1,31.0,11.1,631.0,431,17.6,6.3,31.9,1899,1034.0,0.39,N,arcilloso
PAR000200,8.0,2.2,1.29,25,16.0,140,2696,254.0,13.5,1.64,21.1,18.1,29.7,36.7,33.6,27.6,26.2,71.0,5.3,161.0,408,19.1,7.4,35.4,2084,1024.0,0.45,E,franco
PAR000201,6.8,3.4,1.86,27,29.0,282,2728,229.0,21.0,0.54,25.6,1.3,28.6,25.4,46.0,32.2,26.7,99.0,6.9,235.0,614,17.6,6.0,32.1,1592,896.0,0.78,S,arenoso
PAR000202,6.7,3.0,1.74,30,15.0,146,1768,250.0,11.7,0.32,23.1,5.9,33.5,28.6,37.9,34.2,34.4,111.0,0.0,273.0,682,18.5,5.3,33.0,1821,938.0,0.71,S,calcareo
PAR000203,5.8,3.1,1.66,25,21.0,225,1571,323.0,19.7,0.26,24.4,0.0,37.0,33.3,29.7,30.6,29.1,39.0,16.0,,550,9.6,-3.9,20.4,900,635.0,0.78,O,franco
PAR000204,7.0,3.8,2.14,27,25.0,202,2125,254.0,15.9,0.91,24.9,2.1,19.1,23.5,57.4,33.1,25.9,76.0,6.6,394.0,843,16.2,5.0,,1794,918.0,0.96,E,franco
PAR000205,5.5,2.5,1.51,26,16.0,236,1741,223.0,13.8,0.33,18.9,0.8,21.6,24.9,53.5,31.3,27.4,60.0,15.8,788.0,811,11.9,-1.4,25.2,1224,666.0,1.21,E,arcilloso
PAR000206,7.8,1.5,0.95,6,2.0,102,1833,169.0,13.5,1.64,18.8,13.8,23.2,46.0,30.8,28.5,23.6,56.0,,0.0,534,17.3,6.3,32.3,1553,1010.0,0.5,O,arcilloso
PAR000207,6.8,1.2,0.55,11,11.0,161,1249,63.0,14.8,0.83,16.4,4.5,12.1,80.7,,21.5,20.1,23.0,13.8,676.0,490,16.2,4.0,33.6,1720,,0.56,S,calcareo
PAR000208,6.7,4.4,2.63,39,30.0,186,2276,326.0,18.6,0.85,25.4,5.1,30.9,28.5,40.6,27.7,35.6,93.0,7.7,470.0,492,13.3,0.2,26.7,1443,753.0,0.64,N,arenoso
PAR000209,6.6,3.4,1.78,32,31.0,192,2207,205.0,16.5,0.87,24.3,6.8,20.5,37.3,42.2,31.8,30.3,64.0,2.7,374.0,666,14.1,0.2,28.6,1385,750.0,0.89,E,franco
PAR000210,7.0,3.8,2.31,39,25.0,224,2309,,14.9,0.79,25.0,8.1,31.7,41.4,26.9,32.1,31.5,80.0,4.1,305.0,567,14.2,1.7,28.6,1537,801.0,0.55,O,calcareo
PAR000211,5.4,2.6,1.49,22,19.0,198,1376,309.0,12.7,0.19,19.7,0.0,25.8,40.2,34.0,35.8,20.7,47.0,12.4,713.0,928,10.0,-3.3,,1019,627.0,1.53,E,arenoso
PAR000212,7.2,4.3,2.28,41,26.0,227,2073,180.0,,0.84,23.1,2.8,18.4,37.7,43.9,26.4,23.2,83.0,4.5,466.0,695,17.1,6.2,32.3,1806,955.0,0.76,E,calcareo
PAR000213,7.8,1.7,1.07,16,19.0,133,1532,125.0,17.1,1.74,20.9,15.6,34.3,29.5,36.2,33.1,30.0,70.0,3.0,8.0,495,23.2,11.6,,2200,1240.0,0.33,S,arcilloso
PAR000214,7.8,0.4,0.24,15,8.0,139,1749,59.0,7.5,1.47,11.7,16.4,29.0,28.9,42.1,22.2,20.9,39.0,7.3,420.0,288,19.0,8.6,,1733,1033.0,0.35,S,calcareo
PAR000215,7.9,0.9,0.43,23,13.0,138,1772,175.0,11.2,1.62,19.2,16.7,30.3,52.4,17.3,32.7,27.1,63.0,7.6,102.0,510,19.3,7.3,32.9,1894,,0.47,E,franco
PAR000216,5.5,3.3,1.89,32,25.0,209,1793,328.0,23.2,0.58,23.5,0.0,27.1,34.8,38.1,35.6,21.1,69.0,,1145.0,773,8.1,-4.1,21.3,950,511.0,1.56,E,arcilloso
PAR000217,5.4,3.6,2.08,26,15.0,219,1551,,19.2,0.49,,1.4,21.1,31.5,47.4,30.7,25.5,,13.3,824.0,747,9.8,-2.6,21.8,1104,621.0,1.27,S,arenoso
PAR000218,5.5,2.3,1.23,33,25.0,169,1730,206.0,11.8,0.1,21.7,0.6,,16.2,50.2,31.0,28.3,15.0,14.6,1042.0,642,6.6,-7.4,,971,500.0,1.27,N,franco
PAR000219,6.4,1.0,0.73,16,,93,1102,241.0,5.8,0.57,12.6,8.2,22.4,59.2,18.4,31.4,26.1,39.0,6.5,495.0,524,17.2,4.7,32.2,1662,971.0,0.46,S,franco
PAR000220,6.9,3.5,2.1,39,29.0,241,2395,328.0,,0.67,24.1,2.1,23.7,45.7,30.6,33.5,27.6,71.0,8.2,502.0,723,13.5,0.3,27.8,1381,783.0,0.88,O,arenoso
PAR000221,7.9,1.9,1.06,14,13.0,152,2103,195.0,7.0,1.56,15.6,17.4,25.7,49.7,24.6,25.2,22.1,49.0,11.2,158.0,354,21.0,11.2,36.4,1967,1095.0,0.22,E,arcilloso
PAR000222,6.9,4.1,2.39,35,31.0,231,2339,253.0,21.1,0.85,,5.9,31.7,29.4,38.9,30.2,29.7,120.0,8.2,129.0,617,16.8,3.7,33.5,1885,995.0,0.67,S,franco
PAR000223,6.7,2.5,1.54,25,17.0,212,2083,195.0,15.5,0.75,19.0,3.8,30.9,52.6,16.5,24.2,30.4,72.0,3.0,230.0,576,16.8,6.6,33.1,1715,911.0,0.69,N,franco
PAR000224,7.8,1.6,1.1,17,13.0,218,2184,120.0,7.6,1.61,18.5,17.4,23.9,34.9,41.2,26.0,23.5,48.0,0.0,254.0,358,19.8,8.6,37.6,2025,1094.0,0.35,E,franco
PAR000225,7.6,0.6,0.1,2,10.0,47,1580,117.0,7.5,1.26,15.2,16.4,26.9,68.9,4.2,32.5,24.8,25.0,1.3,243.0,460,19.4,8.0,36.8,2000,1055.0,0.39,E,franco
PAR000226,6.8,1.6,0.84,10,8.0,75,1279,156.0,11.9,0.82,16.5,4.0,15.3,65.9,18.8,25.0,18.9,20.0,7.4,455.0,380,15.3,4.4,30.5,1496,888.0,0.39,E,arcilloso
PAR000227,5.6,3.8,2.41,36,28.0,207,2201,323.0,16.4,0.62,27.5,0.0,39.6,19.1,41.3,33.1,35.3,61.0,18.9,1052.0,822,9.4,-4.4,22.6,1112,540.0,1.55,S,arenoso
PAR000228,7.8,1.9,1.23,19,16.0,116,2199,161.0,7.5,1.73,18.2,18.6,26.7,49.1,24.2,21.0,26.7,85.0,7.4,77.0,327,18.2,6.2,34.6,1820,944.0,0.35,E,arcilloso
PAR000229,7.9,2.2,1.37,17,17.0,148,1950,167.0,5.3,1.45,,15.6,28.0,41.2,30.8,30.6,28.1,50.0,0.0,61.0,417,18.5,7.3,34.0,1828,1107.0,0.34,S,arcilloso
PAR000230,5.7,2.3,1.35,28,21.0,195,1171,225.0,18.2,0.31,23.6,0.0,34.6,23.9,41.5,28.2,31.8,58.0,18.2,843.0,573,11.9,-2.4,25.4,1242,673.0,0.93,O,calcareo
PAR000231,6.7,0.5,0.43,6,4.0,52,1572,83.0,5.1,0.85,12.9,6.9,16.7,70.1,13.2,24.7,21.4,23.0,4.1,333.0,443,16.9,4.6,34.0,1850,1004.0,0.45,N,calcareo
PAR000232,7.2,2.9,1.64,25,23.0,139,1979,247.0,14.0,0.68,,5.3,14.9,39.5,45.6,31.9,25.1,63.0,8.2,448.0,627,16.1,3.9,30.5,1441,922.0,0.62,O,franco
PAR000233,8.0,1.3,0.97,18,14.0,149,2069,197.0,8.5,1.54,15.4,17.8,16.1,55.4,28.5,24.0,16.6,54.0,11.5,131.0,437,21.2,9.4,37.0,1910,1141.0,0.44,O,arcilloso
PAR000234,7.5,1.4,0.94,16,15.0,106,1727,,5.3,1.29,18.7,14.5,32.7,35.1,32.2,29.6,25.5,49.0,5.3,184.0,447,20.7,10.1,35.4,1940,1148.0,0.42,E,arcilloso
PAR000235,5.6,2.0,1.12,25,13.0,215,1730,253.0,,0.53,25.4,0.4,34.3,22.1,43.6,37.1,30.1,47.0,25.1,831.0,727,10.9,-1.8,25.1,1268,611.0,1.17,O,arenoso
PAR000236,6.9,0.9,0.56,18,14.0,107,2041,172.0,14.4,0.42,12.9,7.6,15.4,60.7,23.9,24.0,17.1,57.0,,497.0,494,16.7,5.5,,1975,934.0,0.42,O,arcilloso
PAR000237,7.1,1.8,0.94,16,13.0,153,1822,202.0,8.9,1.01,14.6,7.8,13.6,83.4,3.0,27.9,18.7,47.0,10.1,527.0,703,17.9,7.1,34.4,1673,936.0,0.72,E,calcareo
PAR000238,5.7,2.9,1.65,24,23.0,214,1401,205.0,11.2,0.32,23.9,1.7,29.4,33.8,36.8,34.9,28.6,68.0,9.2,858.0,728,10.4,-4.7,24.1,1123,578.0,1.27,O,arenoso
PAR000239,6.8,1.2,0.77,14,13.0,159,918,132.0,7.5,0.67,15.2,9.5,17.3,60.4,22.3,28.5,19.8,50.0,11.9,683.0,663,13.4,1.1,28.6,1248,791.0,0.85,O,franco
PAR000240,6.6,2.7,1.48,29,20.0,235,2111,291.0,26.7,0.48,17.2,5.7,,33.8,48.3,30.4,22.6,68.0,7.6,447.0,727,14.8,2.6,29.7,1635,885.0,0.81,E,franco
PAR000241,7.8,2.1,1.21,21,11.0,201,1631,268.0,14.8,1.77,22.5,17.1,37.2,30.4,,31.9,31.3,30.0,5.0,151.0,402,22.1,11.7,38.0,2042,1173.0,0.38,S,calcareo
PAR000242,7.2,3.0,1.67,20,24.0,167,2043,,19.6,0.5,21.1,3.7,27.9,52.5,,23.6,26.5,54.0,5.4,355.0,429,15.7,3.0,29.0,1556,847.0,0.54,N,franco
PAR000243,7.3,1.0,0.62,15,,183,1360,197.0,3.6,1.55,,12.5,25.5,49.3,25.2,23.4,19.8,72.0,8.3,243.0,423,20.3,10.1,36.5,2132,1104.0,0.38,O,arenoso
PAR000244,6.8,3.4,2.05,27,30.0,165,2360,213.0,15.6,0.45,24.2,5.0,29.9,38.4,31.7,30.0,28.8,99.0,4.5,391.0,809,16.2,3.4,31.0,1484,932.0,0.95,S,franco
PAR000245,6.9,1.5,1.02,12,6.0,91,1523,,8.8,0.74,,7.6,6.5,84.3,,24.1,15.6,58.0,5.0,547.0,409,14.3,2.0,30.0,1566,781.0,0.57,O,franco
