id_zona,materia_organica_pct,nitrogeno_ppm,fosforo_ppm,potasio_ppm,ph_suelo,cic,profundidad_suelo_cm,humedad_suelo_pct,agua_disponible_mm,precipitacion_campana_mm,temp_media_campana_c,pendiente_pct,ndvi_medio,ndvi_max,tipo_suelo,sistema_riego,variedad,clase_productividad
ZON000190,2.6,33.0,19,184,6.3,18.4,47.0,24.4,172,559.0,17.8,1.0,0.67,0.83,franco,goteo,mejorada,alta
ZON000191,2.5,28.0,28,214,7.0,17.0,73.0,32.5,199,,19.9,3.9,0.74,0.93,arcilloso,aspersion,hibrida,muy_alta
ZON000192,3.2,30.0,25,225,6.3,19.3,94.0,,202,705.0,14.4,11.6,0.57,0.74,franco,goteo,tradicional,alta
ZON000193,2.5,24.0,23,165,6.3,12.8,47.0,28.0,145,515.0,18.8,19.2,0.51,0.63,arenoso,aspersion,tradicional,media
ZON000194,3.7,28.0,21,222,6.7,19.8,60.0,22.1,95,227.0,17.6,10.2,0.51,0.65,franco,goteo,tradicional,baja
ZON000195,1.5,20.0,17,157,6.3,13.2,76.0,20.8,145,373.0,18.1,11.0,0.64,0.82,arenoso,goteo,tradicional,media
ZON000196,1.6,,23,151,6.2,15.1,76.0,23.5,186,399.0,16.5,4.1,0.54,0.66,arcilloso,aspersion,hibrida,alta
ZON000197,2.1,26.0,25,200,6.3,15.4,60.0,28.9,225,532.0,20.7,8.3,0.57,0.76,arcilloso,goteo,hibrida,muy_alta
ZON000198,1.7,,23,175,6.8,13.7,84.0,32.0,205,646.0,19.0,2.8,0.74,0.88,arcilloso,aspersion,tradicional,muy_alta
ZON000199,2.5,33.0,20,176,6.2,18.7,66.0,,151,499.0,17.4,0.0,,0.96,franco,secano,tradicional,alta
ZON000200,1.1,21.0,7,131,6.5,17.2,68.0,25.2,146,381.0,18.2,11.6,0.33,0.39,arcilloso,goteo,hibrida,muy_baja
ZON000201,3.0,,29,174,6.5,13.6,87.0,27.6,193,529.0,19.1,19.2,0.66,0.85,arcilloso,secano,mejorada,alta
ZON000202,3.0,27.0,15,230,7.3,19.1,77.0,36.1,250,725.0,15.4,3.5,0.54,0.69,calcareo,aspersion,tradicional,alta
ZON000203,1.1,21.0,8,155,7.1,16.6,44.0,22.3,180,479.0,19.5,21.4,0.28,0.4,arenoso,goteo,tradicional,muy_baja
ZON000204,2.5,23.0,20,161,7.0,17.4,55.0,17.1,119,273.0,16.7,9.1,0.29,0.34,arcilloso,goteo,tradicional,muy_baja
ZON000205,2.5,30.0,21,182,7.3,11.9,53.0,23.7,142,468.0,19.1,0.0,0.47,0.6,arcilloso,goteo,mejorada,baja
ZON000206,4.5,44.0,37,283,6.2,20.9,139.0,29.6,238,,17.8,10.3,0.61,0.86,franco,secano,hibrida,muy_alta
ZON000207,1.7,12.0,19,135,6.5,9.2,40.0,29.2,145,571.0,17.4,2.7,0.46,0.57,arcilloso,secano,tradicional,baja
ZON000208,2.3,34.0,25,232,7.8,16.8,67.0,31.2,187,449.0,15.1,9.0,0.67,0.83,calcareo,aspersion,tradicional,alta
ZON000209,3.2,24.0,15,138,6.3,13.5,51.0,23.4,149,439.0,18.0,17.1,0.57,0.78,arcilloso,goteo,hibrida,baja
ZON000210,4.1,40.0,29,239,7.3,20.3,102.0,33.3,222,,17.5,2.5,0.53,0.67,arcilloso,secano,tradicional,muy_alta
ZON000211,3.5,39.0,21,221,6.6,16.6,76.0,21.3,103,369.0,16.9,4.2,,0.67,franco,secano,tradicional,baja
ZON000212,2.5,17.0,19,216,5.6,17.2,53.0,22.3,111,340.0,15.9,0.9,0.47,0.58,arcilloso,secano,hibrida,baja
ZON000213,2.4,29.0,22,159,7.0,17.8,39.0,,81,158.0,9.5,11.0,0.35,0.45,arenoso,secano,mejorada,muy_baja
ZON000214,3.5,34.0,28,288,6.2,22.1,85.0,33.7,186,531.0,20.3,9.4,,0.91,arcilloso,secano,mejorada,muy_alta
ZON000215,2.3,17.0,22,124,6.5,14.2,95.0,,200,,16.9,9.0,0.75,0.94,franco,aspersion,mejorada,alta
ZON000216,3.2,39.0,28,268,6.7,22.4,81.0,20.0,101,400.0,15.3,6.5,0.61,0.81,calcareo,aspersion,hibrida,alta
ZON000217,1.5,,8,148,6.6,13.1,77.0,31.8,164,601.0,17.5,16.5,0.59,0.74,franco,goteo,mejorada,media
ZON000218,2.7,29.0,26,157,6.0,19.9,76.0,24.9,111,468.0,16.6,6.0,0.53,0.64,arenoso,secano,mejorada,media
ZON000219,3.5,31.0,29,218,6.7,19.7,79.0,28.4,155,419.0,19.3,5.4,0.47,0.58,calcareo,aspersion,hibrida,media
ZON000220,2.9,33.0,24,231,6.6,19.1,109.0,32.0,169,679.0,15.1,13.7,0.71,0.9,arenoso,aspersion,tradicional,alta
ZON000221,1.6,19.0,16,78,6.0,13.9,40.0,21.1,135,319.0,15.8,5.6,0.63,0.77,arenoso,secano,tradicional,baja
ZON000222,2.4,30.0,14,154,6.4,14.1,71.0,,169,407.0,17.3,4.7,0.56,0.7,franco,goteo,hibrida,alta
ZON000223,2.9,29.0,15,209,6.3,12.3,56.0,22.5,143,391.0,17.8,15.4,0.53,0.74,franco,goteo,hibrida,baja
ZON000224,3.7,35.0,28,182,6.5,21.1,71.0,27.1,191,499.0,18.1,9.3,0.75,0.98,arcilloso,secano,hibrida,muy_alta
ZON000225,0.9,,5,159,7.2,9.5,15.0,,94,264.0,18.3,2.7,0.36,0.47,calcareo,aspersion,hibrida,muy_baja
ZON000226,2.8,26.0,16,139,6.7,11.7,89.0,24.9,201,526.0,20.4,13.7,0.58,0.73,franco,secano,hibrida,media
ZON000227,2.4,23.0,23,200,6.8,17.2,,23.8,82,230.0,17.4,0.0,0.38,0.51,franco,goteo,mejorada,media
ZON000228,3.6,26.0,18,184,5.9,14.9,57.0,23.9,174,449.0,18.5,11.6,0.62,0.82,franco,secano,tradicional,alta
ZON000229,2.2,21.0,12,95,6.8,10.3,55.0,32.9,210,552.0,16.3,4.6,0.45,0.57,arcilloso,secano,mejorada,media
ZON000230,1.5,14.0,17,186,6.1,8.7,49.0,32.8,271,887.0,19.9,3.1,0.51,0.69,calcareo,goteo,mejorada,alta
ZON000231,1.4,19.0,10,128,6.0,14.4,72.0,28.8,145,412.0,20.6,6.6,0.68,0.85,arenoso,goteo,hibrida,baja
ZON000232,3.4,,24,243,7.1,20.0,86.0,23.6,153,,20.4,9.7,,0.63,franco,goteo,tradicional,media
ZON000233,2.8,44.0,35,228,6.5,19.8,79.0,22.5,163,467.0,17.0,7.8,0.49,0.64,arenoso,aspersion,mejorada,media
ZON000234,1.3,20.0,13,159,7.2,13.3,42.0,29.6,166,559.0,18.9,8.8,0.53,0.69,arenoso,secano,mejorada,media
ZON000235,1.7,20.0,16,190,6.4,12.8,46.0,23.8,88,394.0,20.2,3.8,0.45,0.57,arenoso,secano,tradicional,baja
ZON000236,4.8,,34,357,5.9,30.5,131.0,20.9,145,297.0,16.3,5.7,0.66,0.77,franco,goteo,tradicional,muy_alta
ZON000237,4.2,37.0,32,264,7.6,21.1,64.0,26.2,145,352.0,18.0,0.5,0.59,0.78,calcareo,secano,mejorada,media
ZON000238,1.0,13.0,13,154,6.6,8.6,33.0,19.3,106,409.0,18.1,6.9,,0.54,arenoso,secano,mejorada,muy_baja
ZON000239,4.4,40.0,32,218,7.5,21.8,88.0,23.2,158,379.0,16.5,3.0,0.64,0.8,franco,secano,tradicional,media
ZON000240,0.7,15.0,17,140,6.5,10.9,67.0,27.4,170,520.0,15.6,18.7,0.43,0.61,franco,goteo,mejorada,baja
ZON000241,2.4,30.0,21,140,6.1,14.2,67.0,12.0,87,265.0,21.1,11.1,0.33,0.42,arenoso,secano,tradicional,muy_baja
ZON000242,2.1,22.0,19,157,6.4,12.0,43.0,29.9,148,506.0,19.7,10.8,0.6,0.74,franco,secano,tradicional,media
ZON000243,2.2,25.0,27,167,6.4,18.9,83.0,22.4,115,382.0,20.6,6.5,0.38,0.44,arenoso,goteo,mejorada,media
ZON000244,3.6,43.0,32,243,6.8,21.4,84.0,20.2,144,329.0,18.5,1.1,0.59,0.78,franco,aspersion,tradicional,media
ZON000245,2.0,26.0,12,123,6.5,11.5,69.0,35.8,223,582.0,21.3,4.4,0.68,0.84,arenoso,aspersion,mejorada,alta
ZON000246,2.8,25.0,21,183,7.3,17.3,76.0,24.6,139,494.0,16.9,1.5,,0.43,calcareo,secano,tradicional,baja
ZON000247,1.9,30.0,25,216,7.3,20.8,83.0,26.7,172,344.0,19.2,7.6,0.66,0.84,calcareo,goteo,hibrida,baja
ZON000248,0.8,,9,70,7.2,9.3,25.0,27.7,149,442.0,16.0,3.7,0.45,0.57,calcareo,secano,mejorada,baja
ZON000249,2.2,27.0,24,200,7.0,17.6,95.0,27.6,187,,16.9,0.0,0.54,0.71,arcilloso,aspersion,tradicional,media
ZON000250,2.2,27.0,26,187,7.1,15.2,77.0,21.4,82,211.0,19.8,7.0,0.62,0.8,arcilloso,aspersion,mejorada,alta
ZON000251,4.3,37.0,33,317,6.1,21.8,98.0,23.6,145,373.0,22.3,4.6,0.71,0.86,franco,secano,tradicional,muy_alta
ZON000252,1.4,19.0,20,171,6.5,15.3,34.0,24.2,172,474.0,17.8,0.0,0.59,0.79,franco,aspersion,mejorada,media
ZON000253,1.4,14.0,9,95,6.4,9.5,15.0,,96,270.0,19.0,0.2,0.32,0.47,arenoso,aspersion,hibrida,baja
ZON000254,3.3,,20,231,5.9,20.4,,33.9,177,576.0,20.4,5.9,0.56,0.68,arcilloso,secano,tradicional,alta
ZON000255,3.1,32.0,18,226,5.7,18.0,60.0,27.5,95,446.0,15.1,15.9,0.65,0.78,franco,aspersion,tradicional,baja
ZON000256,2.9,,25,159,7.0,16.0,73.0,23.5,196,401.0,18.8,15.7,0.64,0.84,franco,goteo,tradicional,media
ZON000257,0.5,4.0,8,51,6.9,7.4,15.0,24.4,166,458.0,15.1,7.1,0.37,0.47,franco,goteo,hibrida,muy_baja
ZON000258,1.0,9.0,8,105,6.0,10.3,20.0,26.9,132,599.0,21.2,8.3,0.7,0.86,arenoso,aspersion,tradicional,baja
ZON000259,1.6,24.0,17,152,7.3,15.1,73.0,19.9,91,,19.1,13.4,0.59,0.73,calcareo,secano,hibrida,baja
ZON000260,1.7,,16,105,6.8,7.0,26.0,23.1,150,489.0,15.3,9.7,0.42,0.55,arcilloso,secano,tradicional,muy_baja
ZON000261,3.0,32.0,22,151,6.1,16.9,84.0,,99,456.0,20.7,10.7,0.52,0.67,arenoso,aspersion,tradicional,baja
ZON000262,1.1,11.0,5,53,7.1,10.7,31.0,,182,665.0,15.9,0.0,0.42,0.57,calcareo,aspersion,mejorada,baja
ZON000263,4.1,,31,222,6.6,21.8,92.0,31.4,213,596.0,16.6,11.5,0.78,0.98,franco,goteo,tradicional,muy_alta
ZON000264,2.1,15.0,14,172,6.2,10.1,43.0,24.2,125,349.0,19.4,1.0,0.41,0.5,arenoso,goteo,tradicional,muy_baja
ZON000265,2.5,,20,204,6.7,18.2,66.0,28.3,112,501.0,16.9,8.0,0.71,0.9,franco,goteo,tradicional,media
ZON000266,1.9,23.0,25,165,6.7,13.1,66.0,22.5,121,,14.2,5.5,0.56,0.73,arenoso,secano,mejorada,baja
ZON000267,3.0,23.0,23,198,7.4,15.5,51.0,25.6,122,376.0,19.7,0.0,0.55,0.66,franco,secano,tradicional,baja
ZON000268,2.6,37.0,21,226,6.4,16.9,74.0,20.5,108,372.0,15.4,6.2,0.63,0.79,arenoso,secano,hibrida,media
ZON000269,2.1,28.0,17,156,6.4,14.4,59.0,34.2,190,570.0,13.3,7.9,0.69,0.82,franco,goteo,mejorada,alta
ZON000270,2.6,21.0,15,147,6.3,14.7,57.0,,150,604.0,14.3,1.1,0.51,0.62,arcilloso,goteo,mejorada,media
ZON000271,1.5,24.0,23,142,6.8,9.9,39.0,25.4,166,464.0,13.3,9.6,0.37,0.53,arcilloso,aspersion,mejorada,baja
ZON000272,1.8,26.0,11,180,6.4,15.9,63.0,18.6,149,408.0,17.8,0.0,0.51,0.65,franco,goteo,hibrida,media
ZON000273,2.6,36.0,26,197,6.8,18.1,79.0,,162,462.0,18.3,16.4,0.66,0.87,arenoso,aspersion,hibrida,media
ZON000274,0.4,13.0,8,83,7.2,15.5,15.0,20.8,97,,22.2,11.2,0.34,0.5,arenoso,secano,mejorada,muy_baja
ZON000275,3.8,31.0,26,225,6.4,14.5,64.0,,75,271.0,13.6,5.0,0.44,0.59,franco,secano,hibrida,media
ZON000276,2.0,18.0,13,129,6.7,12.6,,23.5,128,337.0,17.5,7.4,0.46,0.56,arenoso,secano,mejorada,muy_baja
ZON000277,2.7,32.0,16,169,7.3,16.0,,24.8,126,413.0,14.6,5.2,0.69,0.83,calcareo,aspersion,tradicional,alta
ZON000278,2.4,24.0,15,170,6.4,12.1,53.0,29.7,200,572.0,18.2,8.7,0.47,0.58,arcilloso,aspersion,mejorada,media
ZON000279,1.9,27.0,16,161,6.2,12.9,67.0,34.1,216,,20.9,5.5,0.71,0.92,franco,secano,hibrida,muy_alta
ZON000280,1.0,8.0,10,100,6.0,10.0,15.0,,53,351.0,15.7,11.3,0.13,0.2,arenoso,secano,hibrida,muy_baja
ZON000281,2.3,41.0,33,220,7.0,22.1,69.0,28.2,167,,20.8,6.4,0.59,0.73,calcareo,secano,mejorada,alta
ZON000282,2.7,34.0,19,193,6.4,15.2,90.0,24.3,158,453.0,18.6,12.0,0.56,0.69,arenoso,secano,mejorada,alta
ZON000283,2.2,,21,127,6.8,14.0,54.0,34.1,214,709.0,17.3,5.1,0.53,0.7,arcilloso,goteo,mejorada,alta
ZON000284,2.5,,23,170,7.2,14.1,54.0,,123,535.0,12.3,11.4,0.48,0.57,franco,goteo,tradicional,baja
ZON000285,1.4,16.0,20,126,6.7,11.9,51.0,19.8,96,283.0,16.9,4.9,0.4,0.5,calcareo,secano,hibrida,muy_baja
ZON000286,1.7,22.0,12,145,6.2,13.8,78.0,17.6,116,397.0,19.9,7.1,0.52,0.66,arenoso,goteo,mejorada,baja
ZON000287,3.3,,21,189,7.3,19.9,,25.7,163,498.0,17.9,12.3,0.63,0.79,arcilloso,aspersion,mejorada,media
ZON000288,2.5,28.0,18,246,6.5,18.6,55.0,17.8,98,321.0,17.6,0.0,,0.91,franco,goteo,tradicional,media
ZON000289,3.4,,25,219,6.8,20.0,54.0,25.9,137,437.0,20.6,8.5,0.48,0.65,arenoso,secano,mejorada,media
ZON000290,1.5,15.0,21,86,6.9,9.7,30.0,20.8,86,,23.4,8.6,0.42,0.54,arenoso,goteo,tradicional,muy_baja
ZON000291,2.7,31.0,25,224,7.1,16.8,85.0,,175,454.0,21.1,7.8,0.51,0.67,arcilloso,secano,mejorada,media
ZON000292,2.9,,29,251,6.3,18.1,75.0,30.0,156,610.0,20.7,18.6,0.66,0.85,arcilloso,aspersion,hibrida,alta
ZON000293,2.1,28.0,27,256,7.5,18.2,80.0,37.1,242,657.0,20.9,4.1,0.73,0.93,arcilloso,aspersion,tradicional,muy_alta
ZON000294,2.7,,32,222,7.4,19.6,87.0,,164,614.0,17.7,15.4,0.64,0.84,franco,aspersion,hibrida,alta
ZON000295,1.7,18.0,23,186,6.5,14.5,77.0,28.1,177,440.0,19.8,5.2,0.68,0.88,franco,goteo,tradicional,media
ZON000296,2.3,29.0,15,106,6.0,17.9,70.0,27.4,143,467.0,20.7,2.7,0.46,0.64,franco,goteo,hibrida,media
ZON000297,2.7,19.0,14,140,6.4,16.8,65.0,25.9,138,241.0,17.8,17.0,0.55,0.73,arenoso,secano,tradicional,baja
ZON000298,2.4,25.0,24,186,6.6,16.5,87.0,23.7,192,407.0,24.0,17.6,0.64,0.8,arcilloso,aspersion,mejorada,media
ZON000299,2.1,27.0,12,116,6.6,10.9,63.0,18.0,74,231.0,18.0,0.0,0.32,0.42,franco,goteo,tradicional,muy_baja
ZON000300,4.2,48.0,35,254,6.8,25.8,101.0,29.3,225,602.0,15.8,9.1,0.66,0.86,franco,secano,mejorada,muy_alta
ZON000301,3.3,32.0,24,186,7.3,20.1,89.0,18.7,116,547.0,16.3,3.6,0.42,0.53,franco,aspersion,hibrida,media
ZON000302,1.6,24.0,24,157,6.9,16.5,55.0,34.4,200,,16.9,15.2,0.72,0.86,arcilloso,secano,tradicional,muy_alta
ZON000303,1.1,22.0,10,100,6.7,12.4,37.0,27.5,127,377.0,17.8,7.2,0.48,0.61,arenoso,aspersion,mejorada,baja
ZON000304,2.1,24.0,21,196,6.7,16.8,86.0,21.8,146,447.0,12.9,18.2,0.56,0.67,franco,aspersion,mejorada,media
ZON000305,1.5,18.0,18,127,6.9,11.4,65.0,,173,457.0,14.2,9.5,0.48,0.52,arenoso,aspersion,tradicional,baja
ZON000306,3.7,36.0,20,278,6.4,18.4,68.0,29.7,178,565.0,23.0,8.5,0.7,0.89,arenoso,goteo,mejorada,muy_alta
ZON000307,1.4,15.0,9,141,5.8,10.0,29.0,20.8,68,,17.4,17.3,0.35,0.49,arenoso,secano,tradicional,muy_baja
ZON000308,3.1,32.0,25,138,6.6,17.6,77.0,30.3,195,508.0,16.2,3.2,0.69,0.92,calcareo,goteo,tradicional,muy_alta
ZON000309,2.6,28.0,23,211,,21.4,,18.6,112,486.0,19.4,8.7,0.63,0.79,franco,aspersion,hibrida,media
ZON000310,2.3,28.0,22,172,7.0,14.6,,36.1,222,765.0,15.9,3.2,0.59,0.81,arcilloso,aspersion,mejorada,alta
ZON000311,2.0,19.0,20,164,5.8,9.5,54.0,14.8,133,228.0,18.9,4.1,0.63,0.81,franco,secano,mejorada,baja
ZON000312,2.4,21.0,24,129,5.8,9.6,83.0,25.0,143,358.0,16.3,6.3,0.42,0.61,arenoso,secano,hibrida,media
ZON000313,2.8,30.0,26,191,6.1,15.6,85.0,33.7,213,,18.2,0.0,0.63,0.84,arenoso,goteo,hibrida,muy_alta
ZON000314,2.0,26.0,19,219,6.5,14.5,58.0,24.3,154,494.0,21.6,1.5,0.71,0.87,arenoso,goteo,mejorada,media
ZON000315,3.4,31.0,26,220,6.4,19.1,65.0,27.5,140,222.0,19.6,15.3,0.63,0.81,calcareo,goteo,tradicional,media
ZON000316,2.9,25.0,22,225,6.6,19.4,71.0,12.5,67,152.0,21.1,4.5,0.53,0.71,arenoso,secano,mejorada,baja
ZON000317,2.6,34.0,13,205,6.4,18.9,67.0,23.4,166,404.0,21.1,7.5,0.63,0.75,franco,aspersion,mejorada,media
ZON000318,2.3,25.0,28,116,5.6,16.5,28.0,29.5,189,558.0,18.5,8.8,0.59,0.76,franco,goteo,mejorada,alta
ZON000319,3.0,,17,165,6.6,16.3,63.0,22.9,120,364.0,20.4,10.1,0.4,0.5,arcilloso,secano,tradicional,muy_baja
ZON000320,2.1,17.0,19,161,7.3,14.1,28.0,18.8,136,399.0,14.8,17.9,,0.33,calcareo,goteo,tradicional,muy_baja
ZON000321,2.9,,9,152,5.7,17.7,51.0,19.1,93,,16.4,12.3,0.39,0.55,franco,secano,tradicional,muy_baja
ZON000322,0.9,22.0,17,212,6.7,12.5,62.0,27.3,181,664.0,17.6,0.0,0.58,0.74,calcareo,goteo,tradicional,alta
ZON000323,2.1,19.0,17,130,6.2,16.8,61.0,12.8,85,268.0,19.5,11.2,0.64,0.76,arcilloso,secano,tradicional,baja
ZON000324,2.9,28.0,22,158,6.3,20.2,66.0,20.4,153,,19.6,12.3,0.49,0.59,arenoso,goteo,hibrida,media
ZON000325,4.4,42.0,22,255,6.4,18.4,81.0,25.0,168,554.0,18.6,5.1,0.65,0.84,arcilloso,secano,tradicional,alta
ZON000326,2.0,30.0,14,144,7.4,14.4,20.0,25.3,143,512.0,18.3,15.4,0.5,0.66,arcilloso,goteo,tradicional,media
ZON000327,2.4,31.0,21,164,6.5,14.4,67.0,,134,390.0,20.1,8.8,0.57,0.76,arcilloso,goteo,mejorada,media
ZON000328,2.9,30.0,19,201,6.8,18.6,75.0,21.9,157,364.0,18.0,19.4,0.32,0.44,franco,aspersion,tradicional,muy_baja
ZON000329,1.7,32.0,30,221,6.8,20.0,76.0,18.1,100,,6.9,8.0,0.61,0.78,arcilloso,secano,mejorada,media
ZON000330,2.6,27.0,25,228,7.5,18.4,88.0,24.8,126,,16.5,3.6,0.56,0.69,franco,secano,hibrida,baja
ZON000331,4.2,40.0,23,271,6.2,22.3,111.0,28.1,160,700.0,22.2,20.0,0.81,0.98,franco,goteo,mejorada,muy_alta
ZON000332,2.3,12.0,13,143,6.2,13.7,56.0,27.8,146,506.0,21.6,11.2,0.46,0.58,arenoso,secano,mejorada,baja
ZON000333,0.9,20.0,11,87,7.0,10.7,15.0,31.4,126,591.0,23.6,7.4,0.39,0.52,calcareo,aspersion,hibrida,muy_baja
ZON000334,2.1,23.0,11,185,7.0,12.3,52.0,27.3,147,462.0,18.2,8.1,0.6,0.77,arenoso,secano,tradicional,baja
ZON000335,2.6,18.0,13,165,6.3,14.1,31.0,28.6,144,463.0,16.2,15.6,0.5,0.59,arcilloso,aspersion,hibrida,baja
ZON000336,3.0,25.0,21,235,,19.4,85.0,28.7,172,620.0,15.1,9.4,0.68,0.91,franco,goteo,tradicional,alta
ZON000337,2.6,27.0,23,195,6.6,18.4,59.0,24.3,114,557.0,19.2,6.4,0.36,0.52,arenoso,aspersion,mejorada,media
ZON000338,2.4,34.0,25,174,6.4,16.7,71.0,15.8,70,162.0,19.9,3.7,0.61,0.76,franco,aspersion,tradicional,baja
ZON000339,3.5,41.0,33,193,6.6,22.2,118.0,27.7,176,388.0,13.9,0.2,0.75,0.92,arcilloso,secano,mejorada,muy_alta
ZON000340,2.5,28.0,18,226,7.1,17.9,65.0,20.3,123,,18.3,16.9,0.38,0.5,franco,goteo,tradicional,muy_baja
ZON000341,2.8,25.0,17,194,6.8,15.1,67.0,27.4,159,375.0,18.8,10.1,,0.73,arcilloso,goteo,tradicional,alta
ZON000342,2.8,26.0,22,184,6.4,15.3,65.0,26.5,141,376.0,17.9,12.8,0.63,0.78,franco,goteo,hibrida,alta
ZON000343,2.0,29.0,13,121,6.9,14.1,,31.2,204,,20.2,6.1,,0.57,franco,secano,tradicional,baja
ZON000344,2.6,,20,196,5.4,14.0,57.0,25.0,138,480.0,13.6,3.0,0.57,0.73,franco,secano,mejorada,media
ZON000345,0.3,4.0,2,48,5.9,6.5,15.0,20.8,62,297.0,15.0,16.0,0.1,0.15,arenoso,goteo,tradicional,muy_baja
ZON000346,2.6,,13,189,6.6,17.4,69.0,27.7,177,589.0,16.8,2.6,0.61,0.72,franco,secano,hibrida,media
ZON000347,0.8,15.0,12,158,6.1,11.7,32.0,28.7,168,645.0,14.9,1.9,0.54,0.72,arenoso,goteo,hibrida,media
ZON000348,2.2,35.0,13,179,6.5,20.3,76.0,32.9,236,739.0,17.6,11.8,,0.8,arenoso,secano,tradicional,muy_alta
ZON000349,1.3,15.0,11,86,7.3,9.5,72.0,23.6,132,442.0,20.0,0.5,0.42,0.54,calcareo,aspersion,mejorada,muy_baja
ZON000350,1.7,26.0,20,164,7.1,12.6,51.0,39.5,241,672.0,21.3,14.1,0.47,0.6,calcareo,aspersion,tradicional,baja
ZON000351,3.5,37.0,23,240,6.6,22.5,71.0,28.7,181,494.0,20.7,7.3,0.69,0.81,arcilloso,goteo,hibrida,muy_alta
ZON000352,2.1,29.0,26,231,6.9,17.4,74.0,,122,389.0,18.5,0.0,0.26,0.32,arenoso,secano,tradicional,baja
ZON000353,3.1,36.0,33,265,7.1,23.2,89.0,18.8,113,,20.1,24.5,0.67,0.84,franco,secano,tradicional,baja
ZON000354,4.6,46.0,33,311,6.7,25.9,133.0,5.0,25,100.0,19.6,15.1,0.61,0.8,franco,secano,tradicional,baja
ZON000355,2.7,26.0,22,156,6.3,17.2,67.0,29.0,191,509.0,14.8,1.7,0.58,0.77,arenoso,aspersion,mejorada,media
ZON000356,2.3,33.0,17,161,6.8,17.2,79.0,,79,323.0,17.4,7.8,0.4,0.55,calcareo,secano,mejorada,baja
ZON000357,2.1,30.0,22,220,6.9,18.3,61.0,24.9,124,379.0,17.8,12.0,0.41,0.58,arenoso,aspersion,hibrida,baja
ZON000358,2.4,20.0,20,223,6.7,14.2,83.0,32.6,207,575.0,20.5,14.7,0.49,0.66,arenoso,goteo,tradicional,media
ZON000359,1.3,19.0,16,139,6.5,14.0,49.0,,213,688.0,20.1,9.6,0.68,0.77,franco,goteo,hibrida,muy_alta
ZON000360,2.0,22.0,8,111,6.1,10.8,57.0,29.5,148,388.0,19.8,1.9,0.62,0.79,arenoso,secano,mejorada,media
ZON000361,1.6,11.0,16,96,6.0,14.5,,21.9,146,423.0,20.5,6.6,0.52,0.71,arenoso,goteo,tradicional,baja
ZON000362,1.8,,14,153,6.4,12.7,21.0,35.4,194,516.0,16.8,11.0,0.47,0.6,arenoso,aspersion,mejorada,media
ZON000363,4.2,,27,267,6.0,23.1,98.0,30.6,181,544.0,20.0,5.3,0.62,0.83,arcilloso,secano,hibrida,muy_alta
ZON000364,2.2,22.0,19,210,6.3,17.4,79.0,24.9,145,290.0,20.8,3.3,0.52,0.66,arenoso,goteo,hibrida,media
ZON000365,2.7,,13,193,6.4,20.2,96.0,22.7,151,422.0,17.4,4.9,0.65,0.82,franco,secano,tradicional,alta
ZON000366,2.2,26.0,17,193,6.7,13.3,73.0,28.9,187,459.0,17.3,0.0,0.57,0.74,franco,goteo,hibrida,alta
ZON000367,2.9,,23,182,6.0,18.5,80.0,,67,276.0,15.3,8.6,0.25,0.4,arenoso,secano,tradicional,muy_baja
ZON000368,0.3,9.0,5,60,6.6,3.0,15.0,16.2,64,219.0,17.2,0.2,0.44,0.57,arenoso,goteo,tradicional,muy_baja
ZON000369,2.9,28.0,26,212,6.9,15.1,75.0,18.7,95,296.0,19.9,4.9,0.53,0.62,franco,secano,tradicional,baja
ZON000370,3.1,35.0,26,186,6.6,20.5,83.0,24.1,171,487.0,10.8,18.6,0.64,0.83,arcilloso,secano,hibrida,media
ZON000371,1.0,9.0,15,108,6.6,10.4,47.0,29.2,154,401.0,17.5,10.3,0.4,0.53,franco,aspersion,hibrida,baja
ZON000372,3.7,31.0,24,215,6.3,18.0,78.0,31.5,203,519.0,14.0,1.8,0.75,0.94,arenoso,aspersion,tradicional,alta
ZON000373,2.7,37.0,29,215,6.0,15.6,97.0,26.3,164,307.0,19.3,3.7,0.6,0.72,franco,secano,hibrida,muy_alta
ZON000374,3.4,34.0,25,204,6.7,21.1,63.0,22.8,137,615.0,16.3,2.7,0.58,0.77,franco,secano,mejorada,media
ZON000375,2.2,25.0,15,140,6.8,17.2,45.0,23.0,138,328.0,15.6,8.6,0.43,0.56,arcilloso,secano,tradicional,baja
ZON000376,1.4,19.0,12,150,6.8,9.9,71.0,31.4,170,357.0,18.9,7.9,0.57,0.69,arenoso,goteo,tradicional,media
ZON000377,2.3,21.0,17,125,6.9,18.1,54.0,15.5,76,313.0,15.2,14.7,0.24,0.35,calcareo,secano,mejorada,muy_baja
ZON000378,4.6,57.0,36,267,6.2,24.7,122.0,20.1,133,323.0,14.4,13.6,0.59,0.76,franco,secano,mejorada,alta
ZON000379,2.4,,22,193,6.1,14.3,81.0,29.0,144,471.0,14.3,0.6,,0.48,arenoso,goteo,tradicional,baja
ZON000380,2.6,22.0,14,141,6.7,14.1,78.0,29.0,192,484.0,19.9,9.5,0.55,0.68,franco,goteo,mejorada,alta
ZON000381,2.3,16.0,22,186,7.4,16.7,67.0,28.8,148,498.0,16.4,3.3,0.53,0.64,calcareo,aspersion,hibrida,alta
ZON000382,2.1,24.0,20,172,6.7,16.4,43.0,26.6,159,450.0,19.4,10.0,0.52,0.64,franco,goteo,hibrida,baja
