id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,longitud_antena_mm,num_segmentos_antena,longitud_pata_anterior_mm,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_tarso_mm,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,num_estrias_elitro,num_puntos_pronoto,longitud_espolon_mm,peso_mg,ratio_largo_ancho,ratio_antena_cuerpo,ratio_pata_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,longitud_ala_mm,envergadura_mm,coloracion
ESP000121,22.09,13.69,9.0,6.86,5.22,6.7,9.47,,8.37,13.39,6.15,5.69,3.67,2.54,1.31,2.34,10,66.0,1.2,263,2.45,0.429,0.606,155.1,666.0,17.51,44.02,metalico
ESP000122,19.09,11.65,7.67,6.36,4.28,4.84,8.64,12.0,7.11,12.22,5.49,5.0,3.74,2.27,1.13,2.09,12,64.0,1.01,195,2.49,0.453,0.64,114.2,354.3,14.15,35.97,metalico
ESP000123,11.59,7.23,5.8,4.85,3.02,3.44,5.25,8.0,5.07,8.4,4.09,3.45,2.14,1.77,0.8,1.52,9,,0.52,41,2.0,0.453,0.725,52.4,115.6,9.31,24.42,negro
ESP000124,9.92,5.81,4.62,3.36,2.44,4.09,5.04,9.0,4.2,7.02,3.0,3.32,2.07,1.3,0.62,1.06,10,29.0,0.46,29,2.15,0.508,0.708,35.7,93.7,8.92,22.46,negro
ESP000125,13.83,8.31,7.77,6.18,4.22,4.14,5.53,9.0,5.99,7.35,3.2,2.95,2.29,2.04,0.99,1.58,8,23.0,0.71,111,1.78,0.4,,83.8,222.4,10.83,29.43,negro
ESP000126,20.46,12.66,7.54,6.05,3.87,5.59,9.02,11.0,7.85,11.84,5.17,4.8,3.41,2.01,1.0,2.1,11,57.0,1.08,195,2.71,0.441,0.579,120.3,431.2,15.75,39.04,metalico
ESP000127,18.34,10.84,9.08,7.24,4.89,5.97,7.5,11.0,7.56,10.77,4.89,4.49,2.99,2.53,1.36,,10,58.0,1.03,202,2.02,0.409,0.587,129.9,497.1,14.39,37.86,marron
ESP000128,12.11,7.4,6.46,5.07,3.54,4.37,5.88,7.0,5.5,7.74,3.69,3.56,2.0,1.77,0.93,1.47,8,40.0,0.77,53,1.87,0.486,0.639,61.0,170.9,9.82,26.1,negro
ESP000129,20.07,12.45,7.1,5.68,4.14,5.4,9.02,11.0,7.62,11.99,5.64,4.99,3.27,1.84,1.04,1.96,10,72.0,0.84,207,2.83,0.449,0.597,111.1,384.7,15.52,38.14,metalico
ESP000130,21.31,13.37,9.67,7.5,5.21,,8.4,12.0,8.2,12.82,5.78,4.83,3.49,2.67,1.37,2.32,13,60.0,0.96,254,2.2,0.394,0.602,160.7,594.5,16.24,42.15,marron
ESP000131,17.24,10.9,6.81,5.1,4.0,,8.34,,6.9,10.19,4.74,4.02,2.96,1.7,1.03,1.82,9,55.0,0.73,172,2.53,0.484,0.591,91.6,301.7,14.45,35.71,metalico
ESP000132,20.47,12.6,7.72,5.84,4.14,5.47,9.85,11.0,7.93,12.39,5.48,5.37,3.37,1.99,1.11,1.93,11,47.0,0.81,265,2.65,0.481,0.605,123.3,432.2,15.29,38.3,metalico
ESP000133,19.36,11.75,6.23,4.86,3.19,5.56,9.58,11.0,6.6,11.04,5.07,4.74,3.09,1.83,0.86,1.94,10,45.0,0.86,207,3.11,0.495,0.57,94.1,335.3,14.97,36.17,marron
ESP000134,13.19,8.04,6.06,4.76,3.77,4.56,6.64,8.0,6.08,8.4,3.91,3.6,2.38,1.65,0.76,1.53,9,41.0,0.43,94,2.18,0.503,0.637,62.3,182.2,10.93,27.92,negro
ESP000135,11.45,6.94,4.71,3.7,,3.66,5.56,9.0,4.84,7.25,3.51,,1.74,1.23,0.69,1.32,7,64.0,0.52,18,2.43,,0.633,42.1,98.7,8.68,22.07,negro
ESP000136,10.84,6.7,5.79,4.67,,3.58,5.1,10.0,3.93,6.78,3.38,2.8,2.02,1.65,0.85,1.49,8,34.0,0.81,47,1.87,0.47,0.625,49.0,112.3,8.85,23.49,negro
ESP000137,20.13,12.21,8.01,6.28,4.52,5.76,9.26,10.0,7.52,12.08,,5.07,3.44,2.22,1.11,2.23,10,59.0,1.19,226,2.51,0.46,0.6,125.8,464.4,15.59,39.19,negro
ESP000138,,6.45,6.07,4.87,3.15,3.66,5.14,,4.91,7.06,3.13,3.05,2.11,1.69,0.83,1.45,8,46.0,0.52,6,1.75,0.484,0.665,50.2,117.9,10.07,26.21,metalico
ESP000139,17.45,10.83,5.95,4.97,,5.05,7.79,13.0,7.43,10.33,,4.1,3.02,1.73,0.85,1.95,11,59.0,0.65,157,2.93,0.446,0.592,81.0,262.2,14.59,35.13,metalico
ESP000140,17.58,11.19,7.68,6.05,4.2,4.58,8.23,11.0,6.36,9.95,4.78,3.95,2.85,2.21,1.12,1.73,11,57.0,0.95,168,2.29,0.468,0.566,105.3,309.2,13.83,35.34,metalico
ESP000141,11.39,6.83,5.28,4.01,3.01,3.25,6.62,8.0,5.47,6.61,3.12,,1.95,1.47,0.7,,8,30.0,0.68,38,2.16,0.581,0.58,46.9,97.7,9.04,23.36,rojizo
ESP000142,22.88,14.35,8.42,6.73,4.46,6.73,9.92,11.0,8.61,13.96,6.59,5.82,3.68,2.43,1.18,2.37,11,86.0,1.02,295,2.72,0.434,,150.3,648.3,17.06,42.54,marron
ESP000143,17.08,10.37,7.12,5.49,3.92,5.25,7.62,10.0,7.02,10.0,4.62,4.21,2.69,1.94,0.87,2.07,12,67.0,1.05,176,2.4,0.446,0.585,94.9,319.2,13.7,34.52,metalico
ESP000144,11.03,6.85,5.98,4.91,,3.43,5.56,9.0,4.73,7.14,3.28,,1.91,1.67,0.78,1.23,9,33.0,0.49,37,1.84,,0.647,51.4,113.1,9.5,24.98,marron
ESP000145,13.11,7.93,5.55,4.47,2.86,4.03,6.0,9.0,5.27,7.66,3.65,3.08,2.3,1.47,0.64,1.73,7,28.0,0.55,46,2.36,0.458,,56.8,146.6,9.62,24.79,rojizo
ESP000146,12.69,7.73,4.58,3.88,2.23,4.02,5.1,8.0,4.85,7.95,3.55,3.34,2.28,1.18,0.7,0.93,9,41.0,0.64,85,2.77,0.402,,45.3,116.8,10.01,24.6,marron
ESP000147,10.69,6.32,6.35,5.5,3.32,4.22,5.06,8.0,5.79,5.85,2.56,2.56,1.6,1.78,0.94,1.23,8,41.0,0.57,51,1.68,0.473,,52.9,143.2,9.53,25.41,negro
ESP000148,11.8,7.43,5.9,4.8,3.41,3.84,5.46,9.0,5.25,7.75,3.59,3.16,2.18,1.52,0.87,1.23,8,48.0,0.97,62,2.0,0.463,0.657,54.3,133.7,9.88,25.66,negro
ESP000149,19.32,11.69,7.37,6.12,4.14,5.45,9.01,11.0,6.84,11.12,5.4,4.75,3.14,1.93,0.91,2.24,11,48.0,0.98,178,2.62,0.466,0.576,111.1,388.0,16.12,39.61,rojizo
ESP000150,12.86,7.85,5.91,4.79,3.2,4.51,6.37,9.0,5.42,8.37,3.28,3.62,2.42,1.62,0.85,1.31,8,40.0,0.42,105,2.18,,0.651,59.3,171.4,10.94,27.79,metalico
ESP000151,19.11,11.64,8.41,6.91,4.69,5.09,8.81,,7.11,10.86,4.84,4.47,3.08,2.34,1.2,2.07,9,69.0,1.11,194,2.27,0.461,0.568,125.4,409.0,14.03,36.47,marron
ESP000152,17.34,11.33,6.78,5.62,4.11,4.93,7.71,12.0,6.6,10.24,4.6,4.54,2.73,1.93,0.97,1.48,12,55.0,1.1,163,2.56,0.445,0.591,91.7,289.8,13.57,33.92,rojizo
ESP000153,21.01,12.91,7.31,5.86,3.78,,10.14,11.0,7.42,12.16,5.62,4.94,3.24,1.94,0.92,2.39,9,69.0,0.94,207,2.87,0.483,0.579,119.8,411.6,16.42,40.15,marron
ESP000154,17.6,11.07,6.1,4.44,3.23,4.31,8.38,,6.8,9.03,4.29,3.75,2.62,1.79,0.91,2.08,13,56.0,0.97,141,2.89,,0.513,83.7,231.4,12.9,31.9,rojizo
ESP000155,17.76,11.48,7.42,5.49,4.09,5.38,8.84,12.0,7.29,11.22,5.1,4.79,3.03,1.94,1.0,1.97,10,56.0,1.2,197,2.39,,0.632,102.8,354.5,14.45,36.32,negro
ESP000156,13.33,8.32,6.4,5.62,3.41,4.09,6.36,10.0,5.85,7.41,3.39,2.95,2.01,1.65,0.99,1.61,10,47.0,0.99,130,2.08,0.477,0.556,66.5,174.5,10.7,27.8,negro
ESP000157,19.8,12.24,8.94,7.06,4.82,5.93,9.06,11.0,8.62,12.62,5.61,5.07,3.65,2.46,1.05,2.3,9,,1.11,248,2.21,0.458,0.637,138.1,524.8,16.28,41.5,negro
ESP000158,11.94,7.28,6.89,5.67,3.54,4.18,5.76,10.0,5.88,8.44,3.72,3.57,2.41,2.06,0.92,1.3,6,29.0,0.92,101,1.73,,0.707,64.2,171.9,10.04,26.97,negro
ESP000159,21.84,13.4,8.09,6.63,,6.11,9.38,11.0,8.02,12.24,5.67,4.68,3.27,2.38,1.09,2.35,11,66.0,1.14,264,2.7,0.429,0.56,137.8,539.8,16.23,40.55,rojizo
ESP000160,20.29,12.86,8.72,7.05,4.97,6.12,8.71,11.0,8.38,11.66,5.48,4.98,3.35,2.46,1.14,2.28,9,56.0,1.19,201,2.33,0.429,0.575,138.0,541.4,15.41,39.54,rojizo
ESP000161,18.55,11.62,7.77,6.42,3.99,5.71,9.36,9.0,7.73,10.8,4.83,4.68,3.23,2.12,1.15,2.2,12,39.0,0.74,193,2.39,0.505,,112.4,411.5,16.2,40.17,marron
ESP000162,20.64,12.69,7.94,6.23,4.18,5.43,9.89,12.0,6.95,11.26,4.52,4.87,3.12,2.12,1.1,2.33,12,66.0,0.76,209,2.6,0.479,0.546,127.8,444.9,15.95,39.84,metalico
ESP000163,18.62,11.23,8.49,6.9,4.67,5.41,8.64,11.0,7.21,11.39,,4.82,3.3,2.24,1.13,2.0,9,66.0,1.16,194,2.19,0.464,0.612,123.3,427.6,14.71,37.91,negro
ESP000164,12.75,7.92,5.36,4.42,2.77,4.25,6.31,9.0,5.11,7.19,3.41,3.08,2.0,1.35,0.71,,7,33.0,0.71,79,2.38,0.495,0.564,53.3,145.2,10.01,25.38,marron
ESP000165,,12.33,7.48,6.03,3.84,6.36,8.65,11.0,8.64,12.28,5.63,4.99,3.74,2.11,1.05,2.15,11,87.0,1.14,237,2.64,0.438,0.621,115.3,470.3,16.04,39.56,negro
ESP000166,10.06,6.15,5.87,4.48,2.91,3.54,4.78,8.0,4.33,6.16,2.51,2.63,1.59,1.62,0.9,0.88,10,16.0,0.44,45,1.71,0.475,0.612,46.1,104.5,8.64,23.15,negro
ESP000167,18.14,11.56,7.77,6.29,4.42,5.9,8.94,12.0,7.36,11.57,4.94,4.83,3.2,2.22,1.05,2.09,12,42.0,0.79,185,2.33,0.493,0.638,109.9,415.8,14.4,36.57,marron
ESP000168,13.62,8.37,5.59,4.2,2.8,4.31,5.84,9.0,5.86,7.92,3.82,3.28,2.32,1.58,0.85,1.52,8,54.0,0.46,111,2.44,0.429,0.581,59.4,164.1,10.17,25.93,rojizo
ESP000169,22.44,14.38,8.56,7.26,4.89,6.19,9.62,10.0,8.21,11.85,5.33,5.07,3.32,2.38,1.22,2.3,9,47.0,0.9,255,2.62,0.429,0.528,149.8,594.5,16.77,42.1,metalico
ESP000170,19.61,12.3,7.76,6.17,4.08,5.25,8.75,11.0,7.16,10.88,5.06,4.82,3.03,2.12,1.03,2.16,11,62.0,1.06,207,2.53,0.446,0.555,118.7,399.5,15.18,38.12,rojizo
ESP000171,,8.69,6.33,4.77,3.37,,6.41,10.0,6.14,8.18,3.61,,2.32,1.66,0.84,1.53,7,55.0,0.65,101,2.18,0.463,0.591,68.3,212.3,10.8,27.93,metalico
ESP000172,19.14,12.22,7.16,5.9,,5.58,8.25,11.0,7.24,11.18,5.24,4.98,3.2,1.87,1.0,1.78,11,63.0,1.21,210,2.67,0.431,0.584,106.9,382.3,15.43,38.02,marron
ESP000173,10.6,6.65,5.46,4.25,3.34,3.25,4.85,9.0,4.35,6.44,2.95,2.66,1.79,1.33,0.72,1.3,9,42.0,0.73,20,1.94,0.458,0.608,45.1,,8.31,22.08,negro
ESP000174,13.16,8.22,5.64,4.5,,4.3,6.32,8.0,4.41,8.18,3.82,3.38,2.23,1.35,0.84,1.48,9,55.0,0.87,29,2.33,0.48,0.622,57.9,159.6,10.64,26.92,negro
ESP000175,,12.36,9.16,7.1,5.13,6.12,9.62,11.0,7.82,12.91,5.59,5.51,3.64,2.45,1.29,2.3,9,55.0,0.85,258,2.16,0.486,0.652,141.5,555.3,17.29,43.74,marron
ESP000176,22.19,13.82,9.58,7.56,5.2,6.44,9.19,11.0,8.08,12.35,5.51,,3.65,2.63,1.35,2.51,9,62.0,1.15,252,2.32,0.414,0.557,165.8,684.5,16.49,42.56,metalico
ESP000177,13.84,8.51,6.86,5.25,3.9,,5.65,8.0,4.68,7.66,3.42,2.87,1.98,1.99,0.97,1.22,9,40.0,0.73,81,2.02,0.408,0.553,74.1,195.6,10.33,27.52,marron
ESP000178,19.83,12.5,7.52,6.01,4.37,5.98,8.8,12.0,7.21,11.94,5.58,5.21,3.17,1.93,0.99,2.03,11,,0.89,209,2.64,0.444,0.602,116.3,445.9,14.95,37.42,metalico
ESP000179,23.81,14.67,9.63,7.83,5.55,5.86,10.46,11.0,9.37,13.87,6.65,6.16,3.81,2.66,1.27,2.5,11,70.0,1.44,309,2.47,0.439,0.583,178.8,671.8,18.5,46.63,metalico
ESP000180,12.16,7.84,6.06,4.9,3.31,4.0,5.67,9.0,5.19,7.48,3.56,3.16,2.27,1.59,0.74,1.23,8,9.0,0.78,96,2.01,0.466,0.615,57.5,147.4,9.0,24.06,negro
ESP000181,14.92,9.28,6.45,5.26,3.61,3.99,7.27,9.0,5.3,8.44,3.96,3.51,2.19,1.75,0.8,,10,39.0,0.8,87,2.31,0.487,0.566,75.1,192.0,11.48,29.41,marron
ESP000182,22.03,14.02,8.24,6.78,4.45,5.7,9.73,11.0,8.2,11.94,5.68,4.75,3.43,2.4,1.11,2.19,10,63.0,0.96,239,2.67,0.442,0.542,141.6,517.4,16.22,40.68,metalico
ESP000183,,6.88,5.08,3.85,3.01,4.07,4.95,,4.48,7.02,3.15,3.05,2.02,1.39,0.75,1.09,7,,0.43,59,2.21,0.44,0.624,44.6,116.3,9.26,23.6,negro
ESP000184,13.82,8.13,6.17,5.41,3.27,3.41,6.27,9.0,5.89,8.38,3.87,3.62,2.54,1.58,0.8,1.29,7,32.0,0.89,78,2.24,0.454,0.606,66.5,145.4,11.07,28.31,negro
ESP000185,11.68,7.44,5.74,5.16,3.14,3.82,5.4,9.0,5.17,6.96,3.27,2.74,1.86,1.49,0.85,1.14,11,,0.54,46,2.03,0.462,0.596,52.3,128.1,9.81,25.36,negro
ESP000186,16.93,10.86,6.59,5.11,3.32,4.39,7.26,11.0,6.36,10.05,4.44,3.89,2.95,1.99,0.86,1.72,10,55.0,0.84,148,2.57,0.429,,87.0,244.9,14.77,36.13,metalico
ESP000187,20.06,12.3,8.44,6.68,4.32,6.45,9.62,10.0,8.03,12.16,5.51,,3.61,2.27,1.32,2.11,11,49.0,1.12,248,2.38,0.48,0.606,132.1,546.0,16.57,41.58,marron
ESP000188,22.21,13.41,8.22,6.44,4.41,6.6,10.18,,8.68,13.28,6.07,,3.62,2.34,1.18,2.13,10,,1.14,278,2.7,,0.598,142.4,602.5,17.56,43.34,metalico
ESP000189,17.99,11.05,7.29,5.45,4.1,5.65,8.54,11.0,7.37,11.88,5.58,5.05,3.18,2.14,0.98,2.06,12,62.0,1.25,210,2.47,0.475,0.66,102.3,370.5,15.14,37.57,marron
ESP000190,,6.29,6.05,5.19,3.01,3.84,5.19,8.0,4.62,7.46,3.67,3.05,2.16,1.54,0.81,1.26,7,28.0,0.45,14,1.68,0.51,0.734,48.0,118.1,9.19,24.43,negro
ESP000191,,7.35,6.48,4.9,3.51,4.17,5.96,8.0,5.45,7.73,3.55,3.22,2.01,1.78,0.85,1.36,7,44.0,0.55,81,1.89,0.488,0.633,61.8,165.1,9.31,25.1,negro
ESP000192,21.26,12.73,7.86,6.0,4.34,5.48,10.91,11.0,8.36,13.24,5.75,5.48,3.89,2.02,1.04,2.19,13,,1.2,262,2.7,0.513,0.623,130.3,457.9,17.14,42.14,marron
ESP000193,,11.27,6.73,4.99,3.97,5.07,9.31,,7.09,10.57,4.95,4.53,3.0,1.84,0.89,1.96,10,58.0,0.93,181,2.65,0.522,0.593,93.6,304.2,14.61,35.95,metalico
ESP000194,12.69,7.97,6.57,5.29,3.41,3.98,5.5,,5.29,6.95,3.05,3.14,1.97,1.81,0.84,1.57,8,43.0,0.72,99,1.93,0.433,0.548,65.0,165.9,10.08,26.73,metalico
ESP000195,18.1,11.38,8.43,6.67,4.6,5.57,8.26,11.0,7.49,10.55,5.19,4.37,2.79,2.31,1.17,1.86,11,76.0,1.17,217,2.15,0.456,0.583,119.0,424.9,14.74,37.91,negro
ESP000196,11.04,6.13,5.91,4.55,3.13,4.19,5.06,9.0,4.6,6.74,3.39,2.65,1.99,1.78,0.86,1.1,8,27.0,0.95,25,1.87,0.458,0.611,50.9,136.7,8.86,23.63,marron
ESP000197,19.55,12.14,6.44,5.18,3.37,,9.62,,7.12,11.14,4.84,4.67,3.26,1.7,1.0,1.87,12,59.0,0.89,182,3.04,0.492,0.57,98.2,300.3,15.16,36.76,metalico
ESP000198,11.86,7.61,6.0,4.64,3.2,4.69,5.54,9.0,6.11,8.53,4.04,3.8,2.44,1.71,0.81,1.27,5,52.0,0.68,58,1.98,0.467,0.719,55.5,166.9,9.29,24.58,negro
ESP000199,12.22,7.68,5.28,4.31,2.83,3.59,5.39,9.0,5.19,6.95,3.06,,1.86,1.25,0.75,1.23,8,29.0,0.7,69,2.31,,0.569,50.3,115.8,9.39,24.06,negro
ESP000200,12.53,7.69,6.64,4.88,3.52,4.3,5.11,9.0,5.03,6.5,2.9,2.42,1.96,1.94,1.0,1.32,8,48.0,0.65,66,1.89,0.408,0.519,64.9,178.9,9.4,25.44,negro
ESP000201,18.5,11.7,6.35,5.31,3.43,5.35,8.84,12.0,7.54,11.13,5.27,4.81,3.12,1.75,0.74,1.91,12,44.0,0.86,191,2.91,0.478,0.602,91.6,314.2,15.33,37.01,negro
ESP000202,16.61,10.33,6.96,5.89,,4.8,6.61,11.0,5.84,9.65,4.26,4.03,2.6,2.01,0.93,1.8,11,47.0,1.17,147,2.39,0.398,0.581,90.2,277.5,12.78,32.52,rojizo
ESP000203,13.01,7.95,7.69,6.7,4.37,4.17,6.13,8.0,5.27,7.54,3.5,3.48,2.15,2.08,1.08,1.56,9,32.0,0.46,80,1.69,0.471,0.58,78.0,208.6,9.38,26.45,negro
ESP000204,19.54,12.3,6.5,5.04,3.73,5.6,8.86,11.0,7.02,11.39,5.26,4.6,3.02,1.59,0.92,2.05,11,67.0,1.22,147,3.01,,0.583,99.1,355.6,14.13,34.76,metalico
ESP000205,17.92,10.53,6.75,5.2,3.91,4.97,8.67,11.0,7.2,10.25,4.63,4.0,2.86,1.82,0.88,1.87,11,61.0,0.71,182,2.65,0.484,0.572,94.3,300.6,13.73,34.21,metalico
ESP000206,19.02,11.67,6.75,5.02,3.82,,8.77,12.0,6.75,11.62,5.47,4.83,3.33,1.82,0.87,2.34,10,72.0,0.84,186,2.82,0.461,0.611,100.1,340.2,14.39,35.53,marron
ESP000207,17.82,11.21,5.85,4.96,3.13,5.14,7.59,11.0,7.02,10.48,,4.69,2.88,1.66,0.81,1.78,10,52.0,0.89,147,3.05,0.426,0.588,81.3,267.9,14.02,33.89,marron
ESP000208,17.74,11.13,6.49,4.94,3.71,,9.21,11.0,6.28,10.09,4.88,4.31,2.7,1.74,0.94,2.01,12,57.0,0.96,154,2.73,0.519,0.569,89.8,307.4,13.99,34.47,marron
ESP000209,17.13,10.98,8.22,6.3,4.47,5.88,8.39,10.0,7.45,10.77,4.88,4.48,3.25,2.19,1.19,2.13,10,74.0,1.12,179,2.08,0.49,0.629,109.8,414.0,14.95,38.12,rojizo
ESP000210,10.9,6.67,6.77,5.41,3.74,3.9,5.01,10.0,5.04,7.08,3.02,2.65,2.23,1.79,0.84,1.25,7,,1.09,63,1.61,0.46,,57.6,143.9,,24.01,negro
ESP000211,10.93,7.13,4.77,4.02,2.67,3.84,5.36,10.0,4.32,6.52,2.81,3.07,1.74,1.46,0.65,1.26,8,40.0,0.7,46,2.29,0.49,0.597,40.7,100.1,,23.51,metalico
ESP000212,17.24,10.72,6.53,5.55,3.49,5.61,9.04,12.0,6.59,10.88,4.83,4.66,2.85,1.68,0.93,1.91,11,60.0,0.83,167,2.64,0.524,0.631,87.8,315.8,14.21,34.95,metalico
ESP000213,20.93,12.81,7.28,5.99,,6.56,9.14,11.0,7.6,12.14,5.75,5.24,3.56,2.02,0.96,1.88,10,54.0,0.82,249,2.88,0.437,0.58,118.8,499.8,16.03,39.34,marron
ESP000214,,7.23,6.62,4.99,3.5,3.89,5.71,9.0,5.67,8.01,3.74,3.34,2.24,1.83,0.94,1.53,8,54.0,0.88,85,1.87,0.46,0.646,64.0,159.7,10.23,27.08,metalico
ESP000215,13.05,8.63,5.75,4.76,3.23,3.8,5.81,9.0,5.42,9.13,,4.04,2.48,1.57,0.84,1.3,8,,0.61,85,2.27,0.445,0.7,58.5,142.6,10.57,26.89,marron
ESP000216,12.7,8.14,6.42,4.99,3.29,4.67,6.51,9.0,5.68,8.1,3.74,3.97,2.36,1.74,0.9,1.71,7,32.0,0.7,84,1.98,0.513,0.638,63.6,190.4,10.78,27.98,metalico
ESP000217,11.19,6.93,4.97,4.37,2.47,3.73,5.19,8.0,4.56,6.06,2.89,2.93,1.61,1.34,0.79,1.13,9,12.0,0.65,20,2.25,0.464,0.542,43.4,103.7,8.36,21.69,negro
ESP000218,13.39,8.2,6.03,4.5,3.58,4.32,5.79,8.0,5.77,7.63,3.36,3.42,2.25,1.8,0.78,1.75,8,40.0,0.75,80,2.22,0.432,0.57,63.0,174.4,10.74,27.51,negro
ESP000219,20.31,12.74,7.83,6.47,4.3,,9.71,,8.06,11.68,5.7,4.98,3.4,2.34,1.09,2.2,9,75.0,0.98,227,2.59,0.478,0.575,124.0,434.1,16.3,40.43,marron
ESP000220,10.64,6.91,5.19,4.03,,3.18,4.35,9.0,3.86,6.41,2.54,2.34,1.91,1.35,0.74,1.17,6,12.0,0.72,45,2.05,0.409,0.602,43.1,87.8,,21.29,negro
ESP000221,14.88,9.55,6.14,5.29,3.5,,6.65,9.0,5.95,9.51,4.54,3.74,2.43,1.48,0.91,1.43,7,80.0,0.85,147,2.42,0.447,0.639,71.3,196.4,,29.68,metalico
ESP000222,23.33,14.59,10.0,8.27,5.7,6.38,10.54,11.0,8.65,13.57,6.28,5.73,3.9,2.71,1.44,2.47,9,73.0,1.56,293,2.33,0.452,0.582,182.0,744.2,17.72,45.44,marron
ESP000223,17.29,11.03,6.34,4.88,,4.86,8.07,11.0,6.04,11.07,4.62,4.41,3.07,1.82,0.91,1.5,13,33.0,0.69,137,2.73,0.467,0.64,85.5,266.4,13.56,33.46,metalico
ESP000224,10.75,6.95,5.48,4.14,2.92,3.62,4.47,7.0,4.65,6.88,3.41,2.81,1.96,1.46,0.65,1.02,8,31.0,0.89,42,1.96,0.416,0.64,45.9,106.6,8.47,22.42,marron
ESP000225,19.32,12.01,7.54,6.06,4.42,5.45,9.01,11.0,7.91,11.54,5.37,5.14,3.29,2.06,1.03,2.12,10,64.0,0.61,258,2.56,0.466,0.597,113.6,397.0,15.63,38.8,metalico
ESP000226,19.01,11.63,6.14,5.09,3.31,5.17,7.8,11.0,7.36,11.02,4.8,4.93,3.0,1.63,0.86,1.82,10,45.0,0.74,199,3.1,0.41,0.58,91.0,301.7,14.98,36.1,metalico
ESP000227,18.52,11.29,7.29,5.86,,5.05,9.34,12.0,6.96,10.93,5.31,4.71,2.89,1.88,1.02,,12,38.0,0.86,172,2.54,0.504,0.59,105.3,,14.22,35.73,marron
ESP000228,12.9,7.84,6.57,4.88,,,5.76,9.0,5.88,8.43,3.76,3.26,2.46,1.8,0.87,1.41,8,,0.93,96,1.96,0.447,0.653,66.1,171.6,10.45,27.47,negro
ESP000229,,5.73,5.86,4.68,3.68,3.45,5.24,9.0,4.12,6.12,2.5,2.55,1.53,1.6,0.89,1.36,8,34.0,0.61,34,1.62,0.551,0.644,43.5,96.1,,21.94,rojizo
ESP000230,19.09,12.18,7.82,6.29,4.32,5.62,9.51,,7.86,12.09,5.53,5.12,3.4,2.08,1.07,2.35,11,66.0,1.29,207,2.44,0.498,0.633,116.4,419.5,16.26,40.34,negro
ESP000231,15.24,9.27,6.13,5.19,,4.63,7.14,11.0,6.51,9.35,3.88,4.22,2.64,1.74,0.98,1.67,11,56.0,1.0,124,2.49,0.469,0.614,72.9,216.3,13.28,32.69,marron
ESP000232,12.8,8.2,5.85,4.82,3.24,3.46,4.84,9.0,5.31,7.01,,3.63,2.02,1.56,0.76,1.46,10,26.0,1.11,61,2.19,,0.548,58.4,129.5,9.74,25.33,marron
ESP000233,13.12,8.34,6.49,5.08,3.55,3.97,5.71,9.0,4.87,7.54,3.63,3.25,2.28,1.7,0.69,1.53,7,,0.67,96,2.02,0.435,0.575,66.4,,10.77,28.03,marron
ESP000234,11.22,6.76,5.26,3.78,2.77,3.98,5.34,8.0,4.95,7.01,3.21,2.93,1.97,1.59,0.64,0.89,10,35.0,0.78,38,2.13,0.476,0.625,46.0,117.4,8.63,22.52,negro
ESP000235,13.02,7.99,5.78,4.33,3.2,3.92,6.35,9.0,5.41,7.77,3.51,3.46,2.12,1.71,0.81,1.48,7,48.0,0.53,89,2.25,0.488,0.597,58.7,147.5,11.69,29.16,marron
ESP000236,18.49,11.54,8.54,6.81,,5.28,8.21,11.0,7.32,11.3,,4.6,3.27,2.46,1.19,2.36,11,64.0,0.57,187,2.17,0.444,0.611,123.2,416.9,14.45,37.44,metalico
ESP000237,19.4,12.15,8.51,6.71,4.77,5.55,9.43,12.0,8.13,12.41,5.42,5.27,3.36,2.46,1.03,2.1,8,56.0,1.05,195,2.28,0.486,0.64,128.8,458.1,15.32,39.15,marron
ESP000238,18.49,11.32,7.57,6.46,4.4,,7.81,11.0,6.72,10.54,4.84,4.36,2.83,2.23,1.0,2.05,8,63.0,1.15,214,2.44,0.422,0.57,109.2,314.9,15.06,37.69,metalico
ESP000239,14.19,8.91,7.18,5.76,4.19,4.1,6.21,9.0,6.44,8.21,3.65,3.46,2.17,1.96,1.04,1.72,8,45.0,0.94,132,1.98,0.438,0.579,79.5,208.9,11.42,30.02,marron
ESP000240,10.7,6.35,5.69,4.23,,4.09,5.81,8.0,5.06,7.41,3.3,3.18,2.12,1.58,0.77,1.45,9,15.0,0.21,52,1.88,0.543,0.693,47.5,124.5,9.71,25.11,negro
ESP000241,,11.45,6.79,5.38,3.41,4.37,8.63,11.0,6.73,10.18,4.76,4.07,2.84,1.9,0.96,,12,54.0,1.13,166,2.68,0.474,0.56,96.3,269.9,13.99,34.77,negro
ESP000242,19.19,11.84,8.13,6.48,4.41,5.76,8.37,11.0,7.84,11.23,5.41,4.81,3.07,2.09,1.24,1.87,9,67.0,1.3,228,2.36,,0.585,121.7,449.3,15.02,38.17,metalico
ESP000243,,14.46,8.2,6.6,4.27,6.52,10.68,,8.39,12.72,5.63,5.61,3.51,2.2,1.21,2.23,10,37.0,1.39,269,2.87,0.453,0.54,150.7,629.8,17.47,43.14,marron
